
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.65870
2     2 0.005998 0.60020
3     5 0.017290 0.54680
4     7 0.031710 0.49830
5     8 0.046160 0.45400
6    12 0.058880 0.41370
7    12 0.070200 0.37690
8    12 0.079720 0.34340
9    12 0.087710 0.31290
10   13 0.094400 0.28510
11   13 0.100000 0.25980
12   12 0.104700 0.23670
13   13 0.108700 0.21570
14   13 0.112300 0.19650
15   12 0.115100 0.17910
16   13 0.117600 0.16320
17   13 0.119600 0.14870
18   14 0.121300 0.13550
19   14 0.122800 0.12340
20   14 0.124000 0.11250
21   14 0.125000 0.10250
22   14 0.125800 0.09336
23   14 0.126500 0.08507
24   14 0.127100 0.07751
25   13 0.127600 0.07063
26   14 0.128000 0.06435
27   15 0.128500 0.05864
28   15 0.129300 0.05343
29   14 0.130000 0.04868
30   14 0.130600 0.04436
31   14 0.131100 0.04042
32   14 0.131500 0.03682
33   15 0.131800 0.03355
34   15 0.132200 0.03057
35   16 0.132900 0.02786
36   18 0.133400 0.02538
37   18 0.134000 0.02313
38   19 0.134400 0.02107
39   20 0.134800 0.01920
40   21 0.135200 0.01749
41   22 0.135700 0.01594
42   23 0.136300 0.01452
43   24 0.136900 0.01323
44   25 0.137400 0.01206
45   24 0.138000 0.01099
46   25 0.138400 0.01001
47   25 0.138800 0.00912
48   30 0.139200 0.00831
49   31 0.139700 0.00757
50   30 0.140300 0.00690
51   32 0.140700 0.00629
52   32 0.141100 0.00573
53   32 0.141400 0.00522
54   33 0.141800 0.00476
55   35 0.142100 0.00433
56   37 0.142400 0.00395
57   38 0.142600 0.00360
58   40 0.142800 0.00328
59   41 0.143100 0.00299
60   42 0.143200 0.00272
61   43 0.143400 0.00248
62   45 0.143500 0.00226
63   50 0.143600 0.00206
64   57 0.143700 0.00188
65   58 0.143800 0.00171
66   59 0.143900 0.00156
67   62 0.144000 0.00142
68   61 0.144000 0.00129
69   53 0.144100 0.00118
70   57 0.144200 0.00107
71   62 0.144200 0.00098
72   66 0.144300 0.00089
73   67 0.144400 0.00081
74   64 0.144400 0.00074
75   64 0.144500 0.00067
76   65 0.144600 0.00061
77   65 0.144600 0.00056
78   69 0.144700 0.00051
79   74 0.144700 0.00046
80   75 0.144800 0.00042
81   80 0.144800 0.00039
82   81 0.144900 0.00035
83   82 0.144900 0.00032
84   83 0.144900 0.00029
85   83 0.144900 0.00027
86   83 0.144900 0.00024
87   84 0.145000 0.00022
88   85 0.145000 0.00020
89   87 0.145000 0.00018
90   88 0.145000 0.00017
91   93 0.145000 0.00015
92   94 0.145100 0.00014
93   94 0.145100 0.00013
94   96 0.145100 0.00012
95  100 0.145100 0.00010
96  102 0.145100 0.00010
97  105 0.145100 0.00009
98  106 0.145100 0.00008
99  106 0.145100 0.00007
100 106 0.145100 0.00007
