
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

     Df     %Dev  Lambda
1     0 0.000000 281.900
2     1 0.001028 256.800
3     1 0.001982 234.000
4     1 0.002863 213.200
5     1 0.003671 194.300
6     2 0.004430 177.000
7     3 0.006055 161.300
8     4 0.007876 147.000
9     5 0.010070 133.900
10    5 0.012090 122.000
11    5 0.013900 111.200
12    6 0.015660 101.300
13    8 0.017550  92.300
14    9 0.019250  84.100
15    9 0.020890  76.630
16   14 0.022860  69.820
17   16 0.025530  63.620
18   17 0.028030  57.970
19   19 0.030540  52.820
20   19 0.032850  48.130
21   23 0.035190  43.850
22   24 0.037740  39.950
23   25 0.040170  36.400
24   27 0.042390  33.170
25   30 0.044680  30.220
26   34 0.047200  27.540
27   37 0.049920  25.090
28   38 0.052590  22.860
29   40 0.055070  20.830
30   43 0.057360  18.980
31   45 0.059610  17.300
32   48 0.061790  15.760
33   52 0.064000  14.360
34   54 0.066220  13.080
35   58 0.068400  11.920
36   60 0.070510  10.860
37   61 0.072580   9.897
38   62 0.074480   9.018
39   61 0.076270   8.217
40   64 0.077950   7.487
41   69 0.079550   6.822
42   73 0.081170   6.216
43   77 0.082740   5.663
44   77 0.084270   5.160
45   78 0.085660   4.702
46   81 0.086980   4.284
47   83 0.088230   3.904
48   86 0.089370   3.557
49   87 0.090460   3.241
50   89 0.091370   2.953
51   93 0.092320   2.691
52   97 0.093220   2.452
53  101 0.094160   2.234
54  103 0.095010   2.035
55  107 0.095830   1.855
56  110 0.096620   1.690
57  111 0.097290   1.540
58  113 0.097960   1.403
59  116 0.098550   1.278
60  117 0.099070   1.165
61  119 0.099570   1.061
62  123 0.100000   0.967
63  124 0.100400   0.881
64  127 0.100800   0.803
65  129 0.101100   0.732
66  130 0.101400   0.666
67  133 0.101700   0.607
68  134 0.101900   0.553
69  135 0.102200   0.504
70  135 0.102400   0.459
71  137 0.102500   0.419
72  138 0.102700   0.381
73  140 0.102800   0.348
74  140 0.102900   0.317
75  140 0.103000   0.288
76  140 0.103100   0.263
77  141 0.103200   0.240
78  143 0.103200   0.218
79  145 0.103300   0.199
80  148 0.103300   0.181
81  150 0.103400   0.165
82  149 0.103400   0.150
83  149 0.103500   0.137
84  150 0.103500   0.125
85  150 0.103500   0.114
86  153 0.103500   0.104
87  155 0.103600   0.094
88  156 0.103600   0.086
89  157 0.103600   0.078
90  158 0.103600   0.071
91  159 0.103600   0.065
92  159 0.103600   0.059
93  159 0.103600   0.054
94  159 0.103600   0.049
95  160 0.103600   0.045
96  160 0.103700   0.041
97  161 0.103700   0.037
98  161 0.103700   0.034
99  161 0.103700   0.031
100 161 0.103700   0.028
