
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df     %Dev  Lambda
1     0 0.000000 2.81900
2     1 0.001686 2.56800
3     1 0.003085 2.34000
4     1 0.004247 2.13200
5     1 0.005212 1.94300
6     1 0.006013 1.77000
7     3 0.007820 1.61300
8     3 0.010150 1.47000
9     5 0.012600 1.33900
10    5 0.014960 1.22000
11    6 0.016930 1.11200
12    6 0.018850 1.01300
13    6 0.020440 0.92300
14    8 0.022040 0.84100
15   10 0.023840 0.76630
16   13 0.026850 0.69820
17   14 0.029740 0.63620
18   14 0.032620 0.57970
19   16 0.035260 0.52820
20   19 0.038080 0.48130
21   19 0.040980 0.43850
22   20 0.043410 0.39950
23   22 0.045920 0.36400
24   26 0.049530 0.33170
25   26 0.052930 0.30220
26   27 0.055780 0.27540
27   29 0.058570 0.25090
28   32 0.061160 0.22860
29   32 0.063890 0.20830
30   31 0.066050 0.18980
31   32 0.068040 0.17300
32   36 0.070290 0.15760
33   38 0.072570 0.14360
34   43 0.074570 0.13080
35   45 0.076540 0.11920
36   49 0.078600 0.10860
37   49 0.080510 0.09897
38   51 0.082130 0.09018
39   52 0.083840 0.08217
40   54 0.085220 0.07487
41   58 0.086540 0.06822
42   62 0.087810 0.06216
43   63 0.089040 0.05663
44   65 0.090070 0.05160
45   68 0.091100 0.04702
46   70 0.092100 0.04284
47   71 0.093240 0.03904
48   75 0.094220 0.03557
49   75 0.095320 0.03241
50   75 0.096250 0.02953
51   75 0.096980 0.02691
52   79 0.097700 0.02452
53   86 0.098500 0.02234
54   87 0.099280 0.02035
55   86 0.099930 0.01855
56   88 0.100400 0.01690
57   89 0.100900 0.01540
58   88 0.101300 0.01403
59   89 0.101600 0.01278
60   89 0.101900 0.01165
61   91 0.102100 0.01061
62   94 0.102300 0.00967
63   97 0.102500 0.00881
64   98 0.102700 0.00803
65   96 0.102800 0.00732
66   96 0.103000 0.00666
67   98 0.103100 0.00607
68   97 0.103100 0.00553
69   99 0.103200 0.00504
70   99 0.103300 0.00459
71   99 0.103300 0.00419
72  100 0.103400 0.00381
73  101 0.103400 0.00348
74  103 0.103500 0.00317
75  105 0.103500 0.00288
76  105 0.103500 0.00263
77  106 0.103500 0.00240
78  108 0.103600 0.00218
79  109 0.103600 0.00199
80  110 0.103600 0.00181
81  110 0.103600 0.00165
82  111 0.103600 0.00150
83  115 0.103600 0.00137
84  116 0.103600 0.00125
85  118 0.103600 0.00114
86  120 0.103600 0.00104
87  124 0.103700 0.00094
88  124 0.103700 0.00086
89  128 0.103700 0.00078
90  130 0.103700 0.00071
91  131 0.103700 0.00065
92  132 0.103700 0.00059
93  134 0.103700 0.00054
94  135 0.103700 0.00049
95  135 0.103700 0.00045
96  137 0.103700 0.00041
97  137 0.103700 0.00037
98  137 0.103700 0.00034
99  136 0.103700 0.00031
100 137 0.103700 0.00028
