
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 188.400
2    2 0.006281 171.700
3    2 0.011900 156.400
4    2 0.016830 142.500
5    2 0.021140 129.900
6    2 0.024890 118.300
7    3 0.028180 107.800
8    4 0.031370  98.250
9    5 0.034380  89.520
10   5 0.037240  81.570
11   6 0.039720  74.320
12   6 0.041980  67.720
13   7 0.045110  61.700
14   7 0.047890  56.220
15   7 0.050330  51.230
16   7 0.052470  46.680
17   7 0.054340  42.530
18   7 0.055980  38.750
19   7 0.057410  35.310
20   8 0.058760  32.170
21   8 0.060040  29.310
22   8 0.061140  26.710
23  10 0.062300  24.340
24  10 0.063930  22.170
25  10 0.065440  20.200
26   9 0.066780  18.410
27  11 0.067970  16.770
28  11 0.069300  15.280
29  11 0.070480  13.930
30  11 0.071550  12.690
31  11 0.072500  11.560
32  11 0.073370  10.530
33  11 0.074190   9.599
34  11 0.074900   8.746
35  11 0.075530   7.969
36  12 0.076080   7.261
37  13 0.076770   6.616
38  14 0.077870   6.028
39  15 0.079120   5.493
40  15 0.080400   5.005
41  18 0.081750   4.560
42  20 0.083400   4.155
43  21 0.085090   3.786
44  20 0.086900   3.450
45  19 0.088630   3.143
46  19 0.090300   2.864
47  20 0.092060   2.610
48  21 0.093850   2.378
49  21 0.095660   2.166
50  22 0.097490   1.974
51  23 0.099320   1.799
52  23 0.101100   1.639
53  23 0.103000   1.493
54  24 0.104800   1.361
55  25 0.106700   1.240
56  27 0.108600   1.130
57  28 0.110600   1.029
58  29 0.112500   0.938
59  29 0.114400   0.854
60  30 0.116300   0.779
61  31 0.118200   0.709
62  31 0.120100   0.646
63  30 0.121900   0.589
64  31 0.123700   0.537
65  31 0.125500   0.489
66  31 0.127100   0.446
67  31 0.128800   0.406
68  31 0.130300   0.370
69  32 0.131800   0.337
70  33 0.133200   0.307
71  34 0.134600   0.280
72  37 0.135800   0.255
73  36 0.137000   0.232
74  39 0.138100   0.212
75  39 0.139000   0.193
76  37 0.140000   0.176
77  37 0.140800   0.160
78  41 0.141500   0.146
79  42 0.142200   0.133
80  42 0.142800   0.121
81  42 0.143300   0.110
82  43 0.143800   0.101
83  43 0.144200   0.092
84  46 0.144600   0.083
85  43 0.144900   0.076
86  44 0.145200   0.069
87  45 0.145400   0.063
88  45 0.145600   0.058
89  45 0.145800   0.052
90  45 0.145900   0.048
91  46 0.146100   0.044
92  46 0.146200   0.040
93  46 0.146300   0.036
94  48 0.146400   0.033
95  49 0.146400   0.030
96  49 0.146500   0.027
97  49 0.146600   0.025
98  49 0.146600   0.023
99  49 0.146600   0.021
100 49 0.146700   0.019
