
Options: -C 1.0 -N 0 -I "weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1" -K "weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007" 

=== Classifier model (full training set) ===

SMOreg

weights (not support vectors):
 -       0.0015 * (normalized) GO_0043488_CSV
 +       0.0011 * (normalized) REC_R_HSA_202307_EXP_X_REC_R_HSA_508451_EXP
 -       0.0017 * (normalized) DOM_Focal_AT
 +       0.0003 * (normalized) GO_0002318_EXP_X_GO_0032024_EXP
 +       0.0002 * (normalized) PKA_56_HYD
 +       0.0019 * (normalized) GO_0038095_X_GO_0043278
 +       0.0038 * (normalized) EXP_PRKACG_X_EXP_PDE3B
 -       0.0185 * (normalized) GO_0002318
 +       0.0001 * (normalized) PKA_211_EXP
 +       0.0036 * (normalized) PWY_R_HSA_194138
 -       0.0006 * (normalized) GO_0000186
 +       0.0094 * (normalized) GO_0008285_CSV
 -       0.0005 * (normalized) GO_0010811_EXP_X_GO_0030154_EXP
 +       0.004  * (normalized) EXP_MAPK3_X_EXP_CASP9
 -       0.0004 * (normalized) REC_R_HSA_202307_EXP_X_REC_R_HSA_425861_EXP
 +       0.0005 * (normalized) DOM_DUF1126_EXP
 +       0.0006 * (normalized) EXP_CDK12_X_EXP_ERCC2
 +       0.0002 * (normalized) REC_R_HSA_3928580_EXP_X_REC_R_HSA_751040_EXP
 +       0.0025 * (normalized) SFAM_Fer_EXP
 -       0.0001 * (normalized) REC_R_HSA_3928584_EXP_X_REC_R_HSA_8863895_EXP
 +       0.0018 * (normalized) PKA_159_ENG
 -       0.0015 * (normalized) GO_0060396_EXP
 -       0.0003 * (normalized) PKA_250_HYD
 -       0.0005 * (normalized) DOM_START_EXP
 +       0.0042 * (normalized) PWY_R_HSA_3247509
 +       0.0029 * (normalized) PWY_R_HSA_438064
 +       0.0001 * (normalized) PKA_222_B62
 +       0.0004 * (normalized) EXP_MAPK3_X_EXP_GH2
 -       0.0159 * (normalized) PKA_240_V_EXP_X_Fingerprint_694
 -       0.0004 * (normalized) REC_R_HSA_3225851_EXP
 +       0.0003 * (normalized) PWY_R_HSA_212436_CSV_X_PWY_R_HSA_8853659_CSV
 -       0.0001 * (normalized) GO_0007029_EXP
 -       0.0012 * (normalized) REC_R_HSA_2730868_EXP
 -       0.0048 * (normalized) PKA_269_CSV
 -       0.0012 * (normalized) PWY_R_HSA_2559580_X_PWY_R_HSA_5358351
 +       0.0006 * (normalized) GO_0035584_CSV
 +       0.0003 * (normalized) GO_0007268_EXP_X_GO_0010763_EXP
 -       0.0029 * (normalized) GO_0014068
 +       0.0027 * (normalized) MUT_ACVR1
 -       0.002  * (normalized) PKA_55_E_EXP
 -       0.0002 * (normalized) REC_R_HSA_2682349_X_REC_R_HSA_8851710
 +       0.0054 * (normalized) REC_R_HSA_5218819
 +       0.0006 * (normalized) EXP_EIF2AK3_X_EXP_BCL2
 -       0.0002 * (normalized) REC_R_HSA_446684_X_REC_R_HSA_8851710
 -       0.004  * (normalized) EXP_CSNK2A1_X_EXP_BAZ2A
 -       0.0004 * (normalized) PWY_R_HSA_199991_CSV
 +       0.0017 * (normalized) GO_0042976_EXP_X_GO_0097194_EXP
 +       0      * (normalized) REC_R_HSA_2400009_EXP_X_REC_R_HSA_5624473_EXP
