IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_153_CHA,MOT_2D_linker_CSV,MUT_ALPK1,GO_0001933_EXP,GO_0007257_CSV,GO_0014068_CSV,GO_0043524_CSV,EXP_FAM198B,EXP_DCLK2,EXP_MINK1,EXP_BRD2,EXP_PRKD3,EXP_TGFBR2,EXP_ANKK1,EXP_WNK4,EXP_AKT1_X_EXP_ADCY2,EXP_AKT1_X_EXP_CXCR4,EXP_CDK4_X_EXP_CCNB1,EXP_CDK4_X_EXP_CCNF,EXP_CDK4_X_EXP_CDKN3,EXP_CDK4_X_EXP_HSP90AA1,EXP_CDK4_X_EXP_MLH1,EXP_CDK4_X_EXP_RPA1,EXP_CDK4_X_EXP_SUPT3H,EXP_CDK9_X_EXP_CCND2,EXP_CDK9_X_EXP_CTR9,EXP_CDK9_X_EXP_NELFA,EXP_CDK9_X_EXP_POLR2B,EXP_CDK9_X_EXP_SNAPC2,EXP_CDK9_X_EXP_TCEA1,EXP_LIMK2_X_EXP_CDC42,EXP_MAP2K7_X_EXP_MYC,EXP_MAP2K7_X_EXP_VEGFA,EXP_MAPKAPK3_X_EXP_HIST1H2BJ,EXP_MARK2_X_EXP_SLC3A2,EXP_MINK1_X_EXP_CHRNE,EXP_NEK7_X_EXP_NUP107,EXP_NEK7_X_EXP_NUP160,EXP_NEK7_X_EXP_NUP88,EXP_NEK7_X_EXP_TOP2B,EXP_OXSR1_X_EXP_SLC22A13,EXP_PRKCA_X_EXP_CALM1,EXP_PRKCA_X_EXP_GNAO1,EXP_PRKCA_X_EXP_GNGT2,EXP_PRKCA_X_EXP_GRIA1,EXP_PRKCA_X_EXP_HSP90AA1,EXP_PRKCA_X_EXP_JAM2,EXP_PRKCA_X_EXP_LEMD3,EXP_PRKCA_X_EXP_NOS1,EXP_PRKCA_X_EXP_PLA2G6,EXP_PRKCA_X_EXP_PLCB2,EXP_PRKCA_X_EXP_SELE,EXP_PRKCA_X_EXP_SPHK2,EXP_PRKCA_X_EXP_YWHAG,EXP_PRKD1_X_EXP_PRKD3,EXP_STK24_X_EXP_PPP2R1B,EXP_TGFBR2_X_EXP_CCND1,EXP_TGFBR2_X_EXP_FBN1,EXP_TGFBR2_X_EXP_NEDD4L,EXP_TGFBR2_X_EXP_PPP1CA,EXP_TGFBR2_X_EXP_PPP1CC,EXP_TGFBR2_X_EXP_SMAD6,EXP_TGFBR2_X_EXP_TGFB3,EXP_TGFBR2_X_EXP_UBC,EXP_TGFBR2_X_EXP_USP15,EXP_TGFBR2_X_EXP_XPO1,EXP_TGFBR2_X_EXP_ZFYVE16,EXP_TRIB3_X_EXP_HELZ2,EXP_TRIB3_X_EXP_TGS1,GO_0000187_EXP_X_GO_0001525_EXP,GO_0001764_EXP_X_GO_0034613_EXP,GO_0001764_X_GO_0009267,GO_0006897_EXP_X_GO_0070372_EXP,GO_0007030_X_GO_0070372,GO_0031098_X_GO_0048812,GO_0035556_EXP_X_GO_1901215_EXP,Predicted IC50,Validation
1.118782,1240206,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.894747445,2.893492525,5.106890039,8.492886818,4.718576319,4.881074826,3.078162386,3.11536889,13.55470827,13.49578824,84.66832916,53.85890823,73.3339425,80.01766561,45.4855858,62.35007921,36.03765721,46.22784943,42.85568404,39.19385557,60.25594981,27.39130906,63.73385846,27.40969822,61.16884636,34.0559337,23.93003167,36.05675357,19.03230864,74.19853958,49.7855823,62.291296,61.59425361,21.57865301,32.22327366,12.01351747,10.8660955,10.97126237,30.21525725,10.57307278,16.45765247,11.29086663,11.79508643,10.66562955,10.58920727,11.99265897,17.97576878,18.64657984,22.26836337,35.98047264,13.99274756,22.82627466,44.74785369,53.34400414,22.01552297,14.97991337,64.62665239,19.14210675,42.60776785,16.54408993,34.46998331,64.48218079,0,0,0,0,0,0,0,0.336695128,4
3.073246,1240207,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.549967632,3.01928336,4.524640857,7.597176487,5.5627392,5.010232404,3.138853006,2.867728783,13.17077024,12.83712503,92.50856472,51.38028644,77.69315271,91.42621225,45.61096415,67.1177848,34.96902189,16.75629566,42.37049514,26.99540614,55.80871971,23.92107698,48.85896528,21.12983734,51.63188965,19.16407169,20.05864826,26.36284899,17.19316984,74.0857901,45.51323677,56.17367424,68.34084471,21.35065449,51.03113239,18.10928241,15.01314612,14.37466356,48.05581432,14.53439216,24.51240164,15.6610975,15.92239977,14.5288712,13.94140766,17.48217787,23.6082185,24.32517387,23.6274534,45.47805721,15.82768147,26.87373549,48.93036878,54.25351707,20.41130002,15.0488509,65.15898055,21.16207989,44.74602191,21.9459751,22.08389188,37.16520848,0,0,0,0,0,0,0,2.6602612291,3
1.069313,1290724,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.440414055,3.669312911,4.03593894,7.828203699,6.277266244,5.699045211,3.00451299,3.000418129,13.57606683,13.07070543,89.97635433,52.71419366,83.29766342,88.05048448,45.91972674,60.54684753,37.41111113,15.37168195,43.08477179,29.23167016,54.23157662,22.9483536,49.53838397,17.43305578,45.18418427,29.16454171,17.01673007,28.19495523,13.22911533,71.05046358,39.82477497,52.6912273,73.45615017,26.09782028,48.64094729,16.36578229,15.12158105,14.06211733,46.15177144,23.81041779,22.40670006,15.18194152,16.5393626,15.37947411,13.8880926,17.49412588,26.63160237,38.15422654,21.6614963,38.65165365,28.8271537,37.58650605,53.00885219,59.51586455,19.70672974,17.3889559,75.32839332,23.92257739,48.25297435,24.48868305,20.48583845,37.06089399,0,0,0,0,0,0,0,2.3413257517,3
1.431196,1290725,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.084205083,2.629933425,4.375739565,7.749552068,5.15937062,5.627831191,2.65636657,2.855015297,12.61377756,12.37463285,90.96828912,54.0612803,81.28851834,80.42958055,40.29370356,61.85575732,34.94954872,35.03589448,41.1413511,29.90343271,55.22143005,20.42599425,47.62440599,22.45285135,48.04683873,22.07763636,18.42252594,32.24961023,14.26837217,75.62673115,50.2641087,62.37107937,71.34621875,22.53763329,37.54439418,11.73234823,11.34326916,10.40973066,30.73959471,13.00061783,17.03169225,10.53225617,11.40015875,10.61748239,10.09397918,11.22973964,19.19286941,18.04940473,22.81377595,55.16648424,21.19302062,32.29598967,58.36791198,59.81826083,16.90287738,17.29374721,73.97141879,24.68907769,48.41524508,21.12890274,19.31566361,32.97872209,0,0,0,0,0,0,0,1.193541062,1
1.894201,1298156,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.375601627,2.761760591,5.107364486,7.711933037,5.669255299,4.647621693,2.986505822,3.081612296,12.66189859,12.02016756,76.31152249,40.19157513,61.09697515,73.42119696,33.52581305,54.76400103,33.11125742,21.36749968,43.74225917,29.90736526,53.50228688,21.96066214,50.53854743,27.66686608,50.07414439,28.39021887,17.61531646,43.30162546,19.76964094,57.01918885,41.613315,31.19471069,54.22597886,22.65257809,40.97320255,12.66578988,12.63861092,11.79937384,34.33526573,11.7750524,17.61971541,12.90188959,13.81612801,12.85042905,11.78028746,13.46388077,21.40465856,17.3046478,23.7996803,37.43249801,12.60715991,26.61258555,45.15216468,46.16747319,16.71599058,13.89298477,61.26059051,18.95299422,38.09002876,16.19144504,27.42853253,46.2558216,0,0,0,0,0,0,0,1.1658566496,2
0.361952,1298215,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.194137112,2.843647454,4.557605687,8.780526945,5.245142124,4.809941398,2.837619768,3.340588311,13.90681205,13.03732214,80.03398234,44.40188823,64.05199404,74.54413614,41.88874317,61.15983756,34.83935974,27.45948427,50.98496746,43.05222436,64.79442289,27.30130055,55.15969126,28.11586648,51.83960358,26.52846927,24.78136661,36.35571596,17.29431067,53.31032235,38.86481631,44.54984605,48.42789133,24.32178271,38.62059539,11.67713289,12.17432348,11.26425802,32.53685989,11.63635246,19.7014927,11.79693868,13.18436509,11.72565666,11.43999702,12.79272674,20.52097938,20.96706414,23.11846456,32.03530582,13.60391108,31.98751317,41.42564527,52.1152172,16.14338782,14.67767466,64.28653616,20.28680567,41.56297346,15.91069813,33.74171397,48.19553182,0,0,0,0,0,0,0,1.0685431639,3
4.160965,1298529,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.941279377,0.790234,0,0,6.070851975,3.645997696,4.425016348,7.680187885,5.918341529,6.164923773,3.101112897,3.000462501,14.41333605,13.65398192,87.09898006,49.08607834,78.87542874,93.82201816,51.80837279,71.13528826,32.8128697,15.02235878,38.74730789,22.0583546,53.14214417,22.42630919,41.45486661,22.30621291,40.95180503,22.34247432,20.33308215,21.1954509,18.31681402,82.56936249,47.6620912,54.88394042,85.43683594,26.95486131,47.31401784,14.27341402,12.74710349,14.35445357,42.8326096,16.94875788,20.45867003,15.37878266,16.53233837,15.31184278,14.41527536,16.38969141,20.22547025,49.1348644,16.9085684,51.88109148,37.15298354,35.56072316,54.10020944,63.80068453,23.77630722,19.68602949,81.39836938,24.82612175,53.26367421,21.32741299,19.83465251,28.99862601,10.00390193,0,0,10.00390193,1,0,35.87680554,3.0441099835,2
0.955019,1298531,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.041023422,0,0,0,3.01432873,2.7109335,4.661516551,8.260997913,4.340838302,4.995847695,2.841409201,3.241484717,12.68150624,12.51499391,83.14380297,43.37698505,64.97930555,76.15129825,36.31740111,58.12063869,37.30090154,39.79248801,46.38727626,28.37451319,54.92092865,23.01919011,53.23975679,31.64035042,46.71288326,29.8674071,17.12609572,36.53371016,16.94218187,62.65018107,39.8093634,44.52179443,60.28315493,21.36055201,34.86711524,11.2117359,10.42117803,10.79188023,30.55142501,10.3557864,16.88976672,10.82930957,11.13154239,10.76845052,10.61769215,11.89506526,17.36573039,10.6752708,27.00702432,35.325437,14.31389509,32.90299682,47.66101954,50.40430748,17.09384328,14.6819346,66.27515096,19.64334298,45.07982972,19.51901598,29.29566645,51.11494754,0,10.44573343,1,0,0,0,9.247823456,0.645010527,7
2.543623,1299050,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.201736252,0.548647,0,0,3.600170361,2.947059372,4.615449953,7.46436593,5.613000714,5.504365314,2.885758055,2.950156972,13.71960398,12.80395298,93.73754951,61.48874313,75.59049111,92.30014829,47.32684461,71.35445031,40.30712906,22.98553438,52.58885734,28.7446714,62.8118566,26.09082946,51.48662764,18.97889557,48.97026624,21.46889577,23.28175837,34.64945606,17.68342952,67.20762488,46.83287033,50.66639782,59.49111672,24.53418939,40.17134483,12.21874805,12.30892182,11.59794075,38.00717598,11.53454673,17.4710457,13.07796581,12.62714657,11.95261093,11.93274348,13.68419767,19.77958124,15.1171687,24.78569369,43.94610605,16.16328215,37.93882724,54.31246225,59.36771986,25.24728425,17.76666989,71.5484926,23.12567807,50.64852754,21.33988129,18.49658934,34.48772089,0,0,0,0,0,0,0,2.0875146912,3
1.02492,1299052,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.322760475,2.723227436,4.348787357,8.459796577,6.08582451,3.707089888,2.909528998,2.826228358,15.05354136,23.33720712,98.47327198,53.72128673,89.84065053,84.23801146,44.49250434,74.15093175,40.49101317,15.60684515,42.96543163,29.20747288,52.12705275,20.26509486,44.61306557,21.4115083,44.42235016,20.67222428,15.02005831,30.15099143,16.38705866,64.4746168,43.68321017,46.08134759,71.40924883,21.64460527,36.95009165,11.3799436,11.03984209,10.18086108,28.88843638,11.37383871,17.47167944,11.97422511,11.6013523,11.20596091,11.10544708,13.0770742,16.58678659,39.82976097,19.50658492,21.22087945,13.02046397,24.2047028,35.40148489,37.87117637,16.37518937,12.02841874,48.07691139,14.95915398,33.17068507,15.30920926,14.86529737,30.13244957,0,0,0,0,1,0,0,1.4175748535,4
3.056726,1299059,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.996622199,0,0,0,5.702730396,2.76300466,4.701672724,7.19092126,6.683219951,4.840517466,2.873085436,2.995807502,13.39226854,14.88881067,77.47853494,39.71527172,61.59661899,81.42374716,37.9369257,59.05675509,40.84490254,26.0003013,33.52153149,27.54314033,57.02742619,21.51843711,47.86821702,26.78082538,49.29621469,19.97240264,19.90205722,26.01655064,16.6556628,73.45003952,49.84435358,52.6861622,75.13604955,21.73068671,36.68763104,11.72858492,12.66438548,11.57179064,39.05994364,12.6128069,21.20374254,12.43169744,12.05651567,12.01987527,10.94196848,13.23123528,18.82377652,26.87890071,24.07719608,34.52196583,18.89689603,28.02141975,42.9156789,54.00656934,31.99958651,14.54964697,63.4484158,19.81591026,41.81970114,19.82745469,21.10214729,37.96423539,0,0,0,0,0,0,20.03463516,3.0683405904,4
-1.032435,753531,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0.810932,0,0,0,0,0,2.916380121,2.803208918,4.853301877,9.401288317,4.442734534,4.178660292,3.115838107,3.318952286,11.57753454,11.23305674,59.19381492,32.90743492,43.68313517,63.23913686,29.35167853,50.12018811,26.60278271,45.68388597,49.45993297,38.5570385,70.17760888,31.37234806,66.23515511,30.20204912,58.52239284,31.29413532,18.66228575,40.40477823,19.19906181,52.38314581,33.90332557,35.37115532,44.8968211,20.6465852,34.43155211,11.15261187,10.20836774,10.99511728,30.31262632,10.94049803,17.38946904,11.79073869,11.56898362,11.01234823,10.99607894,11.99515053,16.87224938,12.09657208,22.79712804,28.30755357,11.56602782,22.77673136,35.32621175,42.18426966,13.60328718,13.18554754,56.19087658,17.85487303,35.22187487,14.85241912,33.23367828,56.69140868,0,0,0,0,0,0,0,-0.383063851,10
1.186643,753532,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.816725,0,0,5.256379074,3.415309813,4.308280252,7.604230206,5.613279267,7.611987203,2.83416047,3.105633054,14.16358835,13.24450014,66.45031265,37.704588,50.6875219,78.64361483,38.87906954,53.47594807,31.4070038,16.98435746,39.41696532,27.16510624,57.03420237,25.37981738,47.70949565,19.4690669,46.41758113,26.16969165,19.52853639,27.52459728,16.99217876,54.74221966,37.12766784,43.70886356,62.97292184,24.66461151,43.90074853,15.81401555,14.43467588,14.99242817,47.09373489,15.1120956,21.96616838,15.53005101,17.18419356,15.53799944,14.87113437,17.24054334,23.05249785,16.36169579,21.65263725,56.36060646,38.14769516,42.0565867,65.00586136,78.81324222,34.04757684,23.83909275,99.66118063,31.40182401,59.33747642,27.64228085,21.50189036,33.92001053,0,0,0,0,0,0,0,1.8233575258,8
-0.148894,753535,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.775437,0.775437,3.710233415,2.892925558,5.372961785,8.209233483,4.92239913,5.499708929,3.029255767,3.065243447,14.3270898,13.48186437,69.87996524,39.23696953,62.60027896,69.98616698,36.15751336,51.85765877,32.27042207,40.11575964,44.22732742,33.19495153,55.07089187,22.24482346,50.8012162,26.68155913,50.91753598,26.11466385,17.24067927,36.49536991,19.4958231,60.89922013,41.80969331,39.40733093,57.06915314,24.82816249,34.55206544,10.8636156,9.890252294,9.874495324,29.15403045,9.803080281,15.30625103,10.29746822,11.07999391,10.10904271,10.19744664,11.68541806,16.33582762,14.51042533,22.02398537,39.34861625,15.94379899,28.61186406,51.30387977,57.12356655,20.66943347,16.96373874,72.87514581,22.86302405,47.58717232,20.12884758,32.68185708,49.70567976,0,0,0,0,0,1,0,-0.020255211,7
0.456948,753538,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0.669236,0,0,0,0.831868,0,3.428092292,2.751593525,4.607394718,8.134061477,5.620554712,4.635790794,3.112048828,3.417604486,14.07997248,13.9881571,70.60696931,36.84884666,56.79196853,84.68953844,43.35315687,61.52254421,32.83881484,18.54750659,46.55253803,39.52362068,65.19434819,27.1083073,59.28299123,22.2231292,55.71973301,25.97256616,19.52983942,39.66797139,18.50016134,52.90595963,34.45286022,37.53302453,52.20452364,20.27974715,38.70711336,12.91588816,12.43462156,11.87354885,38.14620352,12.48921157,19.39045035,11.95138015,13.75276356,12.41572594,12.06126271,14.2003868,21.63436165,19.20717317,27.05844525,36.15682652,12.65204203,23.92793789,43.684455,52.21124946,17.67836466,13.38737069,61.59897365,17.97732573,38.87951497,16.84971025,22.7837392,38.07757431,0,0,0,0,0,1,0,0.5537326928,7
0.473916,753541,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2.798800632,2.804028727,4.793292347,8.373470469,5.178822468,4.594554287,3.559169,3.093060612,14.42165998,13.52060523,76.01019607,47.40826346,61.32413037,74.13601836,33.33833852,57.21897553,29.35253811,24.72208857,47.69096096,39.452857,66.709381,29.19350516,56.52550332,29.49556343,55.57052275,28.92071117,16.10461703,39.75557666,16.84378048,49.08444276,33.85674642,39.04301844,48.40810813,19.81096371,34.02421459,11.14509613,10.50601789,10.64819328,30.92018101,10.90312699,15.84209919,11.47507164,12.0226874,10.7504904,10.72399824,12.96468042,16.3849337,16.96779866,24.95601383,35.94529733,12.99901688,27.7627038,42.80009819,47.15914129,15.13783607,14.03983809,60.92277317,17.45830372,35.7371439,16.16579012,29.14943978,42.15535922,0,0,0,0,0,0,0,0.0675709872,7
1.326849,753561,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.270958739,2.711422724,4.449021819,7.406349297,5.882180835,5.041941141,3.239682572,3.116288289,14.41198773,15.62633011,89.93704219,55.29766727,83.1676353,98.59574814,39.62406523,63.32127544,46.67403285,15.67796493,40.92900538,30.39000046,53.43767538,21.09498801,45.80968679,29.31156674,49.6803659,21.31170745,19.14733273,37.34846877,17.18080301,56.46197429,44.57472849,46.48462997,58.41774265,20.88015985,37.39003326,12.05299013,11.12400215,11.37712646,39.14786584,11.62094901,17.08971349,13.14843255,12.97741752,12.51597513,12.06504462,14.14158627,19.79290281,17.98623817,24.34747452,37.20602536,14.11283331,27.29098244,49.28026395,55.26751878,18.45389247,16.15412215,66.97627581,21.08655374,46.4135919,17.72228919,20.86258456,45.4487599,0,0,0,0,0,0,0,1.1599963372,10
0.198769,753562,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.419995562,2.944711565,4.620073398,7.995629361,6.07496052,6.072689073,3.107282847,2.995393961,14.53595471,14.09448289,95.70088392,58.637737,88.02290531,93.21389742,47.10638746,67.90249509,36.86880815,46.2386489,44.18833013,28.47583851,53.49499467,20.3795331,50.04971074,22.3237705,47.81226683,23.56313183,24.60367993,41.01835604,16.94896961,72.3958986,46.50499504,60.78990255,67.60710462,20.71745924,40.26630953,11.69384863,11.69225787,11.10049895,38.49041325,11.06087547,18.01569347,11.46494345,12.56822975,11.1193804,11.12709915,13.08891053,19.3866672,16.97705881,34.1294621,56.07754995,16.85311125,40.05241283,62.31540311,64.39909545,19.71143638,17.57210442,78.79919578,26.50101117,53.88751855,24.33477714,20.30180777,39.98009048,0,0,0,0,0,0,0,0.7147988197,5
-0.049944,753570,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,4.918491775,0,0,0,3.481348596,2.776803855,4.564644506,8.018515134,5.742534892,5.575992936,2.921413023,3.055174929,13.01064882,13.01964872,88.42015018,46.83609586,70.17196592,81.75749889,41.38272322,65.74890774,34.91158089,18.65184211,52.5849941,37.55978446,62.61338927,27.88363498,58.38398806,32.21735542,44.21216906,23.5977999,21.75547644,43.72035901,16.09776437,65.63354144,41.32665815,44.05493326,56.99327539,22.44305137,40.18962371,13.37902176,12.5998239,11.62740658,34.14146866,11.68085644,18.04103153,11.93058649,13.2838923,11.56883946,11.70719766,12.7079419,19.34105563,15.32090687,21.98836887,47.51561845,16.64560121,36.22496404,58.73737285,58.93094427,22.44000788,18.09054686,73.95439787,23.99556928,49.1343479,20.15912828,27.7158336,43.49623533,0,0,0,0,0,0,36.07668658,0.8276332861,2
1.169456,753583,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,2.801726795,2.848393959,4.488503724,8.127704289,4.796078888,3.749285454,3.112513554,3.036758232,14.46872226,15.24054856,103.1758422,57.2037438,81.60190492,97.10256023,49.91398962,71.72808388,39.83070121,18.02450724,44.8080102,29.26440946,54.86799467,22.95577786,55.90054905,17.43670673,48.61379922,22.05673827,19.8688094,32.18559495,16.7872699,65.97050853,42.17685013,55.68495121,68.09566011,23.90646033,38.72460923,12.64478433,11.60962881,11.70931752,38.23668281,11.60274063,17.36268384,11.84252363,13.04388885,12.11038933,11.11212131,14.28710512,19.40631245,13.7755185,22.0067284,29.88545288,10.40311795,27.25460606,37.06782019,40.91495196,19.28782247,11.06716155,48.92479295,15.86274,35.20947782,14.99993791,24.2427994,41.80938963,0,0,0,0,0,0,0,1.1169892243,8
1.408622,906863,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.178629087,2.797151678,4.653623069,8.173264338,5.086136817,5.277405539,3.008884681,3.40965556,13.56990135,13.43623189,96.107911,54.84273931,79.31883303,90.19059395,51.07053649,68.91796897,35.8332102,21.93572548,38.65979251,29.91640605,54.31014165,21.9954853,54.71579778,22.63651937,51.03723171,22.08746341,16.06546157,31.2922999,17.38062642,62.9942641,43.65787504,49.19270443,66.30214348,25.11542123,45.92040877,12.73870544,12.59929582,11.93596298,37.49778686,12.0269962,18.72886544,11.8568507,13.60711934,11.50029932,11.50375112,13.65013414,18.89951582,26.90417929,23.61105856,47.82349047,15.01875281,21.45144712,55.66319864,58.52614263,17.59144679,16.66868348,68.64951329,20.42278401,49.17181943,21.1674131,21.35880938,45.58524902,0,0,0,0,0,0,0,1.6372042619,8
3.057777,907059,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,4.026650832,0,0,0,3.979006597,2.753332987,4.684720681,7.988082872,6.065291279,6.583970748,2.919642893,2.96890919,13.6372626,13.588883,66.81945624,37.54719479,55.29395143,81.1279296,39.08481389,59.02973445,38.71846988,26.24777923,38.64081313,25.58372762,50.63843132,25.6486471,50.97862992,30.85743805,53.87005078,21.42025985,30.21478397,31.26114447,17.39306429,60.14658088,37.84699804,43.36980305,56.85061177,20.89188219,32.40264293,12.27453195,11.84153202,10.2475156,32.65553868,10.3919313,18.98627106,10.71184466,11.54051671,11.16008606,10.18302907,11.70200084,17.11244044,21.26545073,19.52267092,29.81830792,22.27540388,41.25209863,59.6805382,69.02704513,23.30203864,21.10904609,88.51756633,27.4570483,56.00976648,23.02887106,21.42468861,34.30685905,0,0,0,0,0,0,0,2.2749048466,7
-0.154805,907061,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.713694115,2.976778776,4.985820562,8.450228317,5.984083926,5.384435933,3.040876898,2.94400367,13.40863291,12.79915577,70.57158657,38.76910244,62.53524825,76.84575532,37.60868857,59.08406504,26.74397527,52.83311077,47.95565984,30.32763642,59.29278213,24.57793803,54.51022894,23.95306649,48.63944928,24.17296853,17.862719,35.29615787,17.78716456,59.58531568,39.35180922,42.75197353,55.82099575,20.68788863,41.42878167,12.35311864,12.15330147,11.79003825,36.0337265,11.8044838,19.13888553,12.01063268,12.41034632,11.34644387,11.06148369,13.05056385,18.87806193,16.84170636,24.61779062,47.18155922,15.31005231,30.93960004,50.8454116,57.01491603,17.73784413,16.67586682,71.63693561,22.7876634,45.8045506,21.61803988,24.63447873,46.46195742,0,0,0,0,0,0,0,0.3452460798,9
