
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 4.4580
2     1 0.00283 4.0620
3     2 0.00671 3.7010
4     3 0.01305 3.3720
5     3 0.01964 3.0730
6     4 0.02620 2.8000
7     6 0.03414 2.5510
8     7 0.04344 2.3240
9     9 0.05299 2.1180
10   10 0.06286 1.9300
11   11 0.07205 1.7580
12   13 0.08172 1.6020
13   17 0.09194 1.4600
14   26 0.10520 1.3300
15   32 0.11880 1.2120
16   38 0.13200 1.1040
17   50 0.14650 1.0060
18   55 0.16200 0.9167
19   64 0.17740 0.8353
20   76 0.19340 0.7611
21   84 0.20940 0.6935
22   86 0.22450 0.6319
23   93 0.23890 0.5757
24  102 0.25320 0.5246
25  108 0.26670 0.4780
26  109 0.27920 0.4355
27  111 0.29050 0.3968
28  134 0.30110 0.3616
29  144 0.31120 0.3295
30  149 0.32160 0.3002
31  154 0.33110 0.2735
32  153 0.33980 0.2492
33  153 0.34770 0.2271
34  156 0.35490 0.2069
35  158 0.36140 0.1885
36  161 0.36740 0.1718
37  163 0.37270 0.1565
38  168 0.37760 0.1426
39  175 0.38210 0.1299
40  176 0.38680 0.1184
41  176 0.39100 0.1079
42  178 0.39470 0.0983
43  179 0.39810 0.0896
44  184 0.40120 0.0816
45  189 0.40400 0.0744
46  191 0.40660 0.0678
47  191 0.40900 0.0617
48  198 0.41120 0.0562
49  201 0.41340 0.0512
50  203 0.41550 0.0467
51  204 0.41730 0.0426
52  207 0.41890 0.0388
53  209 0.42030 0.0353
54  208 0.42150 0.0322
55  209 0.42270 0.0293
56  212 0.42380 0.0267
57  212 0.42470 0.0244
58  217 0.42550 0.0222
59  221 0.42620 0.0202
60  218 0.42700 0.0184
61  217 0.42760 0.0168
62  217 0.42810 0.0153
63  220 0.42860 0.0139
64  220 0.42910 0.0127
65  223 0.42950 0.0116
66  225 0.42980 0.0105
67  225 0.43010 0.0096
68  225 0.43040 0.0088
69  225 0.43060 0.0080
70  228 0.43080 0.0073
71  229 0.43090 0.0066
72  233 0.43110 0.0060
73  234 0.43120 0.0055
74  234 0.43140 0.0050
75  238 0.43150 0.0046
76  241 0.43150 0.0042
77  238 0.43160 0.0038
78  237 0.43170 0.0035
79  239 0.43180 0.0031
80  238 0.43180 0.0029
81  244 0.43190 0.0026
82  246 0.43190 0.0024
83  245 0.43190 0.0022
84  247 0.43200 0.0020
85  247 0.43200 0.0018
86  247 0.43200 0.0016
87  247 0.43200 0.0015
88  247 0.43210 0.0014
89  248 0.43210 0.0012
90  249 0.43210 0.0011
91  252 0.43210 0.0010
92  253 0.43210 0.0009
93  253 0.43210 0.0009
94  253 0.43210 0.0008
95  252 0.43210 0.0007
96  251 0.43220 0.0006
97  251 0.43220 0.0006
98  252 0.43220 0.0005
99  253 0.43220 0.0005
100 254 0.43220 0.0004
