IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_819,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_CLK4,EXP_TLK1
2.548997,906696,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
3.377673,906795,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
4.332602,906864,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.771977,910568,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.167218,924102,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.30966,924104,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.620809,924151,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
2.871268,924238,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.176218,930299,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
1.557385,1240154,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
2.044321,1240178,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
4.023662,1290722,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
5.298761,906696,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
6.268033,906795,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.499461,906864,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
3.286848,910568,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
3.519074,924102,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
2.189877,924104,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.950169,924151,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
3.778501,924238,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.688555,930299,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
4.606573,1240154,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
3.713372,1240178,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
2.004034,1240223,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.717387,1290722,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
4.648903,906696,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
6.039827,906795,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.894326,906864,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
5.273567,910568,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
4.370471,924102,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
4.62087,924104,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
3.714103,924151,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
5.385384,924238,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
6.749724,930299,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
4.809634,1240154,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.452526,1240178,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
3.576204,1240223,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.678453,1290722,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
5.246863,924102,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
5.442434,924238,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
6.751138,930299,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
4.8098,1240154,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
3.570529,1240178,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
5.053145,1240223,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.209091,1290722,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
0.421111,906696,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
3.409549,906795,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.320441,906864,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.748009,910568,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.296566,924102,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.050468,924104,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
-0.019542,924151,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
-0.298987,924238,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.986667,930299,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
0.542006,1240154,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
1.043083,1240178,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
0.214597,1240223,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
0.538418,1290722,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.086951,906696,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
3.349832,906795,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
4.620692,906864,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.377997,910568,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
2.653906,924102,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.827561,924104,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.008039,924151,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
2.80355,924238,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
4.050662,930299,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.427368,1240154,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
2.276826,1240178,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
3.644436,1240223,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.349437,1290722,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.985727,906696,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
1.479384,906795,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
3.572151,906864,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
0.208697,910568,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
-0.787541,924102,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
-1.259078,924104,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
1.720848,924151,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
3.109326,924238,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
0.825283,930299,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
-0.806022,1240154,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
0.773898,1240178,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
-0.050504,1240223,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
1.556547,1290722,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
4.308389,906696,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
5.15496,906795,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
4.840095,906864,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
4.628811,910568,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
4.925698,924102,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
3.780452,924104,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
4.394359,924151,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.760464,924238,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
6.035608,930299,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.95606,1240154,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.423186,1240178,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
4.526148,1240223,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.774964,1290722,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.471424,906696,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
3.027495,906795,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
3.010275,906864,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
-0.067343,910568,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
2.448587,924102,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
2.232279,924104,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.495421,924151,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
2.470048,924238,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
3.719743,930299,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
1.837813,1240154,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
2.94947,1240178,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
2.802803,1240223,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
2.69753,1290722,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
4.268145,906696,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
5.368445,906795,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
3.999148,906864,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
4.011624,910568,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
4.950481,924102,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
4.497229,924104,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
3.888381,924151,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.707438,924238,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.941256,930299,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.735107,1240154,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.421955,1240178,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
5.102152,1240223,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.774553,1290722,255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
1.598806,906696,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
2.822438,906795,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.096966,906864,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
1.384162,910568,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.456019,924102,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
