
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 23.2300
2     1 0.00616 21.1700
3     1 0.01137 19.2900
4     1 0.01576 17.5700
5     2 0.02080 16.0100
6     2 0.02636 14.5900
7     2 0.03103 13.2900
8     2 0.03495 12.1100
9     3 0.03867 11.0400
10    3 0.04269 10.0600
11    3 0.04608  9.1630
12    4 0.04964  8.3490
13    4 0.05318  7.6070
14    5 0.05660  6.9320
15    6 0.05988  6.3160
16    7 0.06396  5.7550
17    8 0.06782  5.2440
18    8 0.07105  4.7780
19    8 0.07374  4.3530
20    8 0.07600  3.9670
21    8 0.07789  3.6140
22    8 0.07946  3.2930
23    8 0.08078  3.0010
24    9 0.08193  2.7340
25    9 0.08323  2.4910
26   10 0.08438  2.2700
27   10 0.08559  2.0680
28   10 0.08660  1.8840
29   10 0.08745  1.7170
30   13 0.08843  1.5640
31   15 0.08982  1.4260
32   16 0.09107  1.2990
33   18 0.09213  1.1830
34   19 0.09340  1.0780
35   19 0.09471  0.9825
36   19 0.09581  0.8953
37   20 0.09675  0.8157
38   22 0.09802  0.7433
39   24 0.10050  0.6772
40   25 0.10350  0.6171
41   28 0.10800  0.5622
42   29 0.11400  0.5123
43   32 0.12040  0.4668
44   33 0.12720  0.4253
45   34 0.13400  0.3875
46   37 0.14280  0.3531
47   37 0.15200  0.3217
48   37 0.16060  0.2932
49   39 0.16910  0.2671
50   40 0.17770  0.2434
51   42 0.18630  0.2218
52   43 0.19490  0.2021
53   45 0.20360  0.1841
54   47 0.21240  0.1678
55   50 0.22100  0.1529
56   53 0.22940  0.1393
57   56 0.23860  0.1269
58   59 0.24780  0.1156
59   66 0.25710  0.1054
60   69 0.26670  0.0960
61   73 0.27650  0.0875
62   79 0.28680  0.0797
63   81 0.29750  0.0726
64   82 0.30780  0.0662
65   88 0.31840  0.0603
66   90 0.32880  0.0549
67   91 0.33910  0.0500
68   93 0.34950  0.0456
69   96 0.35960  0.0415
70   98 0.36930  0.0379
71   99 0.37870  0.0345
72  101 0.38770  0.0314
73  102 0.39630  0.0286
74  102 0.40440  0.0261
75  103 0.41190  0.0238
76  105 0.41910  0.0217
77  106 0.42580  0.0197
78  111 0.43210  0.0180
79  113 0.43810  0.0164
80  114 0.44370  0.0149
81  113 0.44880  0.0136
82  113 0.45350  0.0124
83  116 0.45780  0.0113
84  117 0.46180  0.0103
85  118 0.46540  0.0094
86  118 0.46870  0.0085
87  119 0.47160  0.0078
88  119 0.47430  0.0071
89  119 0.47660  0.0065
90  120 0.47880  0.0059
91  121 0.48060  0.0054
92  123 0.48230  0.0049
93  125 0.48380  0.0045
94  126 0.48520  0.0041
95  126 0.48640  0.0037
96  127 0.48750  0.0034
97  128 0.48840  0.0031
98  128 0.48920  0.0028
99  129 0.48990  0.0026
100 129 0.49060  0.0023
