
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 92.930
2     1 0.00506 84.670
3     1 0.00955 77.150
4     1 0.01351 70.300
5     2 0.01863 64.050
6     2 0.02382 58.360
7     2 0.02832 53.180
8     2 0.03222 48.450
9     3 0.03644 44.150
10    3 0.04037 40.230
11    3 0.04376 36.650
12    4 0.04767 33.400
13    4 0.05115 30.430
14    5 0.05475 27.730
15    7 0.05831 25.260
16    8 0.06245 23.020
17    8 0.06621 20.970
18    8 0.06943 19.110
19    8 0.07218 17.410
20    8 0.07453 15.870
21    8 0.07652 14.460
22    8 0.07822 13.170
23    8 0.07965 12.000
24    9 0.08091 10.940
25    9 0.08227  9.964
26   10 0.08348  9.079
27   10 0.08475  8.273
28   10 0.08582  7.538
29   11 0.08674  6.868
30   14 0.08792  6.258
31   15 0.08926  5.702
32   16 0.09047  5.195
33   17 0.09157  4.734
34   19 0.09284  4.313
35   19 0.09406  3.930
36   19 0.09511  3.581
37   20 0.09605  3.263
38   24 0.09727  2.973
39   25 0.09885  2.709
40   25 0.10050  2.468
41   29 0.10280  2.249
42   32 0.10590  2.049
43   32 0.10930  1.867
44   33 0.11300  1.701
45   34 0.11680  1.550
46   36 0.12100  1.412
47   37 0.12560  1.287
48   37 0.13040  1.173
49   37 0.13520  1.068
50   41 0.14040  0.974
51   42 0.14580  0.887
52   45 0.15150  0.808
53   46 0.15760  0.736
54   48 0.16380  0.671
55   50 0.17030  0.611
56   54 0.17690  0.557
57   58 0.18390  0.508
58   62 0.19120  0.462
59   69 0.19870  0.421
60   72 0.20650  0.384
61   73 0.21450  0.350
62   78 0.22240  0.319
63   79 0.23050  0.290
64   81 0.23870  0.265
65   84 0.24680  0.241
66   87 0.25510  0.220
67   87 0.26340  0.200
68   92 0.27160  0.182
69   97 0.27980  0.166
70   98 0.28800  0.152
71   98 0.29610  0.138
72  100 0.30410  0.126
73  105 0.31200  0.115
74  106 0.32000  0.104
75  107 0.32800  0.095
76  108 0.33590  0.087
77  109 0.34380  0.079
78  111 0.35150  0.072
79  112 0.35910  0.066
80  113 0.36650  0.060
81  113 0.37380  0.054
82  114 0.38090  0.050
83  115 0.38780  0.045
84  116 0.39460  0.041
85  117 0.40110  0.038
86  118 0.40740  0.034
87  119 0.41350  0.031
88  124 0.41940  0.028
89  124 0.42510  0.026
90  125 0.43050  0.024
91  125 0.43560  0.021
92  125 0.44050  0.020
93  125 0.44510  0.018
94  127 0.44950  0.016
95  127 0.45350  0.015
96  127 0.45740  0.013
97  128 0.46090  0.012
98  131 0.46420  0.011
99  132 0.46730  0.010
100 133 0.47010  0.009
