
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 2.79800
2    1 0.00333 2.55000
3    3 0.00946 2.32300
4    5 0.01802 2.11700
5    6 0.02745 1.92900
6   10 0.03903 1.75700
7   14 0.05488 1.60100
8   15 0.07086 1.45900
9   20 0.08607 1.32900
10  28 0.10400 1.21100
11  33 0.12340 1.10400
12  39 0.14500 1.00600
13  47 0.16850 0.91620
14  52 0.19050 0.83480
15  57 0.21090 0.76070
16  63 0.23090 0.69310
17  65 0.24960 0.63150
18  71 0.26680 0.57540
19  76 0.28460 0.52430
20  79 0.30170 0.47770
21  87 0.31870 0.43530
22  91 0.33480 0.39660
23  98 0.34970 0.36140
24 108 0.36360 0.32930
25 115 0.37770 0.30000
26 118 0.39050 0.27340
27 124 0.40250 0.24910
28 130 0.41360 0.22700
29 133 0.42350 0.20680
30 135 0.43240 0.18840
31 141 0.44050 0.17170
32 141 0.44780 0.15640
33 140 0.45420 0.14250
34 139 0.45980 0.12990
35 138 0.46470 0.11830
36 137 0.46890 0.10780
37 137 0.47260 0.09825
38 137 0.47570 0.08952
39 137 0.47840 0.08157
40 137 0.48070 0.07432
41 137 0.48270 0.06772
42 136 0.48450 0.06170
43 136 0.48590 0.05622
44 135 0.48720 0.05123
45 134 0.48820 0.04667
46 133 0.48910 0.04253
47 132 0.48990 0.03875
48 132 0.49050 0.03531
49 130 0.49110 0.03217
50 129 0.49150 0.02931
51 129 0.49190 0.02671
52 129 0.49220 0.02434
53 130 0.49250 0.02217
54 129 0.49270 0.02020
55 129 0.49290 0.01841
56 129 0.49310 0.01677
57 129 0.49330 0.01528
58 129 0.49340 0.01393
59 130 0.49350 0.01269
60 130 0.49370 0.01156
61 132 0.49380 0.01053
62 134 0.49390 0.00960
63 135 0.49400 0.00875
64 136 0.49410 0.00797
65 136 0.49410 0.00726
66 137 0.49420 0.00662
67 138 0.49430 0.00603
68 138 0.49440 0.00549
69 137 0.49440 0.00500
70 137 0.49450 0.00456
71 138 0.49450 0.00416
72 137 0.49450 0.00379
73 138 0.49460 0.00345
74 139 0.49460 0.00314
75 138 0.49460 0.00286
76 138 0.49460 0.00261
