
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 8.4480
2     1 0.00646 7.6980
3     1 0.01185 7.0140
4     1 0.01633 6.3910
5     2 0.02131 5.8230
6     2 0.02696 5.3060
7     2 0.03167 4.8340
8     2 0.03558 4.4050
9     3 0.03912 4.0140
10    3 0.04321 3.6570
11    3 0.04661 3.3320
12    4 0.05006 3.0360
13    4 0.05363 2.7660
14    5 0.05700 2.5210
15    6 0.06022 2.2970
16    7 0.06433 2.0930
17    8 0.06815 1.9070
18    8 0.07139 1.7370
19    8 0.07408 1.5830
20    8 0.07632 1.4420
21    8 0.07818 1.3140
22    8 0.07973 1.1970
23    8 0.08102 1.0910
24    9 0.08215 0.9942
25    9 0.08344 0.9059
26   10 0.08458 0.8254
27   10 0.08578 0.7521
28   10 0.08677 0.6852
29   10 0.08760 0.6244
30   13 0.08856 0.5689
31   15 0.08994 0.5184
32   16 0.09120 0.4723
33   17 0.09228 0.4304
34   19 0.09352 0.3921
35   19 0.09486 0.3573
36   19 0.09598 0.3255
37   20 0.09692 0.2966
38   22 0.09820 0.2703
39   24 0.10190 0.2463
40   24 0.10640 0.2244
41   26 0.11350 0.2045
42   27 0.12140 0.1863
43   31 0.12950 0.1697
44   34 0.13880 0.1547
45   34 0.14980 0.1409
46   36 0.16120 0.1284
47   37 0.17290 0.1170
48   38 0.18360 0.1066
49   39 0.19360 0.0971
50   41 0.20350 0.0885
51   42 0.21340 0.0806
52   42 0.22220 0.0735
53   44 0.23060 0.0670
54   47 0.23940 0.0610
55   50 0.24830 0.0556
56   51 0.25700 0.0506
57   58 0.26780 0.0461
58   59 0.27780 0.0420
59   62 0.28740 0.0383
60   70 0.29830 0.0349
61   72 0.30970 0.0318
62   78 0.32340 0.0290
63   85 0.33770 0.0264
64   87 0.35230 0.0241
65   88 0.36610 0.0219
66   92 0.37860 0.0200
67   94 0.39120 0.0182
68   96 0.40250 0.0166
69   97 0.41280 0.0151
70   99 0.42240 0.0138
71  100 0.43080 0.0126
72  100 0.43840 0.0114
73  101 0.44510 0.0104
74  103 0.45090 0.0095
75  104 0.45630 0.0086
76  104 0.46110 0.0079
77  106 0.46530 0.0072
78  108 0.46920 0.0065
79  110 0.47250 0.0060
80  110 0.47550 0.0054
81  112 0.47800 0.0049
82  114 0.48020 0.0045
83  114 0.48220 0.0041
84  115 0.48380 0.0037
85  116 0.48530 0.0034
86  117 0.48650 0.0031
87  117 0.48760 0.0028
88  117 0.48850 0.0026
89  117 0.48920 0.0024
90  117 0.48990 0.0021
91  119 0.49050 0.0020
92  121 0.49090 0.0018
93  123 0.49140 0.0016
94  124 0.49180 0.0015
95  125 0.49220 0.0013
96  125 0.49250 0.0012
97  125 0.49280 0.0011
98  127 0.49300 0.0010
99  128 0.49330 0.0009
100 128 0.49350 0.0008
