
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 9.7350
2    1 0.001397 8.8700
3    1 0.002557 8.0820
4    1 0.003520 7.3640
5    1 0.004320 6.7100
6    1 0.004985 6.1140
7    1 0.005537 5.5710
8    1 0.005995 5.0760
9    2 0.007212 4.6250
10   3 0.013770 4.2140
11   3 0.019500 3.8400
12   3 0.024280 3.4990
13   3 0.028250 3.1880
14   4 0.031760 2.9050
15   4 0.034860 2.6470
16   4 0.037430 2.4110
17   4 0.039570 2.1970
18   4 0.041340 2.0020
19   4 0.042810 1.8240
20   5 0.044510 1.6620
21   5 0.046200 1.5140
22   6 0.047710 1.3800
23   6 0.049060 1.2570
24   6 0.050180 1.1460
25   6 0.051110 1.0440
26   6 0.051880 0.9511
27   6 0.052530 0.8666
28   6 0.053060 0.7896
29   6 0.053500 0.7195
30   6 0.053870 0.6556
31   7 0.054860 0.5973
32   8 0.056050 0.5443
33  10 0.057850 0.4959
34  11 0.059750 0.4519
35  11 0.061320 0.4117
36  11 0.062640 0.3751
37  12 0.064620 0.3418
38  11 0.066700 0.3115
39  11 0.068430 0.2838
40  11 0.069860 0.2586
41  11 0.071070 0.2356
42  11 0.072070 0.2147
43  10 0.072900 0.1956
44  11 0.073610 0.1782
45  12 0.074400 0.1624
46  14 0.075100 0.1480
47  15 0.075750 0.1348
48  16 0.076400 0.1228
49  17 0.077060 0.1119
50  17 0.077690 0.1020
51  17 0.078230 0.0929
52  17 0.078670 0.0847
53  17 0.079020 0.0772
54  18 0.079340 0.0703
55  18 0.079650 0.0640
56  19 0.079950 0.0584
57  21 0.080220 0.0532
58  21 0.080480 0.0484
59  21 0.080740 0.0442
60  21 0.080950 0.0402
61  21 0.081130 0.0366
62  23 0.081280 0.0334
63  23 0.081460 0.0304
64  24 0.081620 0.0277
65  24 0.081750 0.0253
66  24 0.081870 0.0230
67  24 0.081960 0.0210
68  26 0.082040 0.0191
69  26 0.082110 0.0174
70  27 0.082170 0.0159
71  28 0.082230 0.0145
72  29 0.082280 0.0132
73  29 0.082330 0.0120
74  29 0.082370 0.0109
75  29 0.082410 0.0100
76  29 0.082440 0.0091
77  30 0.082470 0.0083
78  31 0.082490 0.0075
79  31 0.082510 0.0069
80  34 0.082530 0.0063
81  32 0.082550 0.0057
82  32 0.082560 0.0052
83  33 0.082570 0.0047
84  34 0.082580 0.0043
85  33 0.082590 0.0039
86  33 0.082600 0.0036
87  34 0.082600 0.0033
88  34 0.082610 0.0030
89  34 0.082610 0.0027
90  34 0.082620 0.0025
91  36 0.082620 0.0022
92  36 0.082630 0.0020
93  37 0.082630 0.0019
94  37 0.082630 0.0017
95  37 0.082630 0.0016
96  37 0.082630 0.0014
97  37 0.082640 0.0013
98  38 0.082640 0.0012
99  38 0.082640 0.0011
100 38 0.082640 0.0010
