
Call:  glmnet(x = x, y = y, alpha = 0.7, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 10.1200
2    1 0.00586  9.2230
3    1 0.01074  8.4030
4    1 0.01479  7.6570
5    1 0.01815  6.9770
6    1 0.02095  6.3570
7    1 0.02327  5.7920
8    1 0.02520  5.2770
9    1 0.02680  4.8090
10   1 0.02814  4.3810
11   1 0.02924  3.9920
12   1 0.03016  3.6380
13   1 0.03092  3.3140
14   1 0.03156  3.0200
15   1 0.03209  2.7520
16   3 0.03266  2.5070
17   5 0.03806  2.2840
18   5 0.04291  2.0820
19   5 0.04693  1.8970
20   5 0.05027  1.7280
21   5 0.05305  1.5750
22   5 0.05536  1.4350
23   5 0.05728  1.3070
24   6 0.05888  1.1910
25   7 0.06081  1.0850
26   8 0.06306  0.9889
27   8 0.06651  0.9011
28   8 0.06940  0.8210
29   8 0.07164  0.7481
30   8 0.07356  0.6816
31   8 0.07515  0.6211
32   8 0.07648  0.5659
33   8 0.07759  0.5156
34   9 0.07868  0.4698
35   9 0.07975  0.4281
36  11 0.08074  0.3900
37  12 0.08207  0.3554
38  14 0.08334  0.3238
39  15 0.08471  0.2951
40  16 0.08871  0.2688
41  17 0.09693  0.2450
42  17 0.10410  0.2232
43  18 0.11080  0.2034
44  18 0.11920  0.1853
45  16 0.12640  0.1688
46  18 0.13270  0.1538
47  19 0.13950  0.1402
48  22 0.14570  0.1277
49  24 0.15380  0.1164
50  25 0.16280  0.1060
51  28 0.17190  0.0966
52  28 0.18020  0.0880
53  29 0.18750  0.0802
54  30 0.19380  0.0731
55  31 0.19920  0.0666
56  34 0.20490  0.0607
57  35 0.21050  0.0553
58  37 0.21660  0.0504
59  39 0.22260  0.0459
60  40 0.22790  0.0418
61  43 0.23330  0.0381
62  43 0.23890  0.0347
63  43 0.24410  0.0316
64  46 0.25000  0.0288
65  49 0.25610  0.0263
66  50 0.26200  0.0239
67  54 0.26740  0.0218
68  56 0.27230  0.0199
69  57 0.27660  0.0181
70  58 0.28110  0.0165
71  59 0.28540  0.0150
72  60 0.28940  0.0137
73  62 0.29290  0.0125
74  64 0.29590  0.0114
75  67 0.29880  0.0104
76  70 0.30130  0.0094
77  70 0.30350  0.0086
78  71 0.30540  0.0078
79  71 0.30710  0.0071
80  72 0.30850  0.0065
81  72 0.30970  0.0059
82  73 0.31070  0.0054
83  73 0.31160  0.0049
84  76 0.31230  0.0045
85  80 0.31300  0.0041
86  82 0.31350  0.0037
87  83 0.31400  0.0034
88  84 0.31440  0.0031
89  85 0.31480  0.0028
90  86 0.31520  0.0026
91  85 0.31550  0.0023
92  86 0.31570  0.0021
93  87 0.31590  0.0019
94  90 0.31610  0.0018
95  90 0.31630  0.0016
96  91 0.31650  0.0015
97  90 0.31670  0.0013
98  91 0.31680  0.0012
99  91 0.31690  0.0011
100 91 0.31700  0.0010
