
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

     Df     %Dev Lambda
1     0 0.000000 8.6180
2     1 0.001616 7.8530
3     1 0.003284 7.1550
4     2 0.005025 6.5200
5     3 0.008332 5.9400
6     9 0.013660 5.4130
7    15 0.020460 4.9320
8    23 0.028730 4.4940
9    33 0.037880 4.0940
10   52 0.047750 3.7310
11   58 0.057320 3.3990
12   61 0.066370 3.0970
13   62 0.074770 2.8220
14   65 0.082470 2.5710
15   66 0.089520 2.3430
16   65 0.095940 2.1350
17   65 0.101800 1.9450
18   64 0.107100 1.7720
19   64 0.111900 1.6150
20   63 0.116200 1.4710
21   64 0.120100 1.3410
22   64 0.123700 1.2220
23   62 0.126800 1.1130
24   61 0.129600 1.0140
25   59 0.132100 0.9241
26   57 0.134300 0.8420
27   56 0.136300 0.7672
28   56 0.138000 0.6991
29   53 0.139400 0.6370
30   52 0.140700 0.5804
31   53 0.142000 0.5288
32   55 0.143600 0.4818
33   55 0.145000 0.4390
34   55 0.146400 0.4000
35   61 0.147700 0.3645
36   61 0.149000 0.3321
37   64 0.150300 0.3026
38   65 0.151500 0.2757
39   66 0.152600 0.2512
40   67 0.153700 0.2289
41   68 0.154700 0.2086
42   69 0.155700 0.1900
43   72 0.156600 0.1732
44   76 0.157600 0.1578
45   78 0.158400 0.1438
46   77 0.159300 0.1310
47   77 0.160100 0.1194
48   78 0.160800 0.1088
49   81 0.161500 0.0991
50   83 0.162100 0.0903
51   84 0.162800 0.0823
52   89 0.163400 0.0750
53   93 0.164200 0.0683
54   95 0.164800 0.0622
55   97 0.165500 0.0567
56   97 0.166100 0.0517
57   97 0.166700 0.0471
58   98 0.167300 0.0429
59   99 0.167800 0.0391
60   99 0.168200 0.0356
61   99 0.168600 0.0324
62   98 0.169000 0.0296
63   99 0.169300 0.0269
64  100 0.169700 0.0246
65  102 0.169900 0.0224
66  105 0.170200 0.0204
67  111 0.170500 0.0186
68  112 0.170800 0.0169
69  113 0.171000 0.0154
70  115 0.171200 0.0140
71  114 0.171400 0.0128
72  115 0.171700 0.0117
73  115 0.171900 0.0106
74  114 0.172100 0.0097
75  116 0.172300 0.0088
76  120 0.172500 0.0080
77  128 0.172700 0.0073
78  127 0.172900 0.0067
79  131 0.173100 0.0061
80  138 0.173300 0.0055
81  138 0.173400 0.0050
82  137 0.173600 0.0046
83  138 0.173700 0.0042
84  142 0.173800 0.0038
85  142 0.173900 0.0035
86  142 0.174100 0.0032
87  144 0.174200 0.0029
88  146 0.174300 0.0026
89  145 0.174400 0.0024
90  147 0.174500 0.0022
91  151 0.174500 0.0020
92  154 0.174600 0.0018
93  157 0.174700 0.0017
94  157 0.174800 0.0015
95  159 0.174800 0.0014
96  158 0.174900 0.0012
97  160 0.174900 0.0011
98  163 0.175000 0.0010
99  165 0.175000 0.0009
100 169 0.175100 0.0009
