
Call:  glmnet(x = x, y = y, alpha = 0.25, family = "gaussian", standardize = FALSE) 

     Df     %Dev Lambda
1     0 0.000000 32.600
2     1 0.002027 29.710
3     1 0.003713 27.070
4     1 0.005116 24.660
5     1 0.006283 22.470
6     1 0.007254 20.480
7     1 0.008061 18.660
8     1 0.008733 17.000
9     1 0.009291 15.490
10    1 0.009755 14.110
11    2 0.011050 12.860
12    2 0.012170 11.720
13    2 0.013100 10.680
14    3 0.014130  9.728
15    4 0.015510  8.864
16    4 0.017900  8.076
17    4 0.019900  7.359
18    4 0.021560  6.705
19    4 0.022950  6.109
20    6 0.024170  5.567
21    8 0.026350  5.072
22    9 0.029580  4.621
23    9 0.032660  4.211
24   10 0.035390  3.837
25   11 0.038450  3.496
26   11 0.041020  3.185
27   12 0.043350  2.902
28   14 0.045800  2.645
29   14 0.048120  2.410
30   14 0.049920  2.196
31   14 0.051430  2.001
32   13 0.052860  1.823
33   13 0.053940  1.661
34   13 0.054820  1.513
35   12 0.055410  1.379
36   13 0.055940  1.256
37   14 0.056570  1.145
38   17 0.057250  1.043
39   19 0.058250  0.950
40   19 0.059730  0.866
41   20 0.061120  0.789
42   19 0.062310  0.719
43   21 0.065240  0.655
44   23 0.069140  0.597
45   25 0.073620  0.544
46   25 0.079140  0.496
47   27 0.084290  0.452
48   28 0.089550  0.411
49   28 0.095180  0.375
50   29 0.100300  0.342
51   32 0.105200  0.311
52   35 0.109900  0.284
53   34 0.114300  0.258
54   33 0.118200  0.235
55   33 0.121700  0.214
56   33 0.124900  0.196
57   33 0.127600  0.178
58   35 0.130100  0.162
59   37 0.132300  0.148
60   40 0.134700  0.135
61   41 0.136700  0.123
62   42 0.138700  0.112
63   45 0.141000  0.102
64   44 0.143100  0.093
65   47 0.144900  0.085
66   47 0.146700  0.077
67   48 0.148300  0.070
68   51 0.149800  0.064
69   51 0.151200  0.058
70   53 0.152400  0.053
71   52 0.153600  0.048
72   54 0.154700  0.044
73   53 0.155700  0.040
74   58 0.156600  0.037
75   60 0.157500  0.033
76   62 0.158400  0.030
77   64 0.159200  0.028
78   64 0.159900  0.025
79   64 0.160700  0.023
80   66 0.161400  0.021
81   70 0.162100  0.019
82   71 0.162800  0.017
83   74 0.163500  0.016
84   79 0.164300  0.014
85   79 0.165000  0.013
86   81 0.165600  0.012
87   83 0.166100  0.011
88   89 0.166700  0.010
89   90 0.167500  0.009
90   88 0.168200  0.008
91   88 0.168700  0.008
92   93 0.168800  0.007
93   93 0.169700  0.006
94   98 0.169800  0.006
95   97 0.170600  0.005
96  101 0.170700  0.005
97  102 0.170900  0.004
98  105 0.171400  0.004
99  104 0.171800  0.004
100  98 0.172100  0.003
