
Call:  glmnet(x = x, y = y, alpha = 0.95, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.5800
2    1 0.002043 7.8180
3    1 0.003739 7.1230
4    1 0.005147 6.4900
5    1 0.006316 5.9140
6    1 0.007286 5.3880
7    1 0.008092 4.9100
8    1 0.008761 4.4740
9    1 0.009317 4.0760
10   1 0.009778 3.7140
11   2 0.011070 3.3840
12   2 0.012190 3.0830
13   2 0.013130 2.8100
14   3 0.014150 2.5600
15   4 0.015540 2.3330
16   4 0.017980 2.1250
17   4 0.020000 1.9360
18   4 0.021680 1.7640
19   4 0.023080 1.6080
20   6 0.024260 1.4650
21   8 0.026420 1.3350
22   9 0.029690 1.2160
23   9 0.032840 1.1080
24  10 0.035590 1.0100
25  11 0.038670 0.9200
26  11 0.041260 0.8383
27  12 0.043610 0.7638
28  13 0.046050 0.6959
29  13 0.048340 0.6341
30  13 0.050140 0.5778
31  14 0.051640 0.5265
32  13 0.053020 0.4797
33  13 0.054090 0.4371
34  13 0.054940 0.3982
35  12 0.055490 0.3629
36  13 0.055970 0.3306
37  14 0.056640 0.3013
38  15 0.057310 0.2745
39  19 0.058370 0.2501
40  19 0.059910 0.2279
41  19 0.061210 0.2076
42  19 0.062450 0.1892
43  20 0.067990 0.1724
44  23 0.075070 0.1571
45  25 0.082190 0.1431
46  25 0.090330 0.1304
47  26 0.097120 0.1188
48  26 0.103100 0.1083
49  29 0.108600 0.0986
50  29 0.113900 0.0899
51  32 0.118600 0.0819
52  33 0.122800 0.0746
53  33 0.126400 0.0680
54  32 0.129400 0.0620
55  33 0.131900 0.0564
56  33 0.134100 0.0514
57  33 0.136000 0.0469
58  35 0.137600 0.0427
59  38 0.139000 0.0389
60  39 0.140300 0.0354
61  41 0.141500 0.0323
62  43 0.143000 0.0294
63  45 0.146100 0.0268
64  44 0.148800 0.0244
65  46 0.151000 0.0223
66  49 0.152900 0.0203
67  48 0.154600 0.0185
68  49 0.156000 0.0168
69  50 0.157100 0.0154
70  52 0.158100 0.0140
71  52 0.159000 0.0127
72  54 0.159700 0.0116
73  54 0.160400 0.0106
74  58 0.160900 0.0096
75  60 0.161500 0.0088
76  61 0.162000 0.0080
77  63 0.162500 0.0073
78  64 0.163000 0.0066
79  66 0.163500 0.0061
80  68 0.163900 0.0055
81  68 0.164400 0.0050
82  69 0.165000 0.0046
83  71 0.165500 0.0042
84  79 0.166100 0.0038
85  79 0.166800 0.0035
86  79 0.167300 0.0032
87  79 0.168000 0.0029
88  77 0.169000 0.0026
89  75 0.169400 0.0024
90  79 0.169800 0.0022
91  87 0.170400 0.0020
92  89 0.170500 0.0018
93  84 0.171200 0.0016
94  85 0.171600 0.0015
95  84 0.172100 0.0014
96  85 0.172500 0.0012
97  85 0.172900 0.0011
98  85 0.173200 0.0010
99  90 0.173400 0.0009
100 93 0.173600 0.0009
