
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.43090
2     1 0.007069 0.39260
3     1 0.012940 0.35780
4     2 0.017930 0.32600
5     2 0.026020 0.29700
6     5 0.035450 0.27060
7     7 0.046510 0.24660
8     7 0.056220 0.22470
9    10 0.067500 0.20470
10   13 0.078250 0.18650
11   15 0.088230 0.17000
12   22 0.097160 0.15490
13   22 0.105200 0.14110
14   24 0.112300 0.12860
15   26 0.118300 0.11720
16   27 0.123300 0.10670
17   24 0.127800 0.09726
18   25 0.131500 0.08862
19   28 0.134500 0.08075
20   26 0.137100 0.07357
21   25 0.139100 0.06704
22   26 0.140700 0.06108
23   26 0.142100 0.05566
24   27 0.143200 0.05071
25   27 0.144100 0.04621
26   27 0.144900 0.04210
27   27 0.145500 0.03836
28   27 0.146100 0.03495
29   28 0.146800 0.03185
30   30 0.148200 0.02902
31   29 0.149400 0.02644
32   31 0.150400 0.02409
33   30 0.151400 0.02195
34   32 0.152300 0.02000
35   34 0.153300 0.01822
36   34 0.154300 0.01661
37   37 0.155200 0.01513
38   38 0.156100 0.01379
39   43 0.157100 0.01256
40   47 0.158100 0.01145
41   48 0.158900 0.01043
42   50 0.159800 0.00950
43   49 0.160500 0.00866
44   51 0.161300 0.00789
45   51 0.162200 0.00719
46   54 0.162900 0.00655
47   56 0.163800 0.00597
48   59 0.164800 0.00544
49   61 0.165600 0.00496
50   61 0.166300 0.00451
51   65 0.167000 0.00411
52   68 0.167600 0.00375
53   67 0.168200 0.00342
54   70 0.168700 0.00311
55   70 0.169200 0.00284
56   72 0.169600 0.00258
57   74 0.169900 0.00235
58   75 0.170300 0.00215
59   76 0.170700 0.00195
60   77 0.171100 0.00178
61   78 0.171500 0.00162
62   77 0.171800 0.00148
63   77 0.172100 0.00135
64   82 0.172500 0.00123
65   79 0.172900 0.00112
66   77 0.173300 0.00102
67   77 0.173500 0.00093
68   79 0.173800 0.00085
69   82 0.174000 0.00077
70   82 0.174100 0.00070
71   84 0.174200 0.00064
72   85 0.174400 0.00058
73   88 0.174400 0.00053
74   94 0.174500 0.00048
75   94 0.174600 0.00044
76   96 0.174600 0.00040
77   97 0.174700 0.00037
78   99 0.174800 0.00033
79  106 0.174800 0.00030
80  109 0.174800 0.00028
81  104 0.175000 0.00025
82  110 0.175000 0.00023
83  111 0.175000 0.00021
84  113 0.175000 0.00019
85  115 0.175000 0.00017
86  121 0.175100 0.00016
87  122 0.175100 0.00014
88  125 0.175100 0.00013
89  132 0.175100 0.00012
90  138 0.175100 0.00011
91  140 0.175100 0.00010
92  142 0.175100 0.00009
93  146 0.175100 0.00008
94  144 0.175200 0.00008
95  147 0.175200 0.00007
96  148 0.175200 0.00006
97  150 0.175200 0.00006
98  150 0.175200 0.00005
99  155 0.175200 0.00005
100 155 0.175200 0.00004
