
Call:  glmnet(x = x, y = y, alpha = 0.7, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 0.58040
2   3 0.007914 0.52880
3   4 0.016830 0.48190
4   6 0.025520 0.43910
5   6 0.033490 0.40010
6   7 0.040350 0.36450
7   7 0.046640 0.33210
8   8 0.052030 0.30260
9   9 0.056590 0.27570
10  9 0.060520 0.25120
11 10 0.064030 0.22890
12 10 0.067060 0.20860
13 11 0.069600 0.19010
14 11 0.071760 0.17320
15 11 0.073560 0.15780
16 12 0.075080 0.14380
17 11 0.076520 0.13100
18 11 0.077720 0.11940
19 12 0.078750 0.10880
20 12 0.079630 0.09910
21 11 0.080360 0.09029
22 11 0.080960 0.08227
23 11 0.081460 0.07496
24 11 0.081880 0.06830
25 11 0.082230 0.06224
26 11 0.082520 0.05671
27 11 0.082760 0.05167
28 11 0.082960 0.04708
29 11 0.083120 0.04290
30 12 0.083260 0.03909
31 11 0.083380 0.03561
32 12 0.083470 0.03245
33 12 0.083560 0.02957
34 12 0.083620 0.02694
35 13 0.083720 0.02455
36 13 0.083840 0.02237
37 12 0.083940 0.02038
38 12 0.084030 0.01857
39 12 0.084100 0.01692
40 12 0.084160 0.01542
41 13 0.084210 0.01405
42 13 0.084270 0.01280
43 14 0.084320 0.01166
44 15 0.084360 0.01063
45 16 0.084400 0.00968
46 17 0.084440 0.00882
47 17 0.084480 0.00804
48 17 0.084500 0.00732
49 17 0.084530 0.00667
50 17 0.084550 0.00608
51 17 0.084570 0.00554
52 17 0.084580 0.00505
53 18 0.084590 0.00460
54 18 0.084610 0.00419
55 19 0.084610 0.00382
56 19 0.084620 0.00348
57 19 0.084630 0.00317
58 19 0.084630 0.00289
59 19 0.084640 0.00263
60 19 0.084640 0.00240
61 19 0.084650 0.00218
62 19 0.084650 0.00199
63 19 0.084650 0.00181
64 19 0.084650 0.00165
65 19 0.084660 0.00151
66 19 0.084660 0.00137
67 19 0.084660 0.00125
68 19 0.084660 0.00114
69 19 0.084660 0.00104
