
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 7.8840
2    1 0.003649 7.1840
3    1 0.006679 6.5460
4    1 0.009195 5.9640
5    1 0.011280 5.4340
6    1 0.013020 4.9520
7    1 0.014460 4.5120
8    1 0.015650 4.1110
9    1 0.016640 3.7460
10   1 0.017470 3.4130
11   1 0.018150 3.1100
12   1 0.018720 2.8330
13   1 0.019190 2.5820
14   1 0.019580 2.3520
15   1 0.019910 2.1430
16   1 0.020180 1.9530
17   1 0.020400 1.7800
18   1 0.020590 1.6210
19   1 0.020740 1.4770
20   1 0.020870 1.3460
21   1 0.020970 1.2270
22   1 0.021060 1.1180
23   1 0.021140 1.0180
24   1 0.021200 0.9278
25   2 0.024230 0.8454
26   2 0.027260 0.7703
27   2 0.029770 0.7019
28   2 0.031860 0.6395
29   2 0.033600 0.5827
30   2 0.035040 0.5309
31   3 0.036260 0.4838
32   3 0.039540 0.4408
33   3 0.042260 0.4016
34   3 0.044520 0.3660
35   3 0.046400 0.3334
36   3 0.047960 0.3038
37   3 0.049250 0.2768
38   3 0.050320 0.2522
39   4 0.051790 0.2298
40   4 0.054220 0.2094
41   4 0.056240 0.1908
42   4 0.057920 0.1739
43   4 0.059310 0.1584
44   4 0.060470 0.1443
45   5 0.061460 0.1315
46   6 0.062490 0.1198
47   6 0.063960 0.1092
48   7 0.065360 0.0995
49   8 0.067110 0.0906
50   9 0.068970 0.0826
51   9 0.070550 0.0753
52  10 0.072020 0.0686
53  10 0.073390 0.0625
54  10 0.074530 0.0569
55  11 0.075620 0.0519
56  11 0.076510 0.0473
57  11 0.077250 0.0431
58  12 0.077880 0.0392
59  12 0.078470 0.0357
60  12 0.078950 0.0326
61  14 0.079430 0.0297
62  13 0.080140 0.0270
63  13 0.080550 0.0246
64  13 0.080900 0.0224
65  13 0.081200 0.0205
66  13 0.081450 0.0186
67  14 0.081680 0.0170
68  14 0.082120 0.0155
69  13 0.082430 0.0141
70  14 0.082590 0.0128
71  15 0.082900 0.0117
72  16 0.083160 0.0107
73  15 0.083380 0.0097
74  14 0.083540 0.0089
75  15 0.083650 0.0081
76  15 0.083750 0.0074
77  16 0.083830 0.0067
78  17 0.083910 0.0061
79  17 0.084000 0.0056
80  17 0.084080 0.0051
81  17 0.084160 0.0046
82  16 0.084190 0.0042
83  16 0.084220 0.0038
84  16 0.084240 0.0035
85  17 0.084260 0.0032
86  19 0.084290 0.0029
87  20 0.084350 0.0026
88  20 0.084390 0.0024
89  20 0.084440 0.0022
90  20 0.084480 0.0020
91  20 0.084500 0.0018
92  20 0.084530 0.0017
93  20 0.084550 0.0015
94  20 0.084570 0.0014
95  20 0.084580 0.0013
96  20 0.084590 0.0011
97  20 0.084600 0.0010
98  20 0.084610 0.0009
99  20 0.084620 0.0009
100 20 0.084630 0.0008
