
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 7.3320
2   1 0.007443 6.6810
3   1 0.013620 6.0870
4   1 0.018750 5.5470
5   1 0.023010 5.0540
6   1 0.026550 4.6050
7   3 0.032490 4.1960
8   3 0.041320 3.8230
9   3 0.048640 3.4830
10  3 0.054720 3.1740
11  3 0.059770 2.8920
12  3 0.063960 2.6350
13  3 0.067440 2.4010
14  5 0.070460 2.1880
15  5 0.073830 1.9930
16  5 0.076660 1.8160
17  5 0.079020 1.6550
18  5 0.080970 1.5080
19  4 0.082570 1.3740
20  4 0.083860 1.2520
21  4 0.084940 1.1410
22  4 0.085830 1.0390
23  4 0.086570 0.9470
24  4 0.087180 0.8629
25  4 0.087690 0.7862
26  4 0.088120 0.7164
27  4 0.088470 0.6527
28  5 0.089270 0.5947
29  5 0.090340 0.5419
30  5 0.091220 0.4938
31  5 0.091950 0.4499
32  5 0.092570 0.4099
33  5 0.093070 0.3735
34  5 0.093490 0.3403
35  5 0.093850 0.3101
36  5 0.094130 0.2825
37  5 0.094380 0.2574
38  6 0.094580 0.2346
39  6 0.095060 0.2137
40  7 0.095560 0.1947
41 10 0.096540 0.1774
42 10 0.097800 0.1617
43 10 0.098850 0.1473
44 10 0.099720 0.1342
45 10 0.100400 0.1223
46  9 0.101100 0.1114
47  9 0.101600 0.1015
48  9 0.101900 0.0925
49 10 0.102300 0.0843
50 10 0.102600 0.0768
51 10 0.102800 0.0700
52 10 0.103000 0.0638
53 10 0.103100 0.0581
54 10 0.103300 0.0529
55 10 0.103400 0.0482
56 10 0.103500 0.0440
57 10 0.103600 0.0400
58 10 0.103600 0.0365
59 10 0.103600 0.0332
60 10 0.103600 0.0303
61 11 0.103700 0.0276
62 12 0.103700 0.0252
63 15 0.103800 0.0229
64 15 0.103900 0.0209
65 15 0.104000 0.0190
66 15 0.104000 0.0173
67 16 0.104100 0.0158
68 16 0.104100 0.0144
69 16 0.104200 0.0131
70 16 0.104200 0.0120
71 16 0.104200 0.0109
72 17 0.104200 0.0099
73 17 0.104200 0.0090
74 17 0.104300 0.0082
75 18 0.104300 0.0075
76 19 0.104300 0.0068
77 19 0.104300 0.0062
78 19 0.104300 0.0057
79 19 0.104300 0.0052
80 19 0.104300 0.0047
81 19 0.104300 0.0043
82 19 0.104300 0.0039
83 19 0.104300 0.0036
84 19 0.104300 0.0032
85 19 0.104400 0.0030
86 19 0.104400 0.0027
87 19 0.104400 0.0025
88 19 0.104400 0.0022
89 19 0.104400 0.0020
90 19 0.104400 0.0019
91 19 0.104400 0.0017
92 19 0.104400 0.0015
93 19 0.104400 0.0014
