
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 6.7580
2     1 0.00031 6.1580
3     1 0.00056 5.6110
4     1 0.00078 5.1120
5     1 0.00096 4.6580
6     1 0.00111 4.2440
7     1 0.00124 3.8670
8     1 0.00134 3.5240
9     2 0.00163 3.2110
10    2 0.00206 2.9250
11    2 0.00241 2.6650
12    2 0.00272 2.4290
13    2 0.00298 2.2130
14    4 0.00355 2.0160
15    5 0.00613 1.8370
16    6 0.00899 1.6740
17    8 0.01239 1.5250
18    8 0.01646 1.3900
19   10 0.02113 1.2660
20   11 0.02681 1.1540
21   11 0.03250 1.0510
22   13 0.03811 0.9579
23   13 0.04459 0.8728
24   14 0.05106 0.7953
25   14 0.05742 0.7246
26   16 0.06430 0.6603
27   17 0.07171 0.6016
28   20 0.07948 0.5482
29   22 0.08800 0.4995
30   23 0.09677 0.4551
31   24 0.10540 0.4147
32   26 0.11430 0.3778
33   27 0.12300 0.3443
34   30 0.13160 0.3137
35   37 0.14050 0.2858
36   39 0.14950 0.2604
37   43 0.15860 0.2373
38   46 0.16770 0.2162
39   47 0.17680 0.1970
40   52 0.18560 0.1795
41   54 0.19480 0.1636
42   57 0.20400 0.1490
43   58 0.21290 0.1358
44   61 0.22170 0.1237
45   62 0.23030 0.1127
46   65 0.23860 0.1027
47   67 0.24700 0.0936
48   70 0.25520 0.0853
49   70 0.26330 0.0777
50   73 0.27100 0.0708
51   74 0.27850 0.0645
52   76 0.28560 0.0588
53   78 0.29260 0.0536
54   78 0.29930 0.0488
55   79 0.30570 0.0445
56   82 0.31200 0.0405
57   83 0.31800 0.0369
58   83 0.32390 0.0336
59   86 0.32960 0.0306
60   86 0.33510 0.0279
61   88 0.34040 0.0254
62   87 0.34550 0.0232
63   89 0.35040 0.0211
64   89 0.35510 0.0192
65   90 0.35960 0.0175
66   89 0.36390 0.0160
67   90 0.36800 0.0146
68   90 0.37190 0.0133
69   92 0.37550 0.0121
70   92 0.37910 0.0110
71   93 0.38250 0.0100
72   92 0.38560 0.0091
73   91 0.38870 0.0083
74   91 0.39150 0.0076
75   92 0.39420 0.0069
76   92 0.39680 0.0063
77   93 0.39920 0.0057
78   95 0.40150 0.0052
79   95 0.40370 0.0048
80   96 0.40570 0.0043
81   97 0.40770 0.0040
82   98 0.40940 0.0036
83   98 0.41110 0.0033
84   98 0.41270 0.0030
85   98 0.41420 0.0027
86   96 0.41550 0.0025
87   98 0.41670 0.0023
88   97 0.41780 0.0021
89   99 0.41880 0.0019
90   98 0.41970 0.0017
91   99 0.42060 0.0016
92   99 0.42140 0.0014
93   99 0.42220 0.0013
94   99 0.42290 0.0012
95   99 0.42350 0.0011
96   98 0.42400 0.0010
97  100 0.42450 0.0009
98  100 0.42500 0.0008
99   98 0.42540 0.0007
100  99 0.42570 0.0007
