
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 0.67580
2    1 0.00032 0.61580
3    1 0.00058 0.56110
4    1 0.00080 0.51120
5    1 0.00099 0.46580
6    1 0.00114 0.42440
7    1 0.00126 0.38670
8    1 0.00137 0.35240
9    2 0.00168 0.32110
10   2 0.00214 0.29250
11   2 0.00251 0.26650
12   2 0.00283 0.24290
13   2 0.00309 0.22130
14   4 0.00410 0.20160
15   6 0.01481 0.18370
16   6 0.02431 0.16740
17   7 0.03462 0.15250
18   7 0.04496 0.13900
19   8 0.05362 0.12660
20   9 0.06170 0.11540
21  10 0.06940 0.10510
22  11 0.08046 0.09579
23  12 0.09405 0.08728
24  14 0.10710 0.07953
25  16 0.11980 0.07246
26  16 0.13160 0.06603
27  16 0.14140 0.06016
28  16 0.14950 0.05482
29  19 0.15920 0.04995
30  20 0.16920 0.04551
31  23 0.17880 0.04147
32  24 0.18790 0.03778
33  24 0.19600 0.03443
34  26 0.20360 0.03137
35  27 0.21100 0.02858
36  31 0.21840 0.02604
37  33 0.22690 0.02373
38  36 0.23550 0.02162
39  38 0.24640 0.01970
40  43 0.25990 0.01795
41  46 0.27320 0.01636
42  48 0.28480 0.01490
43  51 0.29610 0.01358
44  55 0.30890 0.01237
45  54 0.32040 0.01127
46  59 0.33030 0.01027
47  58 0.34120 0.00936
48  58 0.35000 0.00853
49  58 0.35730 0.00777
50  59 0.36340 0.00708
51  65 0.36920 0.00645
52  65 0.37510 0.00588
53  65 0.38020 0.00536
54  65 0.38430 0.00488
55  66 0.38800 0.00445
56  68 0.39160 0.00405
57  71 0.39480 0.00369
58  73 0.39760 0.00336
59  76 0.40010 0.00306
60  77 0.40260 0.00279
61  81 0.40470 0.00254
62  85 0.40740 0.00232
63  86 0.41020 0.00211
64  85 0.41240 0.00192
65  85 0.41420 0.00175
66  87 0.41580 0.00160
67  88 0.41720 0.00146
68  89 0.41860 0.00133
69  89 0.41970 0.00121
70  89 0.42060 0.00110
71  92 0.42150 0.00100
72  95 0.42250 0.00091
73  95 0.42340 0.00083
74  94 0.42420 0.00076
75  94 0.42480 0.00069
76  95 0.42530 0.00063
77  96 0.42580 0.00057
78  96 0.42620 0.00052
79  96 0.42650 0.00048
80  96 0.42680 0.00043
81  96 0.42700 0.00040
82  96 0.42720 0.00036
83  95 0.42740 0.00033
84  96 0.42750 0.00030
85  96 0.42760 0.00027
86  96 0.42770 0.00025
87  96 0.42780 0.00023
88  95 0.42780 0.00021
89  93 0.42790 0.00019
90  93 0.42790 0.00017
91  93 0.42800 0.00016
92  93 0.42800 0.00014
93  95 0.42800 0.00013
94  94 0.42810 0.00012
95  95 0.42810 0.00011
96  95 0.42810 0.00010
97  95 0.42810 0.00009
98  95 0.42810 0.00008
99  94 0.42810 0.00007
100 94 0.42820 0.00007
