
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.2940
2    1 0.007297 7.5570
3    1 0.013360 6.8860
4    2 0.019260 6.2740
5    2 0.024840 5.7170
6    2 0.029480 5.2090
7    2 0.033330 4.7460
8    2 0.036530 4.3240
9    2 0.039180 3.9400
10   2 0.041390 3.5900
11   2 0.043220 3.2710
12   3 0.046590 2.9810
13   3 0.050520 2.7160
14   3 0.053780 2.4750
15   3 0.056490 2.2550
16   3 0.058750 2.0540
17   3 0.060620 1.8720
18   3 0.062170 1.7060
19   3 0.063460 1.5540
20   3 0.064530 1.4160
21   3 0.065420 1.2900
22   3 0.066160 1.1760
23   3 0.066780 1.0710
24   3 0.067280 0.9760
25   5 0.067950 0.8893
26   5 0.070210 0.8103
27   5 0.072090 0.7383
28   5 0.073640 0.6727
29   5 0.074940 0.6130
30   6 0.076040 0.5585
31   6 0.077130 0.5089
32   6 0.078030 0.4637
33   6 0.078770 0.4225
34   6 0.079380 0.3850
35   7 0.080090 0.3508
36   6 0.081140 0.3196
37   7 0.081980 0.2912
38   7 0.082850 0.2653
39   7 0.083570 0.2418
40   8 0.084160 0.2203
41   9 0.090460 0.2007
42  11 0.100600 0.1829
43  11 0.112800 0.1666
44  11 0.123000 0.1518
45  12 0.134800 0.1383
46  12 0.145000 0.1261
47  12 0.153500 0.1149
48  12 0.160700 0.1047
49  12 0.166700 0.0954
50  13 0.171800 0.0869
51  14 0.176800 0.0792
52  16 0.181500 0.0721
53  17 0.188200 0.0657
54  17 0.195200 0.0599
55  18 0.201000 0.0546
56  18 0.205900 0.0497
57  19 0.210000 0.0453
58  20 0.213700 0.0413
59  21 0.217400 0.0376
60  23 0.221900 0.0343
61  23 0.225800 0.0312
62  23 0.229100 0.0284
63  23 0.231800 0.0259
64  23 0.234100 0.0236
65  23 0.236000 0.0215
66  24 0.237800 0.0196
67  24 0.239400 0.0179
68  24 0.240800 0.0163
69  26 0.242100 0.0148
70  25 0.243300 0.0135
71  26 0.244400 0.0123
72  26 0.245300 0.0112
73  25 0.246100 0.0102
74  25 0.246700 0.0093
75  25 0.247300 0.0085
76  26 0.247700 0.0077
77  26 0.248100 0.0070
78  27 0.248400 0.0064
79  27 0.248700 0.0059
80  27 0.248900 0.0053
81  28 0.249100 0.0049
82  28 0.249200 0.0044
83  28 0.249400 0.0040
84  28 0.249500 0.0037
85  28 0.249600 0.0033
86  28 0.249600 0.0031
87  28 0.249700 0.0028
88  29 0.249800 0.0025
89  29 0.249800 0.0023
90  29 0.249800 0.0021
91  30 0.249900 0.0019
92  30 0.249900 0.0017
93  31 0.249900 0.0016
94  31 0.249900 0.0014
95  33 0.249900 0.0013
96  33 0.250000 0.0012
97  33 0.250000 0.0011
98  33 0.250000 0.0010
99  34 0.250000 0.0009
100 34 0.250000 0.0008
