IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_825,Fingerprint_824,Fingerprint_820,Fingerprint_819,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_779,Fingerprint_712,Fingerprint_707,Fingerprint_705,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_617,Fingerprint_611,Fingerprint_576,EXP_HASPIN,EXP_SCYL1,EXP_TRPM6,PKA_141_CSV_X_Fingerprint_776,EXP_BLK_X_EXP_DAPP1,EXP_GRK7_X_EXP_CCR8,EXP_LRRK2_X_EXP_RAB29,EXP_LRRK2_X_EXP_TFDP1,EXP_LRRK2_X_EXP_TUBB4B,EXP_MAP3K1_X_EXP_NRK,EXP_MAP3K1_X_EXP_PLCG2,EXP_MAPK14_X_EXP_ACTA1,EXP_MAPK14_X_EXP_AR,EXP_MAPK14_X_EXP_ELAVL1,EXP_MAPK14_X_EXP_ESR1,EXP_MAPK14_X_EXP_IL2RG,EXP_RAF1_X_EXP_SCNN1G,Predicted IC50,Validation
4.347976,910780,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,5.0458126605,4.2593268081,2.8752378377,0,8.6117793653,9.0516868093,19.900077189,19.998698621,34.286227953,27.738154742,31.613715502,17.033164618,15.787199025,39.076196315,16.191874695,16.199408223,21.451593142,3.2329611398,10
2.700216,949175,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.2415071253,4.1515818123,2.8746356601,0,9.7344181715,9.2463042495,18.609696304,21.998993277,37.42602218,22.965242531,25.698981196,17.181795537,15.722519976,32.811262488,15.366038043,16.047075512,21.089836006,2.7036060227,5
0.023545,910780,1059,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5.0458126605,4.2593268081,2.8752378377,0,8.6117793653,9.0516868093,19.900077189,19.998698621,34.286227953,27.738154742,31.613715502,17.033164618,15.787199025,39.076196315,16.191874695,16.199408223,21.451593142,0.602160703,8
2.747686,910941,1061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.0291194529,3.9884774045,2.8420529563,0,8.5918016358,8.8521282218,16.961920956,20.476188857,33.481065723,16.701618872,16.984614246,16.829801291,15.364137469,34.538571369,14.926425818,14.20205503,18.677997784,3.7128964756,1
3.061924,753618,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,4.1574311249,4.0837585012,2.7940765549,0,9.1522763627,9.7526114225,20.532644233,19.460233764,31.836455316,21.353330743,23.013616902,17.087020752,14.208380331,35.104004554,15.947849612,15.000839219,20.540685264,3.6055262382,3
1.4165351861,753616,1014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3.17935239,3.9634915079,3.0475652609,0,9.0264918555,9.3426480612,18.226215841,18.341604866,30.841826338,28.109908242,34.984797329,17.256919553,14.540054533,35.423944223,14.553421589,14.618251683,18.385609673,1.3429367888,2
3.98245,724828,1129,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.5856504959,4.3903258774,3.0691783036,0,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,3.2530706249,6
0.688675,910941,257,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,4.0291194529,3.9884774045,2.8420529563,0,8.5918016358,8.8521282218,16.961920956,20.476188857,33.481065723,16.701618872,16.984614246,16.829801291,15.364137469,34.538571369,14.926425818,14.20205503,18.677997784,-0.22999136,1
2.602642,949179,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4.7687271588,4.222663077,2.9242028521,0,8.9944653946,10.308635272,15.25268687,21.809262996,35.480450305,26.200535559,29.030502398,16.845952568,16.278323392,33.977563126,15.43063563,15.259080529,23.221226066,1.1579725712,2
-0.913887,949171,1024,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,3.4338479604,4.1595411361,3.289320604,0,9.0542677752,9.1353780847,17.645025095,17.864209891,31.110575756,26.933334526,32.951009592,17.75155848,15.448389768,37.179568548,15.544544868,15.989271157,19.105469263,-1.401609676,1
0.590932,724828,331,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,3.5856504959,4.3903258774,3.0691783036,0,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,0.6732514452,3
-0.49749,908447,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,3.5832775049,3.8617881886,3.0544994437,0,9.0026310422,9.1869703409,14.153790029,18.715265394,31.68911723,29.990610407,41.204520107,16.070792095,14.467801628,33.457453769,15.233893866,15.088003093,19.542371655,1.3645108648,2
1.692513,906803,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,3.7537471722,4.4025031686,3.0694430663,0,8.9980036392,9.4069801878,29.966421999,26.324356159,44.907757407,21.91227919,30.84855285,17.60117621,16.123072778,37.88593334,17.591165987,15.875453027,16.833903304,2.181752809,6
3.990542,949177,1158,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,5.0658684474,3.8604550152,2.9197997475,0,8.7080049239,8.7443985555,21.690679818,20.946376122,35.59947164,19.883955892,25.048025582,17.01022708,16.560266027,40.23189266,16.545584931,15.741236981,18.353032769,3.238646523,2
3.260646,949176,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,4.0098079055,4.0900577916,3.024543874,0,8.9238343101,9.0501120602,20.972626537,20.316937993,34.571810262,27.215943736,39.026907433,18.22794733,16.24309895,40.707021355,15.18975714,15.133814869,18.402522364,3.0849272907,8
-1.001151,910780,308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5.0458126605,4.2593268081,2.8752378377,0,8.6117793653,9.0516868093,19.900077189,19.998698621,34.286227953,27.738154742,31.613715502,17.033164618,15.787199025,39.076196315,16.191874695,16.199408223,21.451593142,0.4732884993,6
4.118389,906803,1052,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3.7537471722,4.4025031686,3.0694430663,0,8.9980036392,9.4069801878,29.966421999,26.324356159,44.907757407,21.91227919,30.84855285,17.60117621,16.123072778,37.88593334,17.591165987,15.875453027,16.833903304,2.2696462479,10
0.842075,949172,155,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,3.7905974833,3.8541252522,3.0231986151,0,11.149422112,8.3251214425,22.632457676,20.990307379,36.460992098,27.596068018,36.004152066,17.029941367,15.414384519,34.226970673,14.915291621,15.21844991,16.696472689,0.9116969915,1
2.025305,949171,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.4338479604,4.1595411361,3.289320604,0,9.0542677752,9.1353780847,17.645025095,17.864209891,31.110575756,26.933334526,32.951009592,17.75155848,15.448389768,37.179568548,15.544544868,15.989271157,19.105469263,2.2918281833,4
4.328012,907170,1039,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5.0635108536,4.0900633709,2.8986290134,0,8.6455592277,10.013538969,25.701916742,23.54630943,37.675555548,18.332404864,21.240758431,18.096705539,15.904504291,40.91927839,15.998185332,15.952673215,22.034208758,4.0618219698,7
3.542699,910780,1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,5.0458126605,4.2593268081,2.8752378377,0,8.6117793653,9.0516868093,19.900077189,19.998698621,34.286227953,27.738154742,31.613715502,17.033164618,15.787199025,39.076196315,16.191874695,16.199408223,21.451593142,2.6941756625,5
2.942428,907314,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,3.9352718573,3.8429776126,3.3158520501,0,10.124279979,8.7418636044,11.225631387,20.995403324,32.844752291,29.697827052,38.638285352,16.616177929,14.556721511,33.149150655,15.139460193,14.913552286,20.778749238,4.0155924761,6
2.889793,949176,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,4.0098079055,4.0900577916,3.024543874,0,8.9238343101,9.0501120602,20.972626537,20.316937993,34.571810262,27.215943736,39.026907433,18.22794733,16.24309895,40.707021355,15.18975714,15.133814869,18.402522364,3.1346724637,2
1.359808,949177,260,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,5.0658684474,3.8604550152,2.9197997475,0,8.7080049239,8.7443985555,21.690679818,20.946376122,35.59947164,19.883955892,25.048025582,17.01022708,16.560266027,40.23189266,16.545584931,15.741236981,18.353032769,1.5220824939,9
3.947927,717431,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3.9170860861,4.2768052887,2.955795611,0,8.786151842,10.107697921,15.72228805,18.992213048,32.730217887,25.806043854,34.070609297,15.281969069,13.956076341,31.853428261,14.847536039,14.329368322,18.473026638,3.4693154248,8
2.186408,907314,1042,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.9352718573,3.8429776126,3.3158520501,0,10.124279979,8.7418636044,11.225631387,20.995403324,32.844752291,29.697827052,38.638285352,16.616177929,14.556721511,33.149150655,15.139460193,14.913552286,20.778749238,2.86643693,6
4.705794,907314,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3.9352718573,3.8429776126,3.3158520501,0,10.124279979,8.7418636044,11.225631387,20.995403324,32.844752291,29.697827052,38.638285352,16.616177929,14.556721511,33.149150655,15.139460193,14.913552286,20.778749238,3.9220672675,7
3.904936,688087,1030,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3.2950346767,4.0830376644,2.9258890326,0,8.7427920457,8.5917220749,12.442731122,18.660860709,30.898679328,22.712584341,30.603924991,14.790398064,14.552269247,33.436347384,14.871018392,14.526002467,16.574184631,4.0632622441,9
2.709235,688086,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.4785874998,4.0549330007,2.95881721,0,10.169277903,9.5366919462,13.860718235,21.350870205,36.982723058,20.34228916,22.254744152,15.198513763,14.033594589,35.83269458,13.998118509,14.216085374,19.2498904,2.2993620652,6
1.149343,949176,1021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,4.0098079055,4.0900577916,3.024543874,0,8.9238343101,9.0501120602,20.972626537,20.316937993,34.571810262,27.215943736,39.026907433,18.22794733,16.24309895,40.707021355,15.18975714,15.133814869,18.402522364,0.9507373898,4
3.498298,753616,255,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3.17935239,3.9634915079,3.0475652609,0,9.0264918555,9.3426480612,18.226215841,18.341604866,30.841826338,28.109908242,34.984797329,17.256919553,14.540054533,35.423944223,14.553421589,14.618251683,18.385609673,3.5438632167,5
3.491552,908447,1023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,3.5832775049,3.8617881886,3.0544994437,0,9.0026310422,9.1869703409,14.153790029,18.715265394,31.68911723,29.990610407,41.204520107,16.070792095,14.467801628,33.457453769,15.233893866,15.088003093,19.542371655,2.3010308867,1
2.692267,907170,292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,5.0635108536,4.0900633709,2.8986290134,0,8.6455592277,10.013538969,25.701916742,23.54630943,37.675555548,18.332404864,21.240758431,18.096705539,15.904504291,40.91927839,15.998185332,15.952673215,22.034208758,1.8085276316,2
4.122566,688086,1014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4.4785874998,4.0549330007,2.95881721,0,10.169277903,9.5366919462,13.860718235,21.350870205,36.982723058,20.34228916,22.254744152,15.198513763,14.033594589,35.83269458,13.998118509,14.216085374,19.2498904,3.8450697725,9
3.478525,724828,1038,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3.5856504959,4.3903258774,3.0691783036,0,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,2.6736316713,2
2.130431,908447,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.5832775049,3.8617881886,3.0544994437,0,9.0026310422,9.1869703409,14.153790029,18.715265394,31.68911723,29.990610407,41.204520107,16.070792095,14.467801628,33.457453769,15.233893866,15.088003093,19.542371655,1.0507724025,3
5.609569,949174,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4.2158263514,4.3929698596,3.0115716678,0,8.7251729566,9.3515990705,20.563795867,20.538027633,31.068294503,23.440958019,31.903328004,17.416418635,16.228204339,41.010115373,16.096478244,15.831266898,18.146380472,4.2443486179,3
5.415963,753616,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,3.17935239,3.9634915079,3.0475652609,0.578771,9.0264918555,9.3426480612,18.226215841,18.341604866,30.841826338,28.109908242,34.984797329,17.256919553,14.540054533,35.423944223,14.553421589,14.618251683,18.385609673,5.2553375616,3
3.630989,949179,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,4.7687271588,4.222663077,2.9242028521,0,8.9944653946,10.308635272,15.25268687,21.809262996,35.480450305,26.200535559,29.030502398,16.845952568,16.278323392,33.977563126,15.43063563,15.259080529,23.221226066,3.4562901091,10
2.957508,949171,287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,3.4338479604,4.1595411361,3.289320604,0,9.0542677752,9.1353780847,17.645025095,17.864209891,31.110575756,26.933334526,32.951009592,17.75155848,15.448389768,37.179568548,15.544544868,15.989271157,19.105469263,3.4332070076,8
5.40194,906803,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3.7537471722,4.4025031686,3.0694430663,0,8.9980036392,9.4069801878,29.966421999,26.324356159,44.907757407,21.91227919,30.84855285,17.60117621,16.123072778,37.88593334,17.591165987,15.875453027,16.833903304,5.643393766,10
2.771565,907170,1059,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5.0635108536,4.0900633709,2.8986290134,0,8.6455592277,10.013538969,25.701916742,23.54630943,37.675555548,18.332404864,21.240758431,18.096705539,15.904504291,40.91927839,15.998185332,15.952673215,22.034208758,0.9775448192,10
1.524538,907170,167,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,5.0635108536,4.0900633709,2.8986290134,0,8.6455592277,10.013538969,25.701916742,23.54630943,37.675555548,18.332404864,21.240758431,18.096705539,15.904504291,40.91927839,15.998185332,15.952673215,22.034208758,1.8950037953,7
4.153472,949171,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3.4338479604,4.1595411361,3.289320604,0,9.0542677752,9.1353780847,17.645025095,17.864209891,31.110575756,26.933334526,32.951009592,17.75155848,15.448389768,37.179568548,15.544544868,15.989271157,19.105469263,3.6479793705,7
1.192526,753620,260,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3.9955726526,3.9191471035,3.0498159977,0,9.5399515979,9.1848564941,18.276361766,19.336953608,31.939125327,24.98614708,28.387834836,15.103576539,14.867471601,34.975821721,14.187359872,14.640156611,19.802836881,1.6122874016,7
-0.343873,949172,159,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3.7905974833,3.8541252522,3.0231986151,0,11.149422112,8.3251214425,22.632457676,20.990307379,36.460992098,27.596068018,36.004152066,17.029941367,15.414384519,34.226970673,14.915291621,15.21844991,16.696472689,1.7477689767,2
4.14223,724828,281,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,3.5856504959,4.3903258774,3.0691783036,0.786054,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,3.4914521064,9
5.274119,949178,193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.678199378,4.0184321145,2.9583897982,0,8.7640075956,9.5427208269,22.682254415,21.769895708,34.784442498,25.265839266,29.927291703,17.10096601,15.353401988,40.991586388,16.011956949,16.010234475,19.924346738,4.5970675537,1
2.19777,908135,1053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.290078221,4.066407361,2.8770099757,0,8.9650272512,10.162985163,18.605261671,23.508687843,32.692231901,25.169463464,27.650814553,16.666358778,14.566286846,31.909858996,15.568211725,14.605615512,19.538078468,1.7824039131,1
-0.270617,908135,308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.290078221,4.066407361,2.8770099757,0,8.9650272512,10.162985163,18.605261671,23.508687843,32.692231901,25.169463464,27.650814553,16.666358778,14.566286846,31.909858996,15.568211725,14.605615512,19.538078468,1.8250518507,10
2.411643,949174,277,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4.2158263514,4.3929698596,3.0115716678,0,8.7251729566,9.3515990705,20.563795867,20.538027633,31.068294503,23.440958019,31.903328004,17.416418635,16.228204339,41.010115373,16.096478244,15.831266898,18.146380472,2.684788525,2
2.894477,908447,203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.5832775049,3.8617881886,3.0544994437,0,9.0026310422,9.1869703409,14.153790029,18.715265394,31.68911723,29.990610407,41.204520107,16.070792095,14.467801628,33.457453769,15.233893866,15.088003093,19.542371655,2.8938097143,5
2.229838,925342,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,5.0886920842,4.9423886138,2.9730211377,0,8.1089848921,9.3805012363,22.225065139,29.986056878,44.870036229,16.301461963,19.749656645,18.618563213,17.11236429,46.199578436,17.144949954,17.276438276,30.955342457,1.4382793648,6
3.821344,753618,1203,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,4.1574311249,4.0837585012,2.7940765549,0,9.1522763627,9.7526114225,20.532644233,19.460233764,31.836455316,21.353330743,23.013616902,17.087020752,14.208380331,35.104004554,15.947849612,15.000839219,20.540685264,3.502741682,6
3.225656,949176,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4.0098079055,4.0900577916,3.024543874,0,8.9238343101,9.0501120602,20.972626537,20.316937993,34.571810262,27.215943736,39.026907433,18.22794733,16.24309895,40.707021355,15.18975714,15.133814869,18.402522364,2.364106183,6
3.020109,949178,1219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.678199378,4.0184321145,2.9583897982,0,8.7640075956,9.5427208269,22.682254415,21.769895708,34.784442498,25.265839266,29.927291703,17.10096601,15.353401988,40.991586388,16.011956949,16.010234475,19.924346738,2.3417968124,3
-0.775993,1240181,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.8031645295,4.0102491795,3.2983902447,0,8.8067814313,8.7113588297,11.283383184,18.829803323,33.683106401,27.87370347,34.779294834,16.162184112,15.563669554,37.654598001,15.750972205,15.349458736,18.279480391,1.7050312234,4
0.142951,949176,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4.0098079055,4.0900577916,3.024543874,0,8.9238343101,9.0501120602,20.972626537,20.316937993,34.571810262,27.215943736,39.026907433,18.22794733,16.24309895,40.707021355,15.18975714,15.133814869,18.402522364,1.4576158887,1
1.213677,949179,155,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,4.7687271588,4.222663077,2.9242028521,0,8.9944653946,10.308635272,15.25268687,21.809262996,35.480450305,26.200535559,29.030502398,16.845952568,16.278323392,33.977563126,15.43063563,15.259080529,23.221226066,0.2320071565,7
4.827063,949175,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,4.2415071253,4.1515818123,2.8746356601,0,9.7344181715,9.2463042495,18.609696304,21.998993277,37.42602218,22.965242531,25.698981196,17.181795537,15.722519976,32.811262488,15.366038043,16.047075512,21.089836006,4.0985485698,4
4.478713,949179,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4.7687271588,4.222663077,2.9242028521,0,8.9944653946,10.308635272,15.25268687,21.809262996,35.480450305,26.200535559,29.030502398,16.845952568,16.278323392,33.977563126,15.43063563,15.259080529,23.221226066,4.1288080702,2
3.519435,949179,55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,4.7687271588,4.222663077,2.9242028521,0,8.9944653946,10.308635272,15.25268687,21.809262996,35.480450305,26.200535559,29.030502398,16.845952568,16.278323392,33.977563126,15.43063563,15.259080529,23.221226066,2.3318777416,6
0.852536,906803,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,3.7537471722,4.4025031686,3.0694430663,0,8.9980036392,9.4069801878,29.966421999,26.324356159,44.907757407,21.91227919,30.84855285,17.60117621,16.123072778,37.88593334,17.591165987,15.875453027,16.833903304,-0.458798766,5
1.755628,1240181,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4.8031645295,4.0102491795,3.2983902447,0,8.8067814313,8.7113588297,11.283383184,18.829803323,33.683106401,27.87370347,34.779294834,16.162184112,15.563669554,37.654598001,15.750972205,15.349458736,18.279480391,3.74401906,1
3.742386,753618,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4.1574311249,4.0837585012,2.7940765549,0,9.1522763627,9.7526114225,20.532644233,19.460233764,31.836455316,21.353330743,23.013616902,17.087020752,14.208380331,35.104004554,15.947849612,15.000839219,20.540685264,4.0240909364,10
3.114465,925342,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,5.0886920842,4.9423886138,2.9730211377,0,8.1089848921,9.3805012363,22.225065139,29.986056878,44.870036229,16.301461963,19.749656645,18.618563213,17.11236429,46.199578436,17.144949954,17.276438276,30.955342457,2.9627734145,10
0.405505,908135,235,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,4.290078221,4.066407361,2.8770099757,0,8.9650272512,10.162985163,18.605261671,23.508687843,32.692231901,25.169463464,27.650814553,16.666358778,14.566286846,31.909858996,15.568211725,14.605615512,19.538078468,0.6434035682,10
5.204725,724828,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.5856504959,4.3903258774,3.0691783036,0,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,3.8986576788,9
5.57391,907314,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3.9352718573,3.8429776126,3.3158520501,0,10.124279979,8.7418636044,11.225631387,20.995403324,32.844752291,29.697827052,38.638285352,16.616177929,14.556721511,33.149150655,15.139460193,14.913552286,20.778749238,4.3266559962,10
3.515105,910780,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5.0458126605,4.2593268081,2.8752378377,0,8.6117793653,9.0516868093,19.900077189,19.998698621,34.286227953,27.738154742,31.613715502,17.033164618,15.787199025,39.076196315,16.191874695,16.199408223,21.451593142,3.1388998352,3
4.627221,1240181,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.8031645295,4.0102491795,3.2983902447,0,8.8067814313,8.7113588297,11.283383184,18.829803323,33.683106401,27.87370347,34.779294834,16.162184112,15.563669554,37.654598001,15.750972205,15.349458736,18.279480391,4.1762183058,3
0.671734,724828,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,3.5856504959,4.3903258774,3.0691783036,0,9.8650226192,9.0056971956,22.628513518,20.238928151,35.748681308,30.492621486,32.706503628,18.06711897,16.692020082,38.477637379,17.022214836,16.282965564,16.794608468,0.8105036038,5
1.583155,907170,249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5.0635108536,4.0900633709,2.8986290134,0,8.6455592277,10.013538969,25.701916742,23.54630943,37.675555548,18.332404864,21.240758431,18.096705539,15.904504291,40.91927839,15.998185332,15.952673215,22.034208758,0.749912802,7
-0.145246,753616,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3.17935239,3.9634915079,3.0475652609,0,9.0264918555,9.3426480612,18.226215841,18.341604866,30.841826338,28.109908242,34.984797329,17.256919553,14.540054533,35.423944223,14.553421589,14.618251683,18.385609673,1.440083854,5
3.676967,907314,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3.9352718573,3.8429776126,3.3158520501,0,10.124279979,8.7418636044,11.225631387,20.995403324,32.844752291,29.697827052,38.638285352,16.616177929,14.556721511,33.149150655,15.139460193,14.913552286,20.778749238,1.95241765,5
-2.988648,925342,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5.0886920842,4.9423886138,2.9730211377,0,8.1089848921,9.3805012363,22.225065139,29.986056878,44.870036229,16.301461963,19.749656645,18.618563213,17.11236429,46.199578436,17.144949954,17.276438276,30.955342457,-3.083320268,1
