
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df     %Dev Lambda
1     0 0.000000 4.4160
2     1 0.002765 4.0240
3     1 0.005061 3.6670
4     3 0.007661 3.3410
5     4 0.011780 3.0440
6     4 0.016210 2.7740
7     4 0.019900 2.5270
8     4 0.022950 2.3030
9     4 0.025490 2.0980
10    3 0.027570 1.9120
11    4 0.029520 1.7420
12    5 0.032720 1.5870
13    6 0.036440 1.4460
14   10 0.040240 1.3180
15   10 0.043960 1.2010
16   11 0.047130 1.0940
17   11 0.049750 0.9968
18   11 0.051940 0.9082
19   13 0.054790 0.8275
20   15 0.058500 0.7540
21   14 0.061840 0.6870
22   14 0.064610 0.6260
23   14 0.066900 0.5704
24   15 0.068870 0.5197
25   15 0.070600 0.4735
26   16 0.072040 0.4315
27   17 0.073270 0.3931
28   19 0.074630 0.3582
29   19 0.075910 0.3264
30   21 0.077020 0.2974
31   24 0.078770 0.2710
32   24 0.080420 0.2469
33   26 0.081900 0.2250
34   26 0.083320 0.2050
35   26 0.084580 0.1868
36   28 0.085640 0.1702
37   30 0.088050 0.1551
38   30 0.099570 0.1413
39   31 0.109100 0.1287
40   31 0.117100 0.1173
41   33 0.123800 0.1069
42   36 0.130800 0.0974
43   37 0.136800 0.0887
44   38 0.143100 0.0808
45   41 0.149500 0.0737
46   45 0.156700 0.0671
47   48 0.164300 0.0612
48   48 0.173300 0.0557
49   48 0.180700 0.0508
50   50 0.188200 0.0463
51   51 0.195000 0.0422
52   52 0.201100 0.0384
53   56 0.206600 0.0350
54   60 0.213500 0.0319
55   61 0.220300 0.0291
56   62 0.225900 0.0265
57   62 0.230700 0.0241
58   62 0.235400 0.0220
59   66 0.240200 0.0200
60   66 0.244400 0.0182
61   72 0.248600 0.0166
62   75 0.253600 0.0152
63   78 0.259700 0.0138
64   83 0.265500 0.0126
65   85 0.270500 0.0115
66   86 0.274700 0.0104
67   86 0.278500 0.0095
68   90 0.282000 0.0087
69   93 0.285200 0.0079
70   94 0.288000 0.0072
71  100 0.290200 0.0066
72  101 0.292500 0.0060
73  100 0.294500 0.0054
74  102 0.296000 0.0050
75  103 0.297400 0.0045
76  105 0.298500 0.0041
77  107 0.299500 0.0038
78  109 0.300600 0.0034
79  109 0.301600 0.0031
80  111 0.302500 0.0028
81  111 0.303300 0.0026
82  116 0.303900 0.0024
83  115 0.304500 0.0021
84  115 0.305000 0.0020
85  115 0.305400 0.0018
86  116 0.305700 0.0016
87  118 0.306000 0.0015
88  117 0.306200 0.0013
89  119 0.306400 0.0012
90  122 0.306500 0.0011
91  122 0.306700 0.0010
92  122 0.306800 0.0009
93  121 0.306900 0.0008
94  124 0.306900 0.0008
95  127 0.307000 0.0007
96  127 0.307100 0.0006
97  127 0.307100 0.0006
98  128 0.307200 0.0005
99  128 0.307200 0.0005
100 130 0.307200 0.0004
