
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 3.6840
2    1 0.00641 3.3570
3    1 0.01173 3.0580
4    1 0.01615 2.7870
5    1 0.01982 2.5390
6    1 0.02286 2.3140
7    1 0.02539 2.1080
8    1 0.02749 1.9210
9    1 0.02923 1.7500
10   1 0.03068 1.5950
11   2 0.03211 1.4530
12   2 0.03335 1.3240
13   2 0.03439 1.2060
14   3 0.03569 1.0990
15   3 0.03753 1.0020
16   3 0.03907 0.9125
17   3 0.04034 0.8315
18   3 0.04139 0.7576
19   3 0.04227 0.6903
20   3 0.04300 0.6290
21   4 0.04397 0.5731
22   4 0.04509 0.5222
23   4 0.04601 0.4758
24   4 0.04677 0.4335
25   4 0.04741 0.3950
26   4 0.04793 0.3599
27   4 0.04837 0.3279
28   4 0.04873 0.2988
29   5 0.04912 0.2723
30   6 0.04956 0.2481
31   6 0.04992 0.2260
32   7 0.05045 0.2060
33   7 0.05094 0.1877
34   9 0.05217 0.1710
35   9 0.05960 0.1558
36  10 0.06889 0.1420
37  10 0.07735 0.1293
38  13 0.08650 0.1179
39  14 0.09718 0.1074
40  14 0.10660 0.0979
41  15 0.11450 0.0892
42  15 0.12630 0.0812
43  16 0.13680 0.0740
44  16 0.14670 0.0674
45  16 0.15500 0.0614
46  21 0.16360 0.0560
47  24 0.17470 0.0510
48  25 0.18550 0.0465
49  27 0.19480 0.0424
50  28 0.20350 0.0386
51  30 0.21270 0.0352
52  32 0.22140 0.0320
53  34 0.22990 0.0292
54  37 0.23880 0.0266
55  38 0.24800 0.0242
56  42 0.25850 0.0221
57  44 0.27000 0.0201
58  46 0.28050 0.0183
59  47 0.29010 0.0167
60  47 0.29800 0.0152
61  50 0.30580 0.0139
62  55 0.31580 0.0126
63  56 0.32480 0.0115
64  59 0.33270 0.0105
65  62 0.34070 0.0096
66  63 0.34800 0.0087
67  64 0.35440 0.0079
68  64 0.35980 0.0072
69  65 0.36440 0.0066
70  65 0.36810 0.0060
71  68 0.37140 0.0055
72  70 0.37450 0.0050
73  71 0.37720 0.0045
74  72 0.37950 0.0041
75  72 0.38140 0.0038
76  72 0.38300 0.0034
77  72 0.38440 0.0031
78  72 0.38550 0.0029
79  73 0.38640 0.0026
80  73 0.38730 0.0024
81  73 0.38810 0.0022
82  72 0.38870 0.0020
83  73 0.38910 0.0018
84  73 0.38960 0.0016
85  73 0.38990 0.0015
86  75 0.39020 0.0014
87  75 0.39050 0.0012
88  75 0.39080 0.0011
89  75 0.39100 0.0010
90  75 0.39120 0.0009
91  75 0.39140 0.0009
92  76 0.39150 0.0008
93  76 0.39160 0.0007
94  76 0.39170 0.0006
95  76 0.39180 0.0006
96  76 0.39190 0.0005
97  76 0.39190 0.0005
98  76 0.39190 0.0004
99  76 0.39200 0.0004
100 76 0.39200 0.0004
