
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = TRUE) 

    Df    %Dev Lambda
1    0 0.00000 42.460
2    2 0.00053 38.680
3    2 0.00132 35.250
4    5 0.00257 32.120
5    7 0.00452 29.260
6    9 0.00710 26.660
7   15 0.01044 24.290
8   20 0.01479 22.140
9   21 0.01963 20.170
10  23 0.02464 18.380
11  27 0.03004 16.750
12  28 0.03596 15.260
13  35 0.04233 13.900
14  40 0.04928 12.670
15  43 0.05675 11.540
16  47 0.06463 10.520
17  49 0.07285  9.582
18  52 0.08139  8.731
19  55 0.09008  7.955
20  56 0.09891  7.249
21  57 0.10780  6.605
22  61 0.11690  6.018
23  63 0.12620  5.483
24  63 0.13560  4.996
25  63 0.14490  4.552
26  64 0.15430  4.148
27  69 0.16380  3.779
28  71 0.17330  3.444
29  74 0.18290  3.138
30  76 0.19260  2.859
31  77 0.20210  2.605
32  78 0.21160  2.374
33  81 0.22100  2.163
34  81 0.23030  1.971
35  81 0.23950  1.796
36  81 0.24850  1.636
37  80 0.25720  1.491
38  80 0.26570  1.358
39  82 0.27410  1.238
40  82 0.28220  1.128
41  81 0.29000  1.027
42  81 0.29750  0.936
43  81 0.30460  0.853
44  80 0.31150  0.777
45  82 0.31790  0.708
46  82 0.32410  0.645
47  83 0.33000  0.588
48  83 0.33560  0.536
49  83 0.34090  0.488
50  83 0.34590  0.445
51  83 0.35050  0.405
52  83 0.35480  0.369
53  83 0.35880  0.336
54  83 0.36240  0.307
55  83 0.36570  0.279
56  83 0.36880  0.254
57  83 0.37150  0.232
58  83 0.37400  0.211
59  82 0.37620  0.192
60  82 0.37820  0.175
61  83 0.38000  0.160
62  83 0.38150  0.146
63  83 0.38290  0.133
64  83 0.38420  0.121
65  82 0.38530  0.110
66  82 0.38620  0.100
67  83 0.38700  0.091
68  83 0.38770  0.083
69  83 0.38840  0.076
70  82 0.38890  0.069
71  83 0.38940  0.063
72  82 0.38980  0.057
73  82 0.39010  0.052
74  83 0.39040  0.048
75  83 0.39070  0.043
76  83 0.39090  0.040
77  83 0.39110  0.036
78  83 0.39130  0.033
79  83 0.39140  0.030
80  83 0.39150  0.027
81  83 0.39160  0.025
82  83 0.39170  0.023
83  83 0.39180  0.021
84  83 0.39190  0.019
85  83 0.39190  0.017
86  83 0.39200  0.016
87  83 0.39200  0.014
88  83 0.39200  0.013
89  83 0.39210  0.012
90  83 0.39210  0.011
91  83 0.39210  0.010
92  83 0.39210  0.009
93  83 0.39210  0.008
94  83 0.39220  0.007
95  83 0.39220  0.007
96  83 0.39220  0.006
97  83 0.39220  0.006
98  83 0.39220  0.005
99  83 0.39220  0.005
100 83 0.39220  0.004
