IC50,Cancer,Drug,PKA_124_VOL_X_Fingerprint_644,PKA_130_POL_X_Fingerprint_658,PKA_134_ASA_X_Fingerprint_576,PKA_134_ASA_X_Fingerprint_644,PKA_134_HYD_X_Fingerprint_644,PKA_134_POL_X_Fingerprint_779,PKA_134_VOL_X_Fingerprint_576,PKA_134_VOL_X_Fingerprint_644,PKA_139_P_CSV_X_Fingerprint_709,PKA_139_P_EXP_X_Fingerprint_709,PKA_139_P_X_Fingerprint_709,PKA_139_X_Fingerprint_779,PKA_145_HYD_X_Fingerprint_707,PKA_145_POL_X_Fingerprint_685,PKA_145_VOL_X_Fingerprint_776,PKA_145_VOL_X_Fingerprint_821,PKA_145_X_Fingerprint_644,PKA_158_ASA_X_Fingerprint_363,PKA_158_ASA_X_Fingerprint_646,PKA_160_ENG_X_Fingerprint_644,PKA_160_ENG_X_Fingerprint_776,PKA_205_B62_X_Fingerprint_712,PKA_205_ENG_X_Fingerprint_797,PKA_205_EXP_X_Fingerprint_797,PKA_205_HYD_X_Fingerprint_779,PKA_205_POL_X_Fingerprint_702,PKA_205_POL_X_Fingerprint_714,PKA_205_R_CSV_X_Fingerprint_709,PKA_205_VOL_X_Fingerprint_779,PKA_207_HYD_X_Fingerprint_617,PKA_207_HYD_X_Fingerprint_798,PKA_218_B62_X_Fingerprint_644,PKA_218_EXP_X_Fingerprint_644,PKA_218_HYD_X_Fingerprint_818,PKA_230_ASA_X_Fingerprint_659,PKA_230_ENG_X_Fingerprint_779,PKA_230_EXP_X_Fingerprint_779,PKA_230_VOL_X_Fingerprint_779,PKA_234_ASA_X_Fingerprint_576,PKA_269_B62_X_Fingerprint_646,PKA_289_EXP_X_Fingerprint_617,PKA_293_ASA_X_Fingerprint_702,PKA_293_ASA_X_Fingerprint_707,PKA_293_B62_X_Fingerprint_702,PKA_293_HYD_X_Fingerprint_826,PKA_52_B62_X_Fingerprint_576,EXP_CDK12_X_EXP_TCEA1,EXP_CDK20_X_EXP_GTF2H3,EXP_CDK4_X_EXP_HIST1H2BA,EXP_CDK4_X_EXP_NFATC1,EXP_CDK4_X_EXP_NOTCH1,EXP_CDK4_X_EXP_SMAD3,EXP_CDK6_X_EXP_CDC25A,EXP_CSNK1E_X_EXP_MPHOSPH10,EXP_CSNK1E_X_EXP_WDR43,EXP_CSNK2A1_X_EXP_NFATC1,EXP_EIF2AK3_X_EXP_PSEN1,EXP_FGFR2_X_EXP_FGF8,EXP_FGFR2_X_EXP_RNF41,EXP_MAP2K1_X_EXP_PIK3CA,EXP_MAP2K1_X_EXP_YWHAQ,EXP_MAP3K8_X_EXP_NFATC2,EXP_MAPK12_X_EXP_TGM6,EXP_MAPK3_X_EXP_GAB2,EXP_PRKACG_X_EXP_GNG7,EXP_PRKACG_X_EXP_GPR161,EXP_SMG1_X_EXP_RPL15,EXP_SMG1_X_EXP_RPL3,EXP_TP53RK_X_EXP_TPRKB,PWY_R_HSA_1226099_X_PWY_R_HSA_1280215,PWY_R_HSA_174143_EXP_X_PWY_R_HSA_2555396_EXP,PWY_R_HSA_380972_X_PWY_R_HSA_5693571,PWY_R_HSA_449836_X_PWY_R_HSA_69620,GO_0000165_CSV_X_GO_0031532_CSV,GO_0001541_X_GO_0014066,GO_0001666_X_GO_0071364,GO_0002931_EXP_X_GO_0008285_EXP,GO_0006182_X_GO_0030097,GO_0006928_EXP_X_GO_0016049_EXP,GO_0006928_X_GO_0023014,GO_0007155_EXP_X_GO_0007275_EXP,GO_0010212_EXP_X_GO_0043087_EXP,GO_0031397_X_GO_0038095,GO_0035162_EXP_X_GO_0046330_EXP,GO_0043087_EXP_X_GO_0043525_EXP,GO_0048812_X_GO_0051091,Predicted IC50,Validation
3.000034,753582,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.870953364,14.598828694,28.104690258,31.098943791,38.103072683,39.967788236,42.006563802,79.463162811,54.116762118,23.189278883,32.117044471,11.476640664,19.142040789,44.423892264,71.106244012,8.954554212,22.599923959,19.271464244,10.880731493,17.403569774,65.357654672,27.904252952,31.613083789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2040030914,6
2.529482,753588,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.705814361,17.023404654,24.800254317,25.187352853,27.213854319,35.101328352,50.796996604,66.190806552,46.739988238,21.15917149,32.866320775,9.0973187596,13.976441523,49.066380239,74.559914169,8.4857364273,18.784859282,25.94111856,9.2832947414,13.131615955,64.621192481,23.703885335,38.589550686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.552673267,6
2.509118,753589,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.728898346,18.885785018,22.290847691,23.89849612,24.391579374,32.933754627,27.733897783,69.812551754,43.462867522,20.816044719,37.892499255,9.0461105321,13.603552361,52.967546238,79.069786247,8.7031605665,13.644748613,21.250598145,9.4573968904,12.553100797,61.394555774,23.1599586,27.226297906,0,0,0,0,0,0,0,0,0,0,0,10.070995992,0,0,0,0,0,3.5672954741,7
1.624849,753594,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.153341949,20.083349992,29.208382273,29.290386312,30.642351747,41.320517419,36.399107207,77.083699293,61.561825479,22.743251538,30.100134022,12.622974714,19.789399196,53.299740272,82.053524941,8.4235927732,19.365790994,20.197071941,11.91198213,17.278906823,71.849197197,32.034007986,30.513895163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2763002172,9
3.037958,753599,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.277459336,16.342528442,29.560188547,27.887194633,30.937089579,44.885042112,21.609603094,70.495831577,51.318980301,21.888980202,38.902481763,9.8223995357,15.583860344,55.924464034,68.472868062,9.5870514994,15.40029135,21.782398519,11.083748644,15.788738123,72.547483162,29.083682833,40.237867934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048422199,10
2.570559,753604,202,0,0,0,0,0,0,0,0,0.620808,3.291770083,1,0,0,0,0,0,0,0,0,0,0,0,-3.859,6.5602665325,0,-0.8,-0.8,0.797415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0134506,18.186008211,27.477119984,28.157637539,31.938810512,50.446735008,47.316927879,70.534725201,48.971680078,20.214692633,28.445222314,11.032314328,16.545552068,53.425856297,78.940542117,10.39150252,18.862964722,21.028828255,11.532936201,14.703761565,67.675906968,29.043374304,34.013214625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8504398364,5
2.335061,753605,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,10.7,1,-1.67,0,45.035851285,14.236399361,28.010967516,27.052602177,31.831789663,44.218286607,31.512473945,74.860089891,53.681495313,21.315814253,38.493300946,10.818828397,15.773975081,51.301223418,78.808379664,9.3084581954,17.973762268,22.632821621,9.9360234175,15.472251019,78.072188351,30.885144963,38.770744012,0,0,0,0,0.6585695739,0,1,21.96632081,0,0,0,0,0,0,0,0,0,1.8651164019,6
0.669315,753610,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.646909946,23.572639742,31.367344341,33.984112776,36.168870785,50.178212234,55.828665215,74.907970583,59.163682031,25.550862303,32.164903129,10.173437636,18.087474164,52.386518077,74.323354658,8.3665412481,26.468787945,18.663630587,13.673045047,14.741337597,78.552641515,31.149634307,34.455409164,2,0,0,0,0.551447334,1,0,0,0,0,0,0,0,0,0,0,0,1.2677410937,9
3.53372,905967,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.892098227,18.229734736,24.734912787,24.258097223,28.574008127,51.504131133,32.246652577,70.867780222,51.930526507,21.030672388,42.863024409,9.8514861699,14.592131647,55.982119276,76.7479083,10.922697124,14.610587887,25.548114167,11.289513138,15.515838576,57.050508617,24.187753288,33.068244343,0,0,0,0,0,0,0,0,0,0,0,45.65526487,0,0,0,17.068977926,0,3.304223419,10
2.706012,906808,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.214874995,17.075329823,27.423508827,28.577425152,30.140993425,40.183358913,19.307686724,72.356343302,50.917923293,21.187508457,32.719375557,8.7555117221,15.203327232,57.579767838,82.568513154,8.3253981502,17.625722095,29.159164753,9.7356122593,11.150551723,64.788747122,25.69021594,31.72071372,0,0,0,0,0,0,0,0,0,0,0,17.991921099,0,0,0,0,0,3.3116986,2
1.664703,907295,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.200187855,13.869342184,25.366794008,26.821888726,30.568353544,45.700614189,34.588977817,53.188303588,38.7290519,19.030586603,41.998630316,7.9520986865,13.520936182,58.701820368,84.090600785,13.75091554,16.248439887,22.9771164,9.9569972645,11.993916921,61.967567879,25.832860961,36.107644997,0,0,1,0,0,0,0,0,0,0,0,0,12.009355246,0,19.37570937,0,0,4.024312531,2
3.439821,908460,202,0,0,-79.2,0,0,0,-60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.149583055,15.253558539,26.933233121,28.594709712,27.371125108,59.981403941,24.21450808,71.451408022,55.994492169,20.215747571,39.864192352,9.7258814464,13.153872114,65.23013299,78.554951853,9.670257956,13.936172002,31.444601019,9.8439066039,11.514147467,61.851463627,28.438641064,31.930982819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9802511034,7
2.587023,908465,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.50715772,18.91623318,51.428876209,27.162689066,28.417324251,67.526295133,22.298619788,70.490298525,52.032758077,25.044750054,44.778968042,10.353813796,18.578967922,58.716464349,80.112340759,9.6234846718,14.446535121,23.144578711,10.52230035,13.598170008,69.682762361,29.823974926,39.553470195,1,0,0,0,0,0,0,34.522580029,0,0,0,0,0,0,0,0,1,1.8787971267,5
2.076108,908467,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.417673106,15.95793033,27.387815587,28.252165778,30.498705464,40.247700892,24.980592349,82.29936657,62.261826143,21.898657118,32.114791679,9.3322402339,18.037831018,47.897722998,89.35725529,8.2258983105,23.893844373,22.041331484,11.831100264,16.321249271,66.812907785,25.064919575,41.116270376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6600897433,2
2.863567,908469,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.97442443,15.730178399,26.343970456,32.135712594,31.090129291,42.419501521,26.44440322,74.747861538,47.417933746,24.612344775,31.725640066,8.9230214714,13.96848536,59.930266487,81.483766053,9.3316430319,16.481976347,27.107172113,10.289707008,16.140710408,69.464187956,28.936926738,34.616344799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9124180744,2
2.997021,908473,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,48.104991051,13.850623041,24.809452535,28.770432103,35.432358797,49.328510867,30.764629332,81.185421201,61.6097603,21.485613488,30.953248192,10.244646456,15.008830223,54.972884621,84.716367267,10.659794139,14.228511771,23.30520175,10.241932353,13.475979721,70.409424222,29.161791927,41.717082108,0,0,1,0,0,0,0,0,0,0,0,8.9562004684,23.866026778,0,0,12.74197568,0,3.2906373955,10
2.048669,908481,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,2.9140522469,0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.043709514,15.685829161,25.387325999,32.409294253,31.187563235,42.914100539,19.721452861,56.080035201,39.971723289,25.375860078,32.579749661,8.9922221428,16.559129523,53.457251961,75.80948731,10.048925892,16.664931822,25.454068231,12.775517635,15.434541787,61.895837512,23.518391889,27.233579658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9621763688,10
2.360986,908483,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.98990421,17.020731495,25.584645408,27.053469423,29.057666177,41.954457497,44.982632996,85.894926111,72.956271388,23.720580445,33.509445333,12.901887423,18.523304421,52.323915887,79.326788858,8.0953594437,20.421440283,17.979079555,11.607528835,15.349460098,81.358194673,33.219273764,34.390726228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2780305024,2
3.084439,909194,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.41001295,15.617121484,28.383433865,31.210865057,33.767819803,38.67172824,27.134195037,67.047371978,46.559135298,24.383673973,31.371605141,9.5124340821,16.186984457,49.165186401,83.787120931,8.2026381841,17.004399331,24.361701287,11.348678397,21.597446648,60.093505457,20.253651333,42.088871492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7051944659,5
2.331537,909779,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.649112567,15.696277826,27.295212503,28.45566112,30.551110445,39.930330476,27.890022263,59.492354064,43.612300272,22.918121657,31.733990854,10.463499601,16.228617799,48.538817463,75.788222253,9.2162981583,20.540470318,25.917811866,12.258049574,14.317692949,63.762763616,23.541618841,23.70796684,0,0,0,0,0,0,0,23.311413512,0,0,0,0,0,0,11.571663654,0,0,2.4463331218,5
2.753705,910692,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.929711288,15.689682254,29.369807446,31.286410634,32.984698491,47.35341549,39.87915119,71.479533165,49.467152012,20.222036798,38.809508608,9.7230988406,15.379634393,49.469365095,77.282638483,9.3658074797,23.255962483,20.699755387,10.339308452,13.759214979,77.850894662,30.624291802,27.053468797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5277096133,6
2.60017,910851,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.900252699,16.732775119,28.148899641,34.425681704,31.363551422,41.806774012,37.836537143,63.078532889,47.134901814,25.332099275,34.878130719,12.915906914,20.102420735,58.497183242,64.224856815,8.639090692,20.795430731,21.354919519,11.244674979,15.994501663,74.400621713,27.278366835,35.854206023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5844917787,1
3.131245,1240182,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,42.923857847,16.549159822,26.715843579,32.022486829,33.617632977,44.060047954,16.344486463,74.581343692,41.531197716,24.217039229,36.366005659,9.0131299137,16.972652488,54.282415041,73.982015876,9.2897029903,17.122321631,28.713248247,11.892130912,15.556826739,68.822849839,28.537982343,31.068473766,0,0,0,1,0,0,0,0,0,19.439187522,1,0,0,0,0,0,0,3.8606121082,3
2.973463,1240186,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.51730023,15.836177829,27.01038003,27.339561919,35.440307694,55.730138803,23.341507293,58.123657732,35.97085286,19.243784639,41.326693372,13.055963227,17.477988975,57.648555704,78.768935548,11.117839444,17.041326269,21.62024402,10.450058198,17.695211953,64.600097544,23.366659573,31.652609169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.340677364,3
2.336925,1240189,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0,0,0,0,0,63.142076019,18.563662724,29.252515904,29.275444649,32.090928358,43.519972102,60.863031956,70.237059456,57.166216459,23.949480276,35.197946419,10.189103067,15.253237818,44.833775629,67.572851413,9.651920557,21.142947531,28.024201631,12.070878737,12.38033861,65.414752991,28.862117428,33.886915235,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1.7235647715,4
1.864942,1240192,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.116891088,19.00156715,25.126480952,29.149323209,27.514402024,38.089873952,36.01666816,75.073509715,57.466275253,25.669302035,34.678402928,9.6934997409,13.177138642,51.726444454,68.812655699,9.18499828,21.321675758,25.51063842,12.685928974,17.504380206,67.932378556,27.150411099,31.706087824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7443194571,8
0.956213,1240193,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.993958435,24.351812786,25.993953062,30.796127009,32.483680776,51.716435576,25.218510082,86.650348195,71.167008586,26.639849077,28.922889769,19.08864428,19.354626571,50.656364111,73.148740152,7.7199605802,18.235585878,18.123782491,13.395883164,24.370340453,84.639158322,38.329704266,48.982951043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4107920822,10
3.251971,1297439,202,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,-22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.842782807,17.163898418,25.575127328,27.17622812,26.346651692,43.689712841,17.290497597,70.268137372,45.196395179,22.055889013,44.826491305,9.1982301365,14.278966522,61.031344593,80.173667751,9.9924840217,18.609569278,28.111578,10.91705551,14.261331859,64.581386467,25.394770743,32.508335681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61187798,6
3.018667,1298349,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.324908117,14.013831199,27.299919223,28.85072765,31.700735606,39.630552847,21.966188432,59.594231648,43.867189033,23.420263611,37.511428745,10.382895755,16.862310308,50.388744405,78.146357546,11.429126934,19.628418814,26.150579056,12.183296741,13.224473854,59.016093013,23.386141993,23.012394295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0732848426,1
1.886808,1299062,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,50.028330898,18.761140901,27.952933736,30.961110428,29.639019728,69.990740103,37.02622547,72.629002483,58.384446256,25.523407828,38.283830186,8.9737242872,14.065950296,63.640933761,83.338992846,9.1333353348,18.150634362,19.255334224,11.532410522,14.689878411,72.101767283,27.493436087,32.374693691,0,22.94805238,0,0,0,0,0,0,0,0,0,19.830161261,0,0,0,0,1,2.8005564564,8
2.529534,1330972,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.316168135,21.415197587,29.138750147,32.364232109,32.055805783,39.884359727,34.682705988,78.176062474,50.789365773,24.923743124,36.791791033,9.11563075,14.504897597,58.043267578,75.127408172,8.3907338687,13.626523957,26.339689586,9.1512027015,25.314728681,73.607155877,29.516877771,43.972882012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5307979632,10
2.892228,687596,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.943023769,17.571398689,25.53576345,30.475671091,30.403661057,43.810615423,41.068853099,75.216439437,49.736007776,22.052788002,30.315420879,10.717008434,18.297917276,61.265204821,80.586792756,13.786492629,19.708465304,21.286853657,10.775549542,11.364786601,64.185840441,26.604106676,37.596495869,0,0,1,0,0,0,0,0,0,0,0,0,16.014733645,0,0,17.990651255,0,3.1696041594,9
5.099706,687600,203,0,0,-44,0,0,-0.1,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.964443825,22.083780737,28.204971862,29.134612755,32.62075738,44.217346186,19.513446195,72.749042048,51.148781309,21.193580968,31.731324881,9.1634887009,11.987259519,63.173089244,88.658302313,10.559737084,18.260136126,22.243098912,10.432562524,12.53112396,73.092954001,27.58717362,34.234516848,0,0,0,0,0,0,0,0,0,0,0,22.856345216,0,0,12.510734468,0,0,3.0944861751,1
2.63368,687985,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.898547865,19.110134504,29.103155771,29.516331622,31.396280072,41.260764207,49.499252061,78.079212013,62.423625039,23.921893975,28.649833152,11.461208277,15.551732863,49.484365661,71.189299202,7.9440406462,21.220653584,18.983722866,10.455661745,14.418465684,79.257093432,31.011401817,44.988819252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9752919872,5
2.200016,687995,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.304808479,19.612319965,25.814905118,33.966046293,34.533749396,48.88186751,36.2485318,73.344416208,51.194789724,25.122609767,30.007025436,11.953460141,17.792027644,44.218612702,77.593026871,10.426018659,17.402978291,27.880967164,13.342818711,21.478648109,65.111560511,25.169037085,37.179936585,0,23.039756667,0,0,0.6324869936,0,0,0,0,0,0,0,0,0,0,0,1,2.0129677071,3
2.501717,687997,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.264933912,15.992262017,26.284454261,26.120751775,27.957240618,35.77705849,34.76117728,73.084836973,45.866516744,21.890689832,32.390546357,10.419489619,13.955455004,54.686540249,80.763596232,9.3852291453,15.576012661,26.392907686,10.713037454,12.37268359,71.642382491,27.632564556,32.324292387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.017806931,0,0,3.2196550106,2
2.340358,688001,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.469038887,17.702164189,28.364368319,32.094212702,34.298046999,46.84955886,34.746694941,76.078006456,44.426696175,23.683913057,27.220397056,10.231647673,16.349323349,58.446452556,88.250364251,8.922353519,17.763539939,22.109144076,11.310916462,15.555853649,68.384384421,28.03037593,34.354472315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2925388105,5
2.131362,688006,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.953058546,13.429748327,27.756442237,29.587154514,33.540138997,36.941629715,25.865095081,75.614195994,52.176545236,23.578606041,40.139971265,15.702094483,18.170213365,51.045559517,80.943258385,9.0428807577,18.629563087,21.00719403,10.438463751,17.821318854,67.489821712,29.065793623,31.906068166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6461753945,6
3.326262,688007,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.906930704,15.385137384,26.712421665,30.25476037,32.817133389,36.934724517,24.379164067,67.33923193,48.135903594,23.045379677,44.519752698,10.942569633,18.204663579,49.182775025,82.464674942,8.8550125471,13.122309545,29.306623514,10.944263307,15.307326558,65.7001835,23.664639916,36.12725883,0,0,0,0,0,0,0,0,0,0,0,0,15.302415501,0,0,15.302415501,0,3.0490414859,8
3.333956,688011,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.76679134,14.104691192,26.704603316,25.861625792,28.165706998,37.650561202,16.913545015,71.88834628,45.531299269,20.342809281,40.164164788,9.3441939622,15.315293997,55.96370884,73.019225567,9.6608274181,15.602381252,21.964410449,10.839438704,12.126758279,76.22836069,28.207332646,31.252887594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2442508582,4
2.856577,688014,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.633383694,14.879905443,26.637561232,28.995327693,34.17711903,40.728788227,23.464888838,77.720290842,48.824670745,22.780258873,39.26038275,9.6030679368,14.873496602,58.141968198,75.962926167,9.7965497427,18.572506173,30.118314462,11.327152911,19.006467727,79.021630414,30.461847575,30.304084613,0,0,0,0,0,0,0,0,0,0,0,15.698944832,0,0,0,0,0,3.0868978031,1
2.732817,688018,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.042498802,17.112209168,27.445991866,26.904808562,30.409887866,37.734527096,22.594864027,74.209214473,51.425237351,21.836876348,36.414385612,12.616259038,18.721464948,65.325159983,81.849623394,7.5899661194,20.490177479,23.696756398,12.671940494,15.288858447,64.717975534,27.614309685,39.163563135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0880993185,3
