
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 5.4410
2    1 0.01401 4.9580
3    1 0.02564 4.5170
4    1 0.03530 4.1160
5    1 0.04332 3.7500
6    1 0.04998 3.4170
7    1 0.05550 3.1140
8    1 0.06009 2.8370
9    1 0.06390 2.5850
10   1 0.06706 2.3550
11   1 0.06969 2.1460
12   1 0.07187 1.9550
13   1 0.07368 1.7820
14   1 0.07518 1.6230
15   1 0.07643 1.4790
16   1 0.07746 1.3480
17   1 0.07832 1.2280
18   1 0.07903 1.1190
19   1 0.07963 1.0200
20   1 0.08012 0.9290
21   1 0.08053 0.8465
22   1 0.08087 0.7713
23   2 0.08245 0.7028
24   2 0.08392 0.6403
25   3 0.08531 0.5834
26   4 0.08689 0.5316
27   5 0.08851 0.4844
28   6 0.08986 0.4414
29   5 0.09148 0.4021
30   5 0.09259 0.3664
31   5 0.09354 0.3339
32   5 0.09433 0.3042
33   5 0.09499 0.2772
34   6 0.10090 0.2526
35   7 0.11050 0.2301
36   7 0.11870 0.2097
37   7 0.12550 0.1911
38   8 0.13310 0.1741
39   8 0.14440 0.1586
40   8 0.15380 0.1445
41   7 0.16150 0.1317
42   8 0.16800 0.1200
43   8 0.17340 0.1093
44   9 0.17850 0.0996
45  11 0.18420 0.0908
46  11 0.19210 0.0827
47  12 0.19960 0.0754
48  13 0.20670 0.0687
49  13 0.21250 0.0626
50  14 0.21770 0.0570
51  14 0.22420 0.0519
52  15 0.22970 0.0473
53  14 0.23430 0.0431
54  14 0.23810 0.0393
55  14 0.24120 0.0358
56  14 0.24390 0.0326
57  15 0.24600 0.0297
58  16 0.24810 0.0271
59  18 0.25090 0.0247
60  18 0.25320 0.0225
61  18 0.25530 0.0205
62  18 0.25700 0.0187
63  18 0.25840 0.0170
64  18 0.25960 0.0155
65  20 0.26050 0.0141
66  20 0.26140 0.0129
67  19 0.26210 0.0117
68  19 0.26270 0.0107
69  19 0.26320 0.0097
70  19 0.26360 0.0089
71  19 0.26390 0.0081
72  20 0.26430 0.0074
73  20 0.26460 0.0067
74  20 0.26490 0.0061
75  20 0.26510 0.0056
76  20 0.26530 0.0051
77  21 0.26540 0.0046
78  22 0.26550 0.0042
79  23 0.26560 0.0038
80  24 0.26570 0.0035
81  24 0.26580 0.0032
82  24 0.26590 0.0029
83  24 0.26590 0.0026
84  24 0.26600 0.0024
85  24 0.26600 0.0022
86  24 0.26600 0.0020
87  24 0.26600 0.0018
88  24 0.26610 0.0017
89  24 0.26610 0.0015
90  24 0.26610 0.0014
91  24 0.26610 0.0013
92  24 0.26610 0.0011
93  24 0.26610 0.0010
94  24 0.26610 0.0010
95  24 0.26610 0.0009
96  24 0.26610 0.0008
97  24 0.26610 0.0007
98  24 0.26610 0.0007
99  24 0.26610 0.0006
100 24 0.26610 0.0005
