
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df    %Dev Lambda
1   0 0.00000 3.4620
2   3 0.00875 3.1550
3   4 0.01983 2.8750
4   7 0.03219 2.6190
5  10 0.04748 2.3870
6  10 0.06150 2.1750
7  12 0.07783 1.9810
8  14 0.09271 1.8050
9  14 0.10620 1.6450
10 16 0.11870 1.4990
11 16 0.13200 1.3660
12 21 0.14670 1.2440
13 22 0.16190 1.1340
14 23 0.17540 1.0330
15 24 0.18740 0.9413
16 24 0.19800 0.8577
17 24 0.20740 0.7815
18 23 0.21550 0.7121
19 23 0.22270 0.6488
20 22 0.22880 0.5912
21 23 0.23420 0.5386
22 24 0.23880 0.4908
23 25 0.24280 0.4472
24 25 0.24630 0.4075
25 25 0.24920 0.3713
26 25 0.25170 0.3383
27 26 0.25390 0.3082
28 26 0.25570 0.2809
29 25 0.25730 0.2559
30 25 0.25860 0.2332
31 25 0.25970 0.2125
32 25 0.26060 0.1936
33 25 0.26140 0.1764
34 25 0.26210 0.1607
35 25 0.26270 0.1464
36 25 0.26310 0.1334
37 25 0.26350 0.1216
38 25 0.26390 0.1108
39 25 0.26420 0.1009
40 25 0.26440 0.0920
41 25 0.26460 0.0838
42 25 0.26480 0.0764
43 25 0.26510 0.0696
44 25 0.26520 0.0634
45 25 0.26540 0.0578
46 25 0.26550 0.0526
47 24 0.26560 0.0480
48 25 0.26570 0.0437
49 25 0.26580 0.0398
50 25 0.26580 0.0363
51 25 0.26590 0.0331
52 26 0.26590 0.0301
53 26 0.26600 0.0274
54 26 0.26600 0.0250
55 26 0.26600 0.0228
56 26 0.26610 0.0208
57 26 0.26610 0.0189
58 26 0.26610 0.0172
59 26 0.26610 0.0157
60 26 0.26610 0.0143
61 26 0.26610 0.0130
62 26 0.26610 0.0119
63 26 0.26610 0.0108
64 26 0.26610 0.0099
65 26 0.26610 0.0090
66 26 0.26610 0.0082
67 26 0.26610 0.0075
68 26 0.26610 0.0068
