
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 6.0460
2    1 0.01396 5.5090
3    1 0.02557 5.0190
4    1 0.03521 4.5730
5    1 0.04322 4.1670
6    1 0.04988 3.7970
7    1 0.05541 3.4600
8    1 0.06001 3.1520
9    1 0.06382 2.8720
10   1 0.06699 2.6170
11   1 0.06963 2.3850
12   1 0.07181 2.1730
13   1 0.07363 1.9800
14   1 0.07514 1.8040
15   1 0.07639 1.6440
16   1 0.07743 1.4980
17   1 0.07830 1.3650
18   1 0.07901 1.2430
19   1 0.07961 1.1330
20   1 0.08010 1.0320
21   1 0.08051 0.9405
22   1 0.08086 0.8570
23   2 0.08245 0.7808
24   2 0.08391 0.7115
25   3 0.08531 0.6483
26   4 0.08689 0.5907
27   5 0.08851 0.5382
28   6 0.08986 0.4904
29   5 0.09148 0.4468
30   5 0.09259 0.4071
31   5 0.09354 0.3710
32   5 0.09433 0.3380
33   5 0.09498 0.3080
34   6 0.10060 0.2806
35   7 0.10980 0.2557
36   7 0.11780 0.2330
37   7 0.12450 0.2123
38   8 0.13200 0.1934
39   8 0.14300 0.1762
40   9 0.15230 0.1606
41   8 0.16000 0.1463
42   8 0.16650 0.1333
43   8 0.17200 0.1215
44   9 0.17730 0.1107
45  11 0.18290 0.1009
46  11 0.19080 0.0919
47  12 0.19840 0.0837
48  13 0.20550 0.0763
49  13 0.21140 0.0695
50  14 0.21670 0.0633
51  14 0.22320 0.0577
52  15 0.22860 0.0526
53  14 0.23330 0.0479
54  14 0.23710 0.0437
55  14 0.24040 0.0398
56  14 0.24310 0.0362
57  15 0.24530 0.0330
58  16 0.24760 0.0301
59  18 0.25030 0.0274
60  18 0.25270 0.0250
61  18 0.25480 0.0228
62  18 0.25650 0.0207
63  18 0.25800 0.0189
64  18 0.25920 0.0172
65  20 0.26020 0.0157
66  20 0.26110 0.0143
67  19 0.26190 0.0130
68  19 0.26250 0.0119
69  19 0.26300 0.0108
70  19 0.26340 0.0099
71  19 0.26380 0.0090
72  20 0.26420 0.0082
73  20 0.26450 0.0075
74  20 0.26480 0.0068
75  20 0.26500 0.0062
76  20 0.26520 0.0056
77  21 0.26540 0.0051
78  22 0.26550 0.0047
79  23 0.26560 0.0043
80  24 0.26570 0.0039
81  24 0.26580 0.0035
82  24 0.26580 0.0032
83  24 0.26590 0.0029
84  24 0.26590 0.0027
85  24 0.26600 0.0024
86  24 0.26600 0.0022
87  24 0.26600 0.0020
88  24 0.26610 0.0018
89  24 0.26610 0.0017
90  24 0.26610 0.0015
91  24 0.26610 0.0014
92  24 0.26610 0.0013
93  24 0.26610 0.0012
94  24 0.26610 0.0011
95  24 0.26610 0.0010
96  24 0.26610 0.0009
97  24 0.26610 0.0008
98  24 0.26610 0.0007
99  24 0.26610 0.0007
100 24 0.26610 0.0006
