
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.2960
2    1 0.000601 7.5590
3    1 0.001249 6.8880
4    1 0.001946 6.2760
5    2 0.002749 5.7180
6    2 0.003981 5.2100
7    2 0.005303 4.7470
8    2 0.006720 4.3260
9    3 0.008469 3.9410
10   3 0.010410 3.5910
11   3 0.012470 3.2720
12   5 0.014810 2.9820
13   5 0.017540 2.7170
14   5 0.020420 2.4750
15   5 0.023450 2.2550
16   5 0.026630 2.0550
17   7 0.030010 1.8720
18   7 0.033710 1.7060
19   9 0.037700 1.5550
20  10 0.041980 1.4160
21  12 0.046680 1.2910
22  14 0.051580 1.1760
23  14 0.056730 1.0710
24  14 0.062000 0.9763
25  14 0.067370 0.8896
26  16 0.072820 0.8105
27  17 0.078460 0.7385
28  17 0.084200 0.6729
29  18 0.089960 0.6132
30  18 0.095770 0.5587
31  20 0.101600 0.5090
32  21 0.107400 0.4638
33  22 0.113200 0.4226
34  25 0.119000 0.3851
35  25 0.124700 0.3509
36  26 0.130300 0.3197
37  26 0.135700 0.2913
38  26 0.141000 0.2654
39  27 0.146100 0.2418
40  29 0.151200 0.2204
41  29 0.156000 0.2008
42  30 0.160700 0.1829
43  30 0.165200 0.1667
44  30 0.169500 0.1519
45  31 0.173600 0.1384
46  31 0.177500 0.1261
47  31 0.181200 0.1149
48  32 0.184700 0.1047
49  32 0.188000 0.0954
50  32 0.191200 0.0869
51  32 0.194100 0.0792
52  32 0.196900 0.0722
53  32 0.199500 0.0658
54  32 0.201900 0.0599
55  32 0.204200 0.0546
56  33 0.206300 0.0497
57  33 0.208200 0.0453
58  33 0.210100 0.0413
59  33 0.211700 0.0376
60  33 0.213300 0.0343
61  33 0.214700 0.0312
62  33 0.216000 0.0285
63  33 0.217200 0.0259
64  33 0.218200 0.0236
65  33 0.219200 0.0215
66  33 0.220000 0.0196
67  33 0.220800 0.0179
68  33 0.221500 0.0163
69  33 0.222100 0.0148
70  33 0.222600 0.0135
71  33 0.223100 0.0123
72  33 0.223500 0.0112
73  33 0.223900 0.0102
74  33 0.224200 0.0093
75  32 0.224500 0.0085
76  33 0.224800 0.0077
77  33 0.225000 0.0070
78  33 0.225200 0.0064
79  33 0.225300 0.0059
80  33 0.225400 0.0053
81  33 0.225600 0.0049
82  33 0.225700 0.0044
83  33 0.225800 0.0040
84  33 0.225800 0.0037
85  33 0.225900 0.0033
86  33 0.225900 0.0031
87  33 0.226000 0.0028
88  33 0.226000 0.0025
89  33 0.226100 0.0023
90  33 0.226100 0.0021
91  33 0.226100 0.0019
92  33 0.226100 0.0017
93  33 0.226100 0.0016
94  33 0.226200 0.0014
95  33 0.226200 0.0013
96  33 0.226200 0.0012
97  33 0.226200 0.0011
98  33 0.226200 0.0010
99  33 0.226200 0.0009
100 33 0.226200 0.0008
