
Call:  glmnet(x = x, y = y, alpha = 0, family = "gaussian", standardize = TRUE) 

     Df     %Dev Lambda
1   132 0.000000 467.10
2   132 0.003830 425.60
3   132 0.004151 387.80
4   132 0.004496 353.40
5   132 0.004866 322.00
6   132 0.005261 293.40
7   132 0.005683 267.30
8   132 0.006133 243.60
9   132 0.006612 221.90
10  132 0.007122 202.20
11  132 0.007663 184.20
12  132 0.008238 167.90
13  132 0.008847 153.00
14  132 0.009492 139.40
15  132 0.010180 127.00
16  132 0.010900 115.70
17  132 0.011660 105.40
18  132 0.012470  96.06
19  132 0.013320  87.53
20  132 0.014210  79.75
21  132 0.015150  72.67
22  132 0.016150  66.21
23  132 0.017190  60.33
24  132 0.018290  54.97
25  132 0.019450  50.09
26  132 0.020660  45.64
27  132 0.021940  41.58
28  132 0.023280  37.89
29  132 0.024680  34.52
30  132 0.026150  31.46
31  132 0.027690  28.66
32  132 0.029290  26.12
33  132 0.030960  23.80
34  132 0.032710  21.68
35  132 0.034520  19.76
36  132 0.036400  18.00
37  132 0.038360  16.40
38  132 0.040380  14.94
39  132 0.042460  13.62
40  132 0.044610  12.41
41  132 0.046820  11.30
42  132 0.049090  10.30
43  132 0.051420   9.38
44  132 0.053790   8.55
45  132 0.056200   7.79
46  132 0.058660   7.10
47  132 0.061140   6.47
48  132 0.063640   5.89
49  132 0.066150   5.37
50  132 0.068670   4.89
51  132 0.071180   4.46
52  132 0.073670   4.06
53  132 0.076130   3.70
54  132 0.078560   3.37
55  132 0.080930   3.07
56  132 0.083240   2.80
57  132 0.085480   2.55
58  132 0.087650   2.33
59  132 0.089720   2.12
60  132 0.091700   1.93
61  132 0.093580   1.76
62  132 0.095360   1.60
63  132 0.097030   1.46
64  132 0.098590   1.33
65  132 0.100000   1.21
66  132 0.101400   1.10
67  132 0.102600   1.01
68  132 0.103800   0.92
69  132 0.104800   0.84
70  132 0.105800   0.76
71  132 0.106600   0.69
72  132 0.107400   0.63
73  132 0.108100   0.58
74  132 0.108800   0.52
75  132 0.109300   0.48
76  132 0.109900   0.44
77  132 0.110300   0.40
78  132 0.110700   0.36
79  132 0.111100   0.33
80  132 0.111400   0.30
81  132 0.111700   0.27
82  132 0.112000   0.25
83  132 0.112200   0.23
84  132 0.112400   0.21
85  132 0.112600   0.19
86  132 0.112800   0.17
87  132 0.112900   0.16
88  132 0.113000   0.14
89  132 0.113100   0.13
90  132 0.113200   0.12
91  132 0.113300   0.11
92  132 0.113400   0.10
93  132 0.113500   0.09
94  132 0.113500   0.08
95  132 0.113600   0.07
96  132 0.113600   0.07
97  132 0.113700   0.06
98  132 0.113700   0.06
99  132 0.113700   0.05
100 132 0.113800   0.05
