
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 5.1340
2    1 0.000576 4.6780
3    1 0.001053 4.2620
4    1 0.001450 3.8830
5    1 0.001779 3.5380
6    1 0.002053 3.2240
7    1 0.002280 2.9380
8    1 0.002468 2.6770
9    1 0.002625 2.4390
10   2 0.002812 2.2220
11   2 0.003270 2.0250
12   2 0.003645 1.8450
13   2 0.003959 1.6810
14   3 0.004347 1.5320
15   3 0.004794 1.3960
16   3 0.005176 1.2720
17   3 0.005493 1.1590
18   3 0.005768 1.0560
19   5 0.006589 0.9619
20   7 0.008095 0.8765
21   9 0.009638 0.7986
22  10 0.011070 0.7277
23  10 0.012310 0.6630
24  10 0.013340 0.6041
25  10 0.014190 0.5505
26  10 0.014910 0.5016
27  10 0.015500 0.4570
28  10 0.015990 0.4164
29  12 0.016670 0.3794
30  13 0.017700 0.3457
31  14 0.018740 0.3150
32  16 0.019850 0.2870
33  18 0.020970 0.2615
34  18 0.021930 0.2383
35  18 0.022720 0.2171
36  21 0.029990 0.1978
37  23 0.036980 0.1802
38  23 0.043340 0.1642
39  26 0.048870 0.1496
40  27 0.058380 0.1364
41  29 0.066330 0.1242
42  31 0.073120 0.1132
43  33 0.078880 0.1031
44  34 0.083720 0.0940
45  38 0.087940 0.0856
46  39 0.091750 0.0780
47  38 0.095140 0.0711
48  39 0.097840 0.0648
49  40 0.100100 0.0590
50  41 0.102100 0.0538
51  42 0.103900 0.0490
52  43 0.105300 0.0446
53  44 0.106600 0.0407
54  44 0.107700 0.0371
55  45 0.108500 0.0338
56  45 0.109200 0.0308
57  44 0.109900 0.0280
58  46 0.110400 0.0256
59  46 0.110900 0.0233
60  49 0.111300 0.0212
61  50 0.111600 0.0193
62  51 0.111800 0.0176
63  54 0.112100 0.0160
64  57 0.112300 0.0146
65  57 0.112500 0.0133
66  57 0.112700 0.0121
67  55 0.112900 0.0111
68  57 0.113000 0.0101
69  59 0.113100 0.0092
70  60 0.113200 0.0084
71  61 0.113300 0.0076
72  62 0.113400 0.0069
73  65 0.113500 0.0063
74  66 0.113500 0.0058
75  70 0.113600 0.0053
76  72 0.113600 0.0048
77  75 0.113600 0.0044
78  77 0.113700 0.0040
79  79 0.113700 0.0036
80  79 0.113700 0.0033
81  79 0.113800 0.0030
82  80 0.113800 0.0027
83  79 0.113800 0.0025
84  81 0.113800 0.0023
85  81 0.113800 0.0021
86  80 0.113800 0.0019
87  83 0.113800 0.0017
88  86 0.113900 0.0016
89  88 0.113900 0.0014
90  87 0.113900 0.0013
91  87 0.113900 0.0012
92  90 0.113900 0.0011
93  90 0.113900 0.0010
94  90 0.113900 0.0009
95  93 0.113900 0.0008
96  95 0.113900 0.0007
97  97 0.113900 0.0007
98  98 0.113900 0.0006
99  96 0.113900 0.0006
100 96 0.113900 0.0005
