IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_686,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_659,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PRKCG,EXP_SGK2,EXP_CLK4,EXP_PLK3_X_EXP_PTEN,EXP_PRKCG_X_EXP_TRPV4,PWY_R_HSA_2682334_X_PWY_R_HSA_416476,Predicted IC50,Validation
5.320441,906864,235,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.5207649319,6
4.32041,906795,305,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.524789395,4
4.119896,1290722,1158,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,4.1361563488,5
2.086951,906696,249,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.883478984,3
4.992059,1290722,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.0211861865,10
4.556269,924238,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,3.1541424194,7
4.999833,1240178,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.8058744615,2
-3.668303,1240178,153,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,-1.290407922,9
5.160008,906864,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,4.8811259257,10
4.497229,924104,255,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,4.5488150808,3
3.030097,906795,1164,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.8348882567,8
-0.614773,1240223,1015,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,0.7814923446,5
0.971711,1240154,1061,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,2.4238651201,5
3.357513,924238,345,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.2410899812,3
-1.884984,1240178,1372,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,-3.596813006,8
4.374008,1290722,206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.1681370827,9
2.139128,1240223,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,3.1288626394,3
2.060701,924151,275,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,2.6148240147,8
2.943606,924151,279,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.9799838506,7
3.023309,924102,1046,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.8690527616,6
4.554163,906696,221,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.2195575588,5
4.531407,906795,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.8912768825,8
3.91515,924151,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.9358941109,7
4.385423,924151,263,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.46460155,10
4.809634,1240154,230,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,4.5072953643,7
4.620051,906795,279,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.5565273302,6
5.411728,930299,206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.5460425976,8
3.714152,924102,1143,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,2.9495856648,10
3.282482,930299,273,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,4.2624521649,3
5.021123,906795,288,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.9938286938,8
4.183295,906864,308,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,2.1164544008,5
-3.809692,924238,283,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,-2.834409006,8
0.45668,1290722,1059,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,-0.170313403,5
6.159733,930299,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.9085954856,3
0.412659,906696,1061,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.3716430157,7
2.278787,1240223,1061,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,3.3114608518,7
5.717676,1290722,290,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,6.4857746882,8
5.298761,906696,229,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.337270777,9
4.648903,906696,230,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.6925912468,1
3.599306,1240154,345,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,3.6096705749,4
3.709588,924238,1025,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.5352533517,9
2.22621,924102,1219,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,2.5693746045,10
-0.134078,906696,155,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,-0.086606226,10
-0.936392,930299,1022,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,0.372113398,8
2.538078,924102,1042,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.1779078873,1
6.53058,930299,275,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,7.3654607918,3
-1.395751,924151,1014,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,-1.28585883,9
-1.108829,1240178,273,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,1.8390243725,8
4.871564,906864,287,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,5.4051439108,4
1.993634,924102,260,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,2.0172844517,6
4.116706,1240154,1039,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,4.0603136371,4
2.25509,906696,305,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.6393761073,6
4.867023,930299,257,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.1841653496,7
4.743061,906696,288,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.14499265,5
2.471972,1240178,177,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,2.2737345723,9
1.983981,924151,167,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,0.6081273373,2
2.158939,906795,1046,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.5422775549,3
3.314453,910568,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,2.9839384756,1
-0.781624,1240223,1054,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,0.527402258,5
1.911881,1240154,1194,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,2.8484492412,3
1.864892,930299,1060,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,0.4227822789,3
4.059656,906696,206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.7859984255,9
3.1169,910568,1028,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,2.4641811467,8
2.361712,1240154,1042,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,2.8665614098,1
2.400754,906795,1142,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,1.7334829785,5
4.081717,924102,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.8042904002,10
1.58458,910568,37,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.3167142827,1
1.557385,1240154,226,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.7852556692,9
2.989544,906795,1143,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,3.5792189341,6
-3.088544,906795,1057,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,-2.170589522,2
4.25131,924102,345,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.8971097578,3
0.649182,1240178,207,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,1.763254442,1
2.090816,906696,277,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.3572969311,6
5.704734,906795,329,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.822504443,5
0.377743,930299,1023,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.980241286,10
3.412813,924151,176,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.1732727892,5
5.176218,930299,226,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.2167057724,6
2.16279,924104,305,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,2.3818846149,9
4.520923,924238,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,3.9074016691,9
6.035608,930299,253,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,6.2127313132,6
0.977808,906696,1142,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,0.0042187735,7
3.413796,930299,1161,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.6838852237,4
1.032907,906864,273,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.4070325253,4
4.30212,924102,290,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.7537905114,3
3.747401,1240154,304,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,4.1036725147,6
2.781747,924104,292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,2.8438247801,10
4.583405,1240223,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.1647568541,8
4.950581,1290722,1039,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.8194445804,4
-0.685859,906696,1053,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,0.3244995393,6
4.680536,924104,304,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,3.7695762844,8
3.632341,906864,1129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,4.7877656295,7
3.840309,924151,309,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,4.0407167825,4
3.52221,930299,1373,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,1.4559691779,10
5.264369,906864,309,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,6.8317426193,4
5.379313,1240178,263,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,5.6593416428,9
2.367857,924238,277,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,2.4870149381,10
2.802803,1240223,254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,2.1872847826,1
4.591202,906864,282,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.8617864501,4
0.299158,1240154,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,0.6732211303,6
4.308389,906696,253,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.2192771195,2
-0.35068,1240223,1019,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,0.8271154797,6
1.836438,930299,1021,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.9805183851,7
1.731952,906696,1158,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.2501730178,8
3.704897,906696,1194,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.2864550029,7
3.185733,1240178,1373,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,0.1702336705,3
1.837159,1240154,277,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.3836509632,3
4.415751,924238,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.7392609508,9
0.794721,924238,256,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.4149771272,7
5.726297,906795,326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.008686229,9
5.273567,910568,230,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,4.4422263804,1
4.698802,1240178,1129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.3442229249,3
5.498324,930299,256,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,4.2152445167,10
3.696247,910568,56,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,3.6787904137,8
3.258606,924238,203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,2.881362289,8
1.977333,906795,1053,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.0616456678,3
3.128102,924104,1194,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,4.0646264486,5
0.79425,924151,312,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,0.6170362675,8
4.508611,924151,221,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.9975735455,6
2.509392,906795,1219,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,3.3156691771,3
-6.414735,906696,1372,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,-4.256208088,10
-1.372612,910568,86,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,-1.454210442,8
5.670628,930299,287,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.7578142505,2
