
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 43.110
2    1 0.003583 39.280
3    1 0.006586 35.790
4    1 0.009102 32.610
5    1 0.011210 29.720
6    1 0.012970 27.080
7    1 0.014440 24.670
8    1 0.015670 22.480
9    1 0.016700 20.480
10   1 0.017550 18.660
11   1 0.018270 17.000
12   1 0.018860 15.490
13   3 0.019870 14.120
14   3 0.023030 12.860
15   3 0.025710 11.720
16   4 0.028990 10.680
17   4 0.031910  9.730
18   4 0.034370  8.866
19   4 0.036440  8.078
20   4 0.038190  7.361
21   4 0.039670  6.707
22   4 0.040910  6.111
23   4 0.041950  5.568
24   4 0.042830  5.073
25   4 0.043570  4.623
26   4 0.044190  4.212
27   5 0.044720  3.838
28   6 0.045310  3.497
29   7 0.046030  3.186
30   7 0.046670  2.903
31   7 0.047210  2.645
32   7 0.047670  2.410
33   7 0.048060  2.196
34   7 0.048400  2.001
35   8 0.048690  1.823
36   8 0.049330  1.661
37   8 0.049880  1.514
38   9 0.050430  1.379
39   9 0.050980  1.257
40  11 0.051680  1.145
41  10 0.054250  1.043
42  10 0.057800  0.951
43  13 0.062050  0.866
44  17 0.067130  0.789
45  17 0.072800  0.719
46  17 0.078200  0.655
47  18 0.083360  0.597
48  18 0.088310  0.544
49  19 0.092970  0.496
50  19 0.097330  0.452
51  20 0.101500  0.412
52  21 0.105400  0.375
53  21 0.109000  0.342
54  24 0.112400  0.311
55  25 0.115500  0.284
56  25 0.118400  0.258
57  25 0.120900  0.236
58  25 0.123300  0.215
59  26 0.125300  0.196
60  26 0.127200  0.178
61  28 0.128800  0.162
62  31 0.130300  0.148
63  30 0.131600  0.135
64  30 0.132700  0.123
65  29 0.133800  0.112
66  29 0.134600  0.102
67  29 0.135400  0.093
68  29 0.136000  0.085
69  29 0.136600  0.077
70  29 0.137100  0.070
71  30 0.137500  0.064
72  30 0.137900  0.058
73  30 0.138200  0.053
74  31 0.138500  0.048
75  31 0.138700  0.044
76  31 0.138900  0.040
77  30 0.139100  0.037
78  30 0.139200  0.033
79  30 0.139300  0.030
80  31 0.139400  0.028
81  31 0.139500  0.025
82  31 0.139600  0.023
83  31 0.139600  0.021
84  32 0.139700  0.019
85  32 0.139700  0.017
86  32 0.139800  0.016
87  33 0.139800  0.014
88  36 0.139800  0.013
89  36 0.139900  0.012
90  36 0.139900  0.011
91  36 0.139900  0.010
92  36 0.139900  0.009
93  36 0.139900  0.008
94  36 0.139900  0.008
95  36 0.139900  0.007
96  36 0.139900  0.006
97  36 0.140000  0.006
98  36 0.140000  0.005
99  36 0.140000  0.005
100 37 0.140000  0.004
