
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.6220
2    1 0.003698 7.8560
3    1 0.006770 7.1580
4    1 0.009322 6.5220
5    1 0.011440 5.9430
6    1 0.013200 5.4150
7    1 0.014670 4.9340
8    1 0.015880 4.4960
9    1 0.016890 4.0960
10   1 0.017730 3.7320
11   1 0.018420 3.4010
12   1 0.019000 3.0990
13   3 0.019760 2.8230
14   3 0.023120 2.5730
15   3 0.025980 2.3440
16   4 0.029370 2.1360
17   4 0.032420 1.9460
18   4 0.034940 1.7730
19   4 0.037040 1.6160
20   4 0.038780 1.4720
21   4 0.040230 1.3410
22   4 0.041440 1.2220
23   4 0.042440 1.1140
24   4 0.043270 1.0150
25   4 0.043960 0.9245
26   4 0.044530 0.8424
27   4 0.045010 0.7676
28   5 0.045500 0.6994
29   6 0.046090 0.6373
30   6 0.046750 0.5806
31   7 0.047300 0.5291
32   7 0.047810 0.4821
33   7 0.048220 0.4392
34   7 0.048560 0.4002
35   7 0.048840 0.3647
36   8 0.049510 0.3323
37   8 0.050110 0.3027
38   9 0.050730 0.2759
39   8 0.051320 0.2513
40   8 0.052300 0.2290
41   8 0.059020 0.2087
42  10 0.067330 0.1901
43  13 0.075820 0.1732
44  13 0.083630 0.1579
45  16 0.091360 0.1438
46  16 0.098580 0.1311
47  16 0.104700 0.1194
48  18 0.109900 0.1088
49  18 0.114400 0.0991
50  19 0.118200 0.0903
51  20 0.121500 0.0823
52  21 0.124300 0.0750
53  21 0.126700 0.0683
54  22 0.128800 0.0623
55  22 0.130500 0.0567
56  23 0.132000 0.0517
57  25 0.133200 0.0471
58  27 0.134300 0.0429
59  26 0.135200 0.0391
60  26 0.135900 0.0356
61  24 0.136600 0.0325
62  24 0.137100 0.0296
63  23 0.137500 0.0270
64  23 0.137900 0.0246
65  24 0.138200 0.0224
66  24 0.138500 0.0204
67  24 0.138700 0.0186
68  25 0.138900 0.0169
69  26 0.139100 0.0154
70  24 0.139200 0.0140
71  25 0.139300 0.0128
72  26 0.139400 0.0117
73  26 0.139500 0.0106
74  28 0.139600 0.0097
75  28 0.139600 0.0088
76  28 0.139700 0.0080
77  28 0.139700 0.0073
78  29 0.139700 0.0067
79  29 0.139800 0.0061
80  30 0.139800 0.0055
81  30 0.139800 0.0050
82  30 0.139800 0.0046
83  31 0.139900 0.0042
84  31 0.139900 0.0038
85  31 0.139900 0.0035
86  31 0.139900 0.0032
87  32 0.139900 0.0029
88  34 0.139900 0.0026
89  35 0.139900 0.0024
90  36 0.139900 0.0022
91  38 0.139900 0.0020
92  37 0.140000 0.0018
93  38 0.140000 0.0017
94  39 0.140000 0.0015
95  39 0.140000 0.0014
96  41 0.140000 0.0013
97  41 0.140000 0.0011
98  41 0.140000 0.0010
99  41 0.140000 0.0009
100 41 0.140000 0.0009
