IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_797,Fingerprint_791,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_686,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_659,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_SGK2,EXP_CLK4,EXP_PLK3_X_EXP_PTEN,EXP_PRKCG_X_EXP_TRPV4,PWY_R_HSA_2682334_X_PWY_R_HSA_416476,Predicted IC50,Validation
0.680002,1240223,219,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.5874215312,9
1.4136,1290722,219,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.5298726907,1
4.554163,906696,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.1905110767,4
6.075842,906795,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.5273058663,6
5.337634,906864,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,5.7370330566,8
5.099989,910568,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,3.8710232028,10
4.524467,924102,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.3782531884,7
3.913233,924104,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,3.8745357044,4
4.508611,924151,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,4.0857542268,3
5.441804,924238,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.2925988717,9
5.402581,930299,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,6.380187729,4
3.079557,1240154,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,3.8020670582,9
6.041799,1240178,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.8173093364,1
4.845717,1240223,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.4717102851,1
5.673051,1290722,221,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.0908891676,1
3.574164,906696,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.6159736827,1
3.245273,906795,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,3.1022613461,10
5.322428,906864,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.5122543624,2
1.144083,910568,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,2.9975326798,1
1.812587,924102,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.960806867,7
2.043001,924104,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,2.7598318425,4
3.952975,924151,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,2.8773438641,10
2.978722,924238,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,3.1006200608,6
3.084141,930299,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,4.3229992271,8
3.765719,1240154,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.5092021004,1
2.131345,1240178,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,2.4352815601,9
1.676745,1240223,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,2.0513796986,6
4.680509,1290722,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.650313308,1
2.548997,906696,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.2313143859,7
3.377673,906795,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,3.3146864453,8
4.332602,906864,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.8057649199,8
2.771977,910568,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.63234621,2
1.167218,924102,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.704181056,7
1.30966,924104,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.4896513666,4
2.620809,924151,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,1.5199836299,10
2.871268,924238,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.694410392,8
5.176218,930299,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,5.0885676292,4
1.557385,1240154,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.4293359036,2
2.044321,1240178,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,1.9361738686,9
4.023662,1290722,226,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,3.074834308,3
5.298761,906696,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.7956290762,5
6.268033,906795,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.108118609,2
5.499461,906864,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,5.5542427663,5
3.286848,910568,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,3.2595405264,9
3.519074,924102,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.4951932858,3
2.189877,924104,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,3.113639264,9
2.950169,924151,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.1951334909,9
3.778501,924238,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,3.3534541291,3
5.688555,930299,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,6.8023757059,6
4.606573,1240154,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,3.1899063371,8
3.713372,1240178,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,3.7441928147,5
2.004034,1240223,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,3.7610475119,7
5.717387,1290722,229,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,4.8923427921,7
4.648903,906696,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.9499866416,5
6.039827,906795,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.9593652945,5
5.894326,906864,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,6.3973373687,5
5.273567,910568,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,4.3745838791,7
4.370471,924102,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.5333472739,8
4.62087,924104,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,4.3878037596,2
3.714103,924151,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,4.3760649265,2
5.385384,924238,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.5266215209,1
6.749724,930299,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,7.4841041976,1
4.809634,1240154,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,4.2234758665,8
5.452526,1240178,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.7557490405,5
3.576204,1240223,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.7564171031,5
5.678453,1290722,230,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.6305446511,3
5.246863,924102,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.6999698221,8
5.442434,924238,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,4.3784306258,2
6.751138,930299,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,7.4215321978,2
4.8098,1240154,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,4.4353335699,6
3.570529,1240178,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.9214902296,4
5.053145,1240223,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.9914567346,5
5.209091,1290722,231,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.9036206685,2
0.421111,906696,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.8773392394,2
3.409549,906795,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.9569893089,8
5.320441,906864,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.7154704468,5
2.748009,910568,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.2566655158,8
1.296566,924102,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.4040514871,3
1.050468,924104,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.0046289424,6
-0.019542,924151,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,1.1033743226,1
-0.298987,924238,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.4062870585,5
5.986667,930299,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,4.8986069764,3
0.542006,1240154,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.072637653,4
1.043083,1240178,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,1.7623567902,5
0.214597,1240223,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.7759309831,9
0.538418,1290722,235,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.7071848665,10
2.086951,906696,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.0906921617,4
3.349832,906795,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.7859965943,5
4.620692,906864,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.1054313588,3
2.377997,910568,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,0.998369549,4
2.653906,924102,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.7428999686,6
1.827561,924104,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.0628517426,4
2.008039,924151,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,1.1327772212,4
2.80355,924238,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.4576561636,7
4.050662,930299,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,3.8072812973,3
3.427368,1240154,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.2551949869,6
2.276826,1240178,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,2.0101560574,1
3.644436,1240223,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.79205073,1
4.349437,1290722,249,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.484161251,1
2.985727,906696,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.0240307937,7
1.479384,906795,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,1.1369568255,8
3.572151,906864,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,2.0030195054,9
0.208697,910568,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,0.8971068138,6
-0.787541,924102,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,0.2250201901,5
-1.259078,924104,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,0.588165147,4
1.720848,924151,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,0.4980111065,6
3.109326,924238,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.0889309847,2
0.825283,930299,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.9371911573,6
-0.806022,1240154,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,-0.07101381,4
0.773898,1240178,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,0.4497384032,3
-0.050504,1240223,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,0.2981170169,1
1.556547,1290722,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,1.0461056526,7
4.308389,906696,253,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,4.4635566066,7
5.15496,906795,253,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.5644049876,9
4.840095,906864,253,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,4.9780528001,2
