
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 483.40
2    1 0.01027 440.50
3    1 0.01916 401.30
4    1 0.02684 365.70
5    1 0.03345 333.20
6    1 0.03912 303.60
7    1 0.04397 276.60
8    1 0.04812 252.00
9    1 0.05165 229.70
10   2 0.05465 209.30
11   2 0.05739 190.70
12   2 0.05971 173.70
13   2 0.06167 158.30
14   2 0.06331 144.20
15   2 0.06470 131.40
16   2 0.06585 119.70
17   2 0.06683 109.10
18   2 0.06765  99.41
19   2 0.06834  90.58
20   2 0.06892  82.53
21   2 0.06940  75.20
22   2 0.06981  68.52
23   2 0.07015  62.43
24   2 0.07044  56.89
25   2 0.07068  51.83
26   2 0.07089  47.23
27   2 0.07106  43.03
28   2 0.07121  39.21
29   2 0.07133  35.73
30   4 0.07174  32.55
31   4 0.07228  29.66
32   5 0.07305  27.03
33   5 0.07385  24.63
34   6 0.07454  22.44
35   6 0.07534  20.44
36   8 0.07632  18.63
37   8 0.07714  16.97
38   8 0.07795  15.47
39   8 0.07866  14.09
40   8 0.07921  12.84
41   8 0.07987  11.70
42   8 0.08047  10.66
43   8 0.08095   9.71
44   8 0.08141   8.85
45   8 0.08178   8.06
46   7 0.08212   7.35
47   7 0.08240   6.70
48   8 0.08265   6.10
49   9 0.08296   5.56
50   9 0.08338   5.06
51  11 0.08394   4.61
52  11 0.08504   4.20
53  12 0.08612   3.83
54  12 0.08726   3.49
55  15 0.08864   3.18
56  15 0.09023   2.90
57  17 0.09211   2.64
58  17 0.09389   2.41
59  17 0.09571   2.19
60  17 0.09748   2.00
61  19 0.09934   1.82
62  19 0.10110   1.66
63  19 0.10290   1.51
64  19 0.10470   1.38
65  19 0.10650   1.25
66  20 0.10830   1.14
67  22 0.11010   1.04
68  23 0.11190   0.95
69  25 0.11370   0.86
70  25 0.11550   0.79
71  27 0.11730   0.72
72  27 0.11900   0.65
73  28 0.12070   0.60
74  28 0.12230   0.54
75  30 0.12390   0.49
76  31 0.12540   0.45
77  32 0.12680   0.41
78  33 0.12820   0.37
79  33 0.12950   0.34
80  33 0.13070   0.31
81  36 0.13180   0.28
82  36 0.13290   0.26
83  37 0.13390   0.24
84  37 0.13480   0.21
85  38 0.13560   0.20
86  38 0.13630   0.18
87  38 0.13700   0.16
88  38 0.13760   0.15
89  38 0.13810   0.13
90  38 0.13860   0.12
91  39 0.13910   0.11
92  40 0.13940   0.10
93  40 0.13980   0.09
94  40 0.14010   0.08
95  40 0.14030   0.08
96  40 0.14050   0.07
97  40 0.14070   0.06
98  40 0.14090   0.06
99  40 0.14100   0.05
100 42 0.14120   0.05
