
Call:  glmnet(x = x, y = y, alpha = 0, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1   63 0.00000 19340.0
2   63 0.04788 17620.0
3   63 0.04991 16050.0
4   63 0.05189 14630.0
5   63 0.05381 13330.0
6   63 0.05567 12140.0
7   63 0.05746 11060.0
8   63 0.05916 10080.0
9   63 0.06077  9186.0
10  63 0.06229  8370.0
11  63 0.06371  7627.0
12  63 0.06503  6949.0
13  63 0.06626  6332.0
14  63 0.06739  5769.0
15  63 0.06842  5257.0
16  63 0.06937  4790.0
17  63 0.07023  4364.0
18  63 0.07102  3976.0
19  63 0.07172  3623.0
20  63 0.07236  3301.0
21  63 0.07294  3008.0
22  63 0.07346  2741.0
23  63 0.07393  2497.0
24  63 0.07435  2275.0
25  63 0.07474  2073.0
26  63 0.07509  1889.0
27  63 0.07542  1721.0
28  63 0.07572  1568.0
29  63 0.07601  1429.0
30  63 0.07627  1302.0
31  63 0.07652  1186.0
32  63 0.07677  1081.0
33  63 0.07700   985.0
34  63 0.07723   897.5
35  63 0.07747   817.8
36  63 0.07770   745.1
37  63 0.07793   678.9
38  63 0.07816   618.6
39  63 0.07840   563.7
40  63 0.07865   513.6
41  63 0.07890   468.0
42  63 0.07915   426.4
43  63 0.07942   388.5
44  63 0.07969   354.0
45  63 0.07996   322.5
46  63 0.08025   293.9
47  63 0.08054   267.8
48  63 0.08084   244.0
49  63 0.08115   222.3
50  63 0.08146   202.6
51  63 0.08178   184.6
52  63 0.08210   168.2
53  63 0.08243   153.2
54  63 0.08277   139.6
55  63 0.08312   127.2
56  63 0.08347   115.9
57  63 0.08382   105.6
58  63 0.08418    96.2
59  63 0.08456    87.7
60  63 0.08493    79.9
61  63 0.08532    72.8
62  63 0.08571    66.3
63  63 0.08611    60.4
64  63 0.08651    55.1
65  63 0.08693    50.2
66  63 0.08735    45.7
67  63 0.08778    41.7
68  63 0.08823    38.0
69  63 0.08868    34.6
70  63 0.08915    31.5
71  63 0.08962    28.7
72  63 0.09011    26.2
73  63 0.09060    23.8
74  63 0.09110    21.7
75  63 0.09162    19.8
76  63 0.09215    18.0
77  63 0.09269    16.4
78  63 0.09324    15.0
79  63 0.09381    13.6
80  63 0.09438    12.4
81  63 0.09497    11.3
82  63 0.09557    10.3
83  63 0.09618     9.4
84  63 0.09681     8.6
85  63 0.09746     7.8
86  63 0.09812     7.1
87  63 0.09885     6.5
88  63 0.09947     5.9
89  63 0.10020     5.4
90  63 0.10090     4.9
91  63 0.10180     4.5
92  63 0.10250     4.1
93  63 0.10330     3.7
94  63 0.10410     3.4
95  63 0.10500     3.1
96  63 0.10590     2.8
97  63 0.10680     2.6
98  63 0.10780     2.3
99  63 0.10880     2.1
100 63 0.10980     1.9
