IC50,Cancer,Drug,MOT_3D_RegulatorySpine_CSV,REC_R_HSA_3928602,REC_R_HSA_5218804,GO_0007286,GO_0016477_CSV,GO_0035023,GO_0048008,GO_0070372_EXP,FAM_CK1,EXP_CSNK1A1L,Predicted IC50,Validation
4.950699,1240166,221,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,1
4.495998,1240210,221,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
4.666157,1240215,221,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,9
4.893341,1299061,221,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,10
2.83506,906999,222,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,2
0.206248,907298,222,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,8
2.009911,908127,222,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
3.048816,909264,222,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,2
2.191345,909716,222,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,10
2.128707,909720,222,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,9
2.826854,909732,222,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,8
6.268804,909754,222,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,10
4.127117,909756,222,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,3
4.92707,909759,222,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
-0.020824,910784,222,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
1.777404,924248,222,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,1
3.49583,925343,222,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,1
-1.424714,971773,222,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
1.899215,971774,222,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,5
4.010701,1240166,222,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
0.042195,1240210,222,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
2.210342,1240215,222,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,7
-0.186026,1299061,222,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,2
3.671251,906999,226,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,7
0.704005,907298,226,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
1.64376,908127,226,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
2.108478,909264,226,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,1
0.539837,909716,226,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,8
1.194403,909720,226,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,3
3.323215,909732,226,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,2
5.403297,909754,226,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,7
2.320887,909756,226,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,1
0.909633,909759,226,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
1.399408,910784,226,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
1.160452,924248,226,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
3.859365,925343,226,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,3
-4.468018,971773,226,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
0.764875,971774,226,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,6
2.899067,1240166,226,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,7
1.415595,1240210,226,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
2.484207,1240215,226,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
-1.483173,1299061,226,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,5
5.199849,906999,229,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
2.263272,907298,229,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,8
2.253092,908127,229,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
4.264675,909264,229,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
3.272643,909716,229,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
2.311,909720,229,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,4
5.096139,909732,229,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.879889,909754,229,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,6
3.304673,909756,229,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,4
0.875603,909759,229,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,9
2.327336,910784,229,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
5.47415,924248,229,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,4
5.654361,925343,229,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
3.608993,971773,229,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
6.068305,971774,229,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,7
5.095874,1240166,229,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,6
3.652185,1240210,229,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
2.188056,1240215,229,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,4
3.881087,1299061,229,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,5
4.934478,906999,230,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
3.983084,907298,230,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
4.063814,908127,230,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
5.293578,909264,230,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,3
4.083047,909716,230,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
3.136216,909720,230,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
5.270879,909732,230,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
6.957408,909754,230,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,9
4.566401,909756,230,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
3.326772,909759,230,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,8
4.008823,910784,230,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,10
5.163829,924248,230,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,7
5.49591,925343,230,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,3
3.909271,971773,230,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,3
5.571921,971774,230,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,10
5.130572,1240166,230,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,6
5.052226,1240210,230,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
5.044334,1240215,230,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
2.81558,1299061,230,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,10
5.211945,907298,231,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
5.157876,908127,231,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
5.868832,909264,231,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,1
5.310828,909716,231,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,9
5.276553,909720,231,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,8
5.219744,909732,231,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,9
5.281197,909756,231,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,1
5.441421,909759,231,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,1
5.687357,910784,231,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,9
5.907099,925343,231,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,10
4.656904,971773,231,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,6
4.330981,1240215,231,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,8
3.506679,1299061,231,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,5
1.124557,906999,235,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
1.084233,907298,235,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
2.596307,908127,235,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
-0.153609,909264,235,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
0.078051,909716,235,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
-0.129832,909720,235,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,8
-0.027423,909732,235,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
5.536471,909754,235,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
1.03348,909756,235,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,2
4.835823,909759,235,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
0.095284,910784,235,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
0.831391,924248,235,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,7
1.813248,925343,235,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,1
0.129565,971773,235,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,8
2.040113,971774,235,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,9
4.461328,1240166,235,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,3
2.367084,1240210,235,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,1
0.256305,1240215,235,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
1.171537,1299061,235,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,4
3.963476,906999,249,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
1.328105,907298,249,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,10
3.773728,908127,249,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,5
3.003604,909264,249,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,8
4.348675,909716,249,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
-0.120589,909720,249,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
3.938765,909732,249,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,3
5.608862,909754,249,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
2.819572,909756,249,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
2.272255,909759,249,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
-1.110139,910784,249,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,5
3.687342,924248,249,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
4.179382,925343,249,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,8
1.073357,971773,249,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,1
3.76817,1240166,249,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,8
3.681769,1240210,249,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,5
4.560676,1240215,249,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,1
0.271747,906999,252,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,5
-0.10274,907298,252,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
0.422952,908127,252,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
-0.948374,909264,252,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
-1.877639,909716,252,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
0.636084,909720,252,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,2
0.435847,909732,252,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,8
4.56432,909754,252,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
3.02237,909756,252,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
0.446093,909759,252,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
-0.741002,910784,252,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
-2.023122,924248,252,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
1.123039,925343,252,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,6
-0.638032,971773,252,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,1
2.834996,1240166,252,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
0.110184,1240210,252,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
0.084063,1240215,252,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
4.738758,906999,253,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,5
5.153885,907298,253,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,9
4.489753,908127,253,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,5
5.199402,909264,253,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,8
4.685007,909716,253,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,1
4.150161,909720,253,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,1
4.462782,909732,253,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,7
6.053812,909754,253,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
4.611888,909756,253,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,5
4.112231,909759,253,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
5.40728,910784,253,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
4.532135,924248,253,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
5.061498,925343,253,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,9
3.802328,971773,253,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,9
4.195677,1240166,253,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
4.347362,1240210,253,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,1
2.956892,1240215,253,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,2
2.436173,906999,254,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
-0.244934,907298,254,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,1
1.741816,908127,254,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
2.800349,909264,254,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,1
2.381972,909716,254,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,10
2.389244,909720,254,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,4
1.683924,909732,254,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,6
3.531848,909754,254,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,2
2.2929,909756,254,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,7
2.522028,909759,254,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
-0.323821,910784,254,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
2.221504,924248,254,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,5
3.043444,925343,254,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
1.790647,971773,254,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,5
2.158743,1240166,254,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,2
2.076415,1240210,254,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,9
0.934519,1240215,254,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
4.738758,906999,255,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
5.000482,907298,255,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,1
4.114917,908127,255,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
5.199402,909264,255,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
4.669536,909716,255,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
4.328831,909720,255,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,10
4.632041,909732,255,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,8
6.23028,909754,255,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,2
4.564759,909756,255,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,5
4.925907,909759,255,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,9
5.147839,910784,255,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
4.644841,924248,255,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,5
5.164943,925343,255,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
3.786312,971773,255,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
4.226063,1240166,255,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
4.114437,1240210,255,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,1
3.48692,1240215,255,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
2.633451,906999,256,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,1
2.388805,907298,256,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
2.162301,908127,256,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
0.704522,909264,256,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
0.96496,909716,256,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,1
1.851373,909720,256,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,9
2.216458,909732,256,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,4
6.057629,909754,256,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
2.237094,909756,256,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,2
3.472918,909759,256,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
0.912196,910784,256,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
1.703032,924248,256,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,10
1.839817,925343,256,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,8
0.084633,971773,256,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,5
1.717872,1240166,256,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
1.11765,1240210,256,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
1.531776,1240215,256,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,2
4.709826,906999,257,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,3
4.035286,907298,257,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,8
4.383796,908127,257,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
2.408188,909264,257,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
2.566682,909716,257,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
1.713271,909720,257,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
4.200321,909732,257,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,2
6.302009,909754,257,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,7
4.108729,909756,257,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,2
2.641117,909759,257,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,6
2.931927,910784,257,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
4.216852,924248,257,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
4.426784,925343,257,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,8
-0.043556,971773,257,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
2.961627,1240166,257,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,1
2.706449,1240210,257,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,3
5.385267,1240215,257,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,8
4.683381,906999,260,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
1.928039,907298,260,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,10
4.489598,908127,260,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
2.137449,909264,260,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
5.041823,909716,260,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,10
1.57367,909720,260,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
2.729331,909732,260,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
6.301426,909754,260,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,5
3.109535,909756,260,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,3
2.134454,909759,260,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
0.346138,910784,260,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
1.79543,924248,260,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,5
2.867732,925343,260,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
1.062302,971773,260,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,8
4.177308,1240166,260,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
4.381437,1240210,260,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
5.363329,1240215,260,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,1
4.042435,906999,262,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,2
2.239408,907298,262,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
3.655278,908127,262,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
0.267856,909264,262,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,8
4.346528,909716,262,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,10
1.781393,909720,262,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
3.933953,909732,262,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,9
5.608862,909754,262,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,9
3.719521,909756,262,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,1
3.335244,909759,262,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,8
3.801974,910784,262,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
2.946695,924248,262,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,10
3.437638,925343,262,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
1.949835,971773,262,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
3.768156,1240166,262,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,10
3.689648,1240210,262,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,8
4.676726,1240215,262,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
5.342702,906999,263,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,7
5.764567,907298,263,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
4.974879,908127,263,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
5.281563,909264,263,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,2
5.711253,909716,263,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,1
5.335699,909720,263,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
5.288915,909732,263,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,9
6.97144,909754,263,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
4.997953,909756,263,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
5.128203,909759,263,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
5.226176,910784,263,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,5
4.554624,924248,263,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,10
5.554023,925343,263,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,8
3.335331,971773,263,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,7
5.130758,1240166,263,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,10
4.918584,1240210,263,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,8
5.768618,1240215,263,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
2.23344,906999,273,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
1.801615,907298,273,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
1.384069,908127,273,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
-0.644002,909264,273,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,2
-1.039853,909716,273,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
-1.818914,909720,273,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,1
2.370038,909732,273,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
4.4188,909754,273,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,8
0.704547,909756,273,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
-0.586717,909759,273,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
-0.404072,910784,273,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
-0.359088,925343,273,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
-2.24004,971773,273,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,7
0.450154,1240166,273,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
1.062748,1240210,273,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
-0.543618,1240215,273,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,9
