
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.51900
2    1 0.00691 0.47290
3    1 0.01267 0.43090
4    2 0.02026 0.39260
5    2 0.02884 0.35770
6    4 0.03983 0.32600
7    5 0.05367 0.29700
8    6 0.06892 0.27060
9    9 0.08322 0.24660
10  12 0.10040 0.22470
11  20 0.12270 0.20470
12  24 0.14750 0.18650
13  33 0.17110 0.17000
14  34 0.19430 0.15490
15  38 0.21380 0.14110
16  41 0.23510 0.12860
17  45 0.25590 0.11710
18  50 0.27460 0.10670
19  53 0.29380 0.09725
20  59 0.31040 0.08861
21  68 0.32470 0.08074
22  70 0.33880 0.07357
23  76 0.35120 0.06703
24  78 0.36410 0.06108
25  83 0.37570 0.05565
26  85 0.38590 0.05071
27  90 0.39460 0.04620
28  92 0.40220 0.04210
29  96 0.40900 0.03836
30 102 0.41480 0.03495
31 105 0.41960 0.03185
32 111 0.42420 0.02902
33 116 0.42850 0.02644
34 119 0.43290 0.02409
35 125 0.43680 0.02195
36 128 0.44030 0.02000
37 131 0.44340 0.01822
38 132 0.44580 0.01660
39 131 0.44790 0.01513
40 129 0.44960 0.01379
41 126 0.45100 0.01256
42 125 0.45220 0.01144
43 125 0.45310 0.01043
44 124 0.45390 0.00950
45 123 0.45460 0.00866
46 123 0.45520 0.00789
47 123 0.45560 0.00719
48 123 0.45600 0.00655
49 124 0.45630 0.00597
50 123 0.45670 0.00544
51 123 0.45690 0.00495
52 122 0.45710 0.00451
53 122 0.45730 0.00411
54 122 0.45740 0.00375
55 122 0.45760 0.00342
56 121 0.45770 0.00311
57 121 0.45770 0.00284
58 121 0.45780 0.00258
59 121 0.45790 0.00235
60 121 0.45790 0.00215
61 121 0.45800 0.00195
62 121 0.45800 0.00178
63 121 0.45800 0.00162
64 121 0.45800 0.00148
65 121 0.45810 0.00135
66 121 0.45810 0.00123
67 126 0.45810 0.00112
68 126 0.45810 0.00102
69 127 0.45810 0.00093
70 128 0.45810 0.00085
71 128 0.45810 0.00077
72 128 0.45810 0.00070
73 128 0.45820 0.00064
74 128 0.45820 0.00058
