IC50,Cancer,Drug,From_Sanger,Fingerprint_835,Fingerprint_829,Fingerprint_828,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_658,Fingerprint_656,Fingerprint_646,Fingerprint_644,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,PKA_226,PKA_226_CSV,PKA_226_EXP,PKA_275,DOM_PI3_PI4_kinase,MUT_CDC42BPB,MUT_MAP4K1,MUT_MAP4K1_EXP,REC_R_HSA_176298,REC_R_HSA_176298_EXP,PWY_R_HSA_193648_CSV,PWY_R_HSA_6804115,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0001672_EXP,GO_0001933_EXP,GO_0007283_CSV,GO_0032436_CSV,GO_0042060,GO_0048813,GO_0050732,SFAM_MEKK2,SFAM_TSSK,CLS_tumour_source_metastasis,EXP_EPHB6,EXP_WNK2,EXP_MAP3K12,EXP_TYK2,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_MARK1,EXP_WNK4,PKA_115_ASA_X_Fingerprint_643,PKA_115_ENG_X_Fingerprint_643,PKA_115_EXP_X_Fingerprint_643,PKA_115_HYD_X_Fingerprint_576,PKA_115_VOL_X_Fingerprint_643,PKA_115_X_Fingerprint_643,PKA_192_ASA_X_Fingerprint_643,PKA_192_HYD_X_Fingerprint_643,PKA_192_POL_X_Fingerprint_643,PKA_192_VOL_X_Fingerprint_643,PKA_240_POL_X_Fingerprint_576,EXP_GRK3_X_EXP_OR1K1,EXP_GRK3_X_EXP_OR52I1,EXP_GRK3_X_EXP_OR56B1,EXP_GRK3_X_EXP_OR5M9,EXP_RIPK3_X_EXP_FADD,EXP_RIPK3_X_EXP_NFKBIA,EXP_SYK_X_EXP_CD3E,EXP_SYK_X_EXP_CD72,EXP_SYK_X_EXP_CLEC6A,EXP_SYK_X_EXP_CLEC7A,EXP_SYK_X_EXP_ELMO1,EXP_SYK_X_EXP_FCER1G,EXP_SYK_X_EXP_FGA,EXP_SYK_X_EXP_GAB2,EXP_SYK_X_EXP_GAPDH,EXP_SYK_X_EXP_NCKAP1,EXP_SYK_X_EXP_NCKAP1L,EXP_SYK_X_EXP_NFAM1,EXP_SYK_X_EXP_PDPN,EXP_SYK_X_EXP_PIK3CA,EXP_SYK_X_EXP_PLS1,EXP_SYK_X_EXP_RHOA,EXP_SYK_X_EXP_STAT3,EXP_SYK_X_EXP_TBXA2R,EXP_SYK_X_EXP_TRAT1,EXP_SYK_X_EXP_YWHAQ,EXP_WNK2_X_EXP_SLC12A3,REC_R_HSA_141409_EXP_X_REC_R_HSA_2316434_EXP,REC_R_HSA_141409_X_REC_R_HSA_2316434,REC_R_HSA_198314_X_REC_R_HSA_6798751,REC_R_HSA_200421_EXP_X_REC_R_HSA_5672965_EXP,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_109606_X_PWY_R_HSA_2187338,PWY_R_HSA_162906_EXP_X_PWY_R_HSA_8848021_EXP,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2029480_X_PWY_R_HSA_3700989,PWY_R_HSA_2029480_X_PWY_R_HSA_5607764,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_2672351_EXP,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_69273_EXP,PWY_R_HSA_2187338_X_PWY_R_HSA_382551,PWY_R_HSA_418594_X_PWY_R_HSA_69206,PWY_R_HSA_5663205_X_PWY_R_HSA_69620,GO_0006351_X_GO_0045184,GO_0006355_EXP_X_GO_0031397_EXP,GO_0006355_X_GO_0031397,GO_0007411_X_GO_0034446,GO_0009615_EXP_X_GO_0070373_EXP,GO_0010506_EXP_X_GO_0045793_EXP,GO_0016569_EXP_X_GO_0030155_EXP,GO_0016569_EXP_X_GO_0090002_EXP,GO_0018108_X_GO_0090002
2.539588,907045,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790263,0,0,0,0,1,0,0,3.22768333257165,3.15261579717656,3.20840519267234,7.31914691183376,3.29262169173062,3.1387032399678,3.93241029272366,3.87365770955129,4.98839321629997,7.2930018985687,0,0,0,0,0,0,0,0,0,0,0,11.2143901533215,9.04783932267365,9.13103470842285,9.36487585135343,23.9013948284594,23.9432388162944,9.67070008711348,8.65374141986949,9.70294256476285,9.28985898872394,9.54380452590903,11.5279602873337,9.53107475351454,11.4993273877037,41.9747436864875,33.2643706341514,9.41380403366542,10.9166131163214,9.21299831964054,21.601819185276,27.5368249652604,35.6258733168685,22.1040092230299,10.8529369530086,8.80678948022237,29.2155101279452,9.24136367592158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.166655,907046,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.3643966581341,0,0,0,0,1,0,0,0,1,0,3.16800627916,3.77548305714043,3.61204731524387,7.46739925098024,3.19908457065691,3.07443347785905,5.09298095288135,4.33498893029396,4.98496765325965,4.6289716868866,0,0,0,0,0,0,0,0,0,0,0,22.0992813787817,18.3094141361397,19.217941331763,17.9578436038386,24.2549048862889,28.949971755276,9.41361514067677,8.28397643905469,9.38328224531826,10.3616112261189,8.96708828599482,10.1203090129463,9.12503035549151,10.713367957152,40.8350334879547,32.5997212816211,9.0003241628363,10.9512347748628,8.47861595403869,22.6562396227468,20.8031126202171,30.7876292046264,24.35751610433,10.9122452363558,8.64480327645391,29.2878353734478,11.3919837859581,0,0,0,14.2269914816763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.712168,907047,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0.819629,2.85640883446296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.33446266924457,3.94204684389885,3.11785215523523,8.46678142295864,3.20224255858976,3.06350480057077,5.17167072663666,4.44550621127352,5.73111114568408,2.87984096970142,0,0,0,0,0,0,0,0,0,0,0,13.6011606109694,12.4430359704253,12.2907244827275,11.3667794283048,24.9189130944208,33.7571893000896,15.8197562511969,13.637910355263,16.1088472627655,16.7561301344979,17.604067983582,19.293455071128,15.606197013912,20.5025853349461,68.5308056111063,58.2795188340967,15.5599485933068,16.8443890675573,27.0947243708603,34.6203353769869,41.2049190333711,49.8907294552101,40.720344054881,17.3604900091328,14.8784605200947,47.8309000672574,11.658022611238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.232819,907048,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,1,0,6.28874741713975,4.22796647007262,3.00926846456499,8.14041576774551,3.33431981366973,3.0165565137516,4.32703652256982,4.33075646010983,3.26467537458396,2.90643154254967,0,0,0,0,0,0,0,0,0,0,0,11.3026797262506,10.0934451845236,11.6831942325091,10.0887431385717,25.6896908283785,26.9878382877833,10.8038689521433,9.64118823410835,10.6770667159843,16.7134875199938,10.3175119205513,12.5446282409619,10.4407147726932,11.8048587572257,46.5883865818772,37.0479711080952,10.7678635270717,11.5919867780056,10.6517856081184,23.8680757049612,33.1476653104714,36.7465100807217,30.3276578114176,11.5665735421643,10.0396283260066,31.0574861378564,12.4207358798356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.173935,908121,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92217399405502,0,4.7572348237753,0,0,0,0,0,0,0,1,3.72575756087924,4.3872095501876,3.07668157099987,7.37549886996086,3.25296905370574,3.10572403828525,4.18198023534941,4.34125238454088,4.27568461186692,3.03454945157831,0,0,0,0,0,0,0,0,0,0,0,16.0031036449943,12.7748428705212,12.2067699506599,13.2988678006524,29.7611039056035,28.8611953346875,11.4477657340581,9.97122992940742,11.6016408763632,11.6966542782281,10.7118208268156,14.3935928376941,10.9994843461961,13.9433766523157,51.3163943430207,38.6687814058558,11.5011188951597,11.7758571468387,11.4451592868481,23.1744659084711,31.8840167478565,39.6813108324607,23.2692711785101,12.5948973328616,10.8699261138141,35.9984974890249,12.0311565838726,14.8623537688494,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.232171,908122,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.05092015175165,0,0,0,0,0,0,0,0,1,1,3.19428003684533,3.05043945345377,3.19297924188299,8.44140406021108,3.1452630830422,3.23055085186822,4.23274321328826,3.74936909845498,3.51771642754191,3.07295752640733,0,0,0,0,0,0,0,0,0,0,0,15.090243332262,11.4092840378669,11.1771094397578,12.5498581215751,25.8741089588791,25.0944428915658,9.20528082775619,9.16642670628531,9.1483628303337,8.70514712586038,9.78873953433733,11.0387945685167,9.03790127265483,10.2880433539675,39.8081564938352,32.9376393952413,9.28345465213728,9.96166950475851,9.03825634495574,21.571817137663,22.5865208579349,33.9233609439399,21.1430765679119,10.2429032302926,8.66825988550763,27.5270974407808,9.25098419668736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.405714,908123,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.27617396928891,4.91396516922099,2.75208460027054,9.96295504508438,3.25137711327828,3.12309172469611,4.79927000980437,5.01096856666383,3.10632961031945,2.91737670096637,0,0,0,0,0,0,0,0,0,0,0,14.4737570583842,11.317620607707,11.8002235653687,12.2817234454853,24.4900202639581,24.0896834951377,20.6966776399432,18.6410214814351,18.9840034036809,20.3027709265769,17.9968384112025,20.9499060913795,18.1418683009834,28.9191440833388,82.815259888459,65.8696945677633,18.2356388068942,19.4209141994198,18.284272522113,37.125562597807,50.4104234399078,66.2580265278927,56.4925562475591,21.1007466900397,17.1007115828928,62.9193296667143,14.3481594938645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.51612,908151,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64492488752873,0,0,2,0,0,0,0,0,3.22143272072502,3.5917420003636,2.94264067279941,7.23236739309126,3.35415333555239,3.10144356628423,4.38801250005822,4.14833785756391,3.13678493429031,3.18677683466524,0,0,0,0,0,0,0,0,0,0,0,19.2988183889175,15.3026160158745,14.1499799852269,16.4828607822579,21.6576874042525,25.536629407609,14.7703710296623,13.1565328355226,15.0663884679026,14.2932880188001,14.6380331948001,18.5767571755853,14.8158797817142,17.7700979286267,66.9319201525326,49.63187480299,15.9963826570967,15.7111732691741,14.2694128472207,22.9494657731623,44.2309872615282,53.0591437005809,31.9890576745116,19.190069557583,14.2280292058852,46.0515943340286,10.1963977142606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8674647582614,1,0,0,0,0,0,0
-1.172326,909256,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0.743805,3.11660987925144,1,0,1,0,0,0,0,0,0,0,0,7.28103290879348,6.37950377276679,0,0,1,0,1,0,1,1,4.95677864807894,4.92552755563466,2.98402749881556,8.49975306151397,3.21150096559268,3.24046828110686,4.17315572100849,4.95821366497483,4.68447282749832,2.87045717512893,0,0,0,0,0,0,0,0,0,0,0,17.1121426882975,15.5360104825586,15.2860579878277,16.7349218732365,22.0425060294833,19.9713939288941,20.8263660867555,17.8631397127885,20.7247339173591,21.8661136760608,19.2287245961167,22.6183823905955,19.9372857659861,22.0545315287852,90.124399309092,67.5757675872951,18.8475115777456,22.3971139687409,19.5944596085993,43.3261661692135,60.2374417777665,67.9942353517819,59.6864995418312,21.1965480660225,18.4928353982828,69.1165867440515,13.4248712607189,16.7800271766125,1,1,35.7061497150527,0,0,19.8824244829268,1,0,2,0,0,0,0,1,0,50.5814083276704,2,1,24.4923680453981,25.406428597952,28.9967761295597,36.2052055822572,2
0.378107,909778,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1414368883561,4.19229314709487,3.36755427920399,7.49556208498826,3.54081287054442,3.16435625896784,3.79789119817833,4.45657406645286,3.70212186830895,2.98573640303778,0,0,0,0,0,0,0,0,0,0,0,11.1000602150654,9.64904661381705,9.14433179165977,9.97264408656022,29.443844378883,29.8071698823453,11.1940634858656,8.88285987892924,11.018328628845,12.1997314552158,11.186940131493,11.9338812865852,10.0006354965447,13.8253085011476,45.3147770502023,32.9445169816379,9.50361654763372,10.7679470586366,10.0962260740024,20.4151888412609,30.3927408556598,35.6456050437581,25.0792079697688,11.5877939310371,9.65189675942681,31.6657443532685,11.8643969557716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.696937,910704,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.68201517420123,4.06828081851173,3.9937718218456,7.77621696506346,3.18167537569052,3.01782633977212,3.60083793712348,4.01212542218704,3.79022714405882,2.99125780598405,0,0,0,0,0,0,0,0,0,0,0,11.5621364912047,8.82599599423349,8.83215384280914,10.5213105630162,22.3008145438964,29.7267750982654,11.53402638748,10.5205086752876,11.2480253718392,11.7436344581772,14.4137841764149,12.3190283759098,11.3298120707338,15.0501216846099,51.048834730045,38.7018270276449,11.3968673052996,13.4866379183719,11.1610987952872,26.1287708262653,25.2575116259995,39.5357165638131,36.7305055378041,12.6002651284255,10.4300175161975,34.5035260697516,11.7280277810962,14.7061034325758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.534739,910852,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397385943,4.71000946987234,3.09036608683573,8.08252361388649,3.26380264834081,3.10290460680342,4.39541032318761,4.21469806388825,2.94573408647218,2.95694131573093,0,0,0,0,0,0,0,0,0,0,0,10.8741759855338,9.59876610127126,9.54117350125891,9.51406379405176,23.006163682838,27.148719092946,18.7873217767435,19.6906098393716,19.0132116321646,23.1293672135144,17.8663207689772,20.852392627157,18.4322552202803,26.0122146404989,83.2154115406802,63.8447389927942,19.1661528868132,19.8287922311191,17.7426094288661,49.2700917686172,59.5707936224161,66.2750965066928,58.4350708633414,22.1197747742983,17.4240268481275,60.2749381595494,13.9702293700551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.661202732488,0,0,0,0
1.664139,910910,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.746166,0,0,11.8249992723073,0,0,0,0,0,0,0,0,0,0,3.07796154079537,3.87990728387945,3.59775870786044,7.56743466129746,3.29994530403766,2.9819082181166,4.46823319754736,3.89400118011522,3.44943984164494,3.0678321449277,0,0,0,0,0,0,0,0,0,0,0,11.6184282952115,9.31859289626622,8.67598026990404,9.68811940570937,25.7037748072403,33.5950805401061,12.4912584606541,10.9803002630336,11.4827954298468,11.1038539749339,11.9724298739033,14.3363574144657,11.5088286195601,18.3999037385118,53.8735885940273,37.3509018074708,11.9406068614936,12.565738877137,11.0953135657694,23.5555629559463,26.8346672541949,42.2789612104017,31.1458866907871,12.6606679463487,11.1807865489845,37.1924342113212,11.4469083218847,0,0,0,0,11.1415964417513,1,0,0,0,0,11.7551883399068,14.835146662223,2,0,0,0,0,0,0,0,0,0,0,0
2.48732,910927,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44047330714995,0,3.08442890070882,0,0,1,0,0,0,0,1,3.04377235027003,3.45521608282171,4.00421239147287,7.76227365049869,3.09863771629869,2.93517030159722,4.65426126845047,3.95927984716416,2.8101315622227,3.01231839578368,0,0,0,0,0,0,0,0,0,0,0,11.8337064860165,9.19706056195333,9.70114686357895,10.2494398253098,20.7586714807082,26.8873909226602,8.78790984046957,8.46499293525629,8.52276885424208,7.9184351727686,8.81525574224047,10.7122212070823,8.55079442982238,14.6029842620158,39.9344170869905,32.5382534317632,8.98270136149429,9.14422999541961,25.868646039698,18.3607559131854,22.624009806222,32.7068781575576,22.6613706601848,10.3798658030347,8.27473503363872,27.9745643715705,15.6792781117139,0,0,0,32.118075865342,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1.130901,910948,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706277,0,1,0,0,0,0,1,5.92467336767911,3.77499207685146,4.09082340155186,7.48498903051195,3.2479840119963,3.17690133486297,4.31846945083382,4.60713147278558,4.53087617230116,3.16497977464766,0,0,0,0,0,0,0,0,0,0,0,12.5917078941154,11.3947204354664,10.7325197446248,10.7717234701621,21.2375602869363,26.4978482681725,9.82603108966522,10.0285694631232,10.5262676794284,9.76465948243517,10.1056282202968,12.5751433094347,9.98961489182041,11.2392989658542,45.4038338808382,35.3686603988911,9.91870271948807,10.9355955349483,9.51322981211721,23.1011361073016,29.5648623130476,38.2139697536617,23.8575313712427,11.0801544837872,9.68768715599768,33.2591667682466,10.6998364587735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.83633,924106,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.44775132638344,5.96700736282848,3.14030690767046,7.77434415426255,3.38886038402207,3.34039331204939,4.70940431649339,5.05550332810168,6.82945881352832,3.10096869889626,0,0,0,0,0,0,0,0,0,0,0,12.297815959671,9.34836196744438,10.3869724045616,11.4685443960083,24.4480622630301,25.5299112508226,17.8775536500167,15.4470370568234,17.2126111267734,16.6979697607092,16.2168745528382,18.6204241184999,17.090964205515,18.6969856727547,70.059507211935,52.783706565204,17.0125775478617,16.9424267419483,15.6898279816301,29.5790143383672,34.5880246288124,57.9841525452403,39.9655044927593,18.4199558090458,14.7848922307455,52.5811001906659,17.9937609753121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.226329,924240,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.632105,2,0,9.57819346796938,0,0,0.823976,0,0,0,0,1,0,1,3.36269151531363,3.59639741562431,3.50910295418432,7.58283586806863,3.29292793313281,3.33425052663099,4.07868365439417,4.47903166726811,3.17859188183628,5.1863054991096,0,0,0,0,0,0,0,0,0,0,0,11.4673539750353,9.38783819582627,8.94443468507356,11.1348337372226,34.2990716598595,27.1787990388237,11.0062573308403,7.75024185580122,9.24047950758415,9.28069226231331,9.36119029346207,10.0695747025844,9.32525529002612,9.85042411462934,41.0349277921192,30.8216122277129,9.06817082128587,9.66985195248191,9.19471718613606,20.1860145769361,26.8525542806908,30.9529228252854,26.9852766527543,10.0976411853494,9.0514329272873,27.7606817299511,10.162700203281,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.103719,946359,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53329532742779,0,0,0,0,1,1,0,0,0,0,4.07761892346266,4.53286408214105,3.18512977748117,8.89429015583682,3.39879706327848,3.41896129068587,4.17871181682166,4.58304802308621,3.35769627225955,3.13602429204089,0,0,0,0.65,0,0,0,0,0,0,-1.8,11.4395532535383,8.54005149761483,8.7888844309098,9.44181070821564,24.2451722920915,25.954932399137,15.4381267853606,13.1127199789397,16.0125878151336,16.1622803490722,15.9911007501289,17.7388578196403,15.5756728603521,19.5138061354994,70.0596065144401,51.5500106147827,16.7589829048539,17.5819734229139,15.0902492274146,25.6119230869764,34.2712289294765,54.1025808819626,40.734069488748,17.8504011586964,15.6769265161034,52.3753102308908,12.8125618374036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.354244,946382,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70754,0,0,0,0,0,0,1,3.17790386676952,3.2947597720536,3.84182855409805,8.62523633183318,3.39557067093107,3.17850033736696,3.89489272512605,4.01407935316241,3.40002011078991,2.94036531408701,0,0,0,0,0,0,0,0,0,0,0,10.6146600158533,10.01578302363,9.15258325091487,10.5789568655958,28.0013297958455,28.8629010750953,11.5406558027796,10.0207276190813,12.1549595795149,11.5676980252394,11.3113445911231,13.4736734517818,11.8002585754583,13.8253537193544,47.7190823244901,35.0372970967883,11.5399705008478,12.0825154182752,11.349807993026,23.418697304072,23.7590702643505,39.4347871951882,35.2336740772684,12.0179425403857,10.9459068587921,34.2019977248974,9.29967620319157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.745242,949093,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2.94513528598023,1,3.93823385626333,0,1,0.650866,0,0,0,0,0.650866,0,1,0,0,0,0,2.92238078377369,3.18459814182896,5.108049689157,6.55190848752164,3.32868060273172,4.4512434316152,3.92671178550056,4.86570937347665,3.63946324074324,3.18121841495395,0,0,0,-0.23,0,0,0,0,0,0,0,11.5338550241763,10.2947141526326,9.86714947990661,10.3420371408355,23.434420357455,27.6871508093896,11.021867447954,10.0234182851738,11.3730767843292,10.8883931168318,11.1842343770654,13.5015350939947,11.6207474360699,15.0701098233445,53.2923262688579,36.8561825130619,10.6741565180699,12.1496341078626,11.4267866137616,22.9399271203301,26.0135789838069,40.591876003291,33.2575013625514,12.4089081424551,10.7162134420141,37.6166313039068,9.28064053670764,0,0,0,0,9.32509468790466,1,0,0,0,0,9.85911680808637,11.7865133391168,1,2,0,2,0,0,0,0,0,0,0,0
3.897666,1240172,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875777,13.1501892864192,0,0,0.875777,0,0,0,0,0,0,0,2.95085778311612,4.07302851077917,3.78100593109048,5.67735716296826,3.31266196955623,4.52310744190044,3.77230260645364,4.35153769226237,4.26225120033912,2.96487931896098,0,0,0,0,0,0,0,0,0,0,0,12.1458724532161,10.6694048002198,10.757615979334,10.3909445117046,20.5141956428964,27.624715794965,10.8324542796102,9.32480617621859,9.7867109012804,10.0268328328003,10.4255427779415,11.6647823573426,10.1611742468667,12.1108120044749,45.7500790425699,34.6340226249799,10.2131622665029,11.365872809944,14.4355626438525,20.3675762368534,25.3177295539604,34.8050292418473,25.5380015478078,12.479692229402,9.40015296873304,35.6555716161503,12.2174291831447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9966,1290798,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.835172,0,0,0,0,0,0,0,2.71208647731834,2.8493748358107,3.05766721892633,7.33664929869362,3.27224841607587,3.14216578501541,3.99783703159239,3.94467034383677,5.01030047730851,2.99119118116315,0,0,0,0,0,0,0,0,0,0,0,11.428649516703,8.8315335094502,9.09997313333631,8.8719182712703,25.4351455975812,28.0206445250385,15.5502384504309,15.6137010911653,16.0849680079278,15.4454260430902,15.5765206238283,18.1924391314625,15.1678311159499,19.11715231852,68.970874115407,54.8299630744994,15.0612718396342,16.512663564444,15.5099147004524,34.10609962494,43.6151848116849,53.9067953955664,38.3674672042348,17.4650828162944,14.1705209081795,47.302516855227,8.0563290268714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.698774,1290905,235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.13920874229133,0,0,0,1,0,0,0,0,0,0.781817,0,2,0,0,0,0,3.19595578934386,3.19104362260314,3.22842872524034,6.78730317887426,3.21796634198081,3.91078031233018,4.1455546591218,4.36416485928843,3.11625743423696,2.98083272418944,0,0,0,0,0,0,0,0,0,0,0,13.7037935054423,11.1435388993764,11.1361869891845,12.3717907871133,24.7166806979301,26.480491069865,15.0335353439569,13.6484524371782,15.6804711373423,15.5135113821816,14.7397291221294,17.4510238095821,14.6310150080268,20.0037359373437,69.7989679772811,55.0940714239643,15.4964787538215,15.5018209845235,15.0582551973727,36.5930957911662,36.8411788515758,49.4632856353242,38.780246298119,16.4708569170797,14.2573766761565,47.7484700056678,8.76498089053253,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
