
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 13.6700
2   7 0.00379 12.4600
3  14 0.01216 11.3500
4  22 0.02210 10.3400
5  29 0.03179  9.4230
6  34 0.04077  8.5860
7  37 0.04890  7.8230
8  39 0.05627  7.1280
9  41 0.06294  6.4950
10 42 0.06900  5.9180
11 41 0.07451  5.3920
12 41 0.07953  4.9130
13 41 0.08416  4.4770
14 41 0.08842  4.0790
15 41 0.09235  3.7170
16 42 0.09599  3.3870
17 42 0.09937  3.0860
18 42 0.10250  2.8120
19 42 0.10540  2.5620
20 40 0.10810  2.3340
21 39 0.11070  2.1270
22 39 0.11300  1.9380
23 38 0.11520  1.7660
24 37 0.11720  1.6090
25 37 0.11900  1.4660
26 37 0.12070  1.3360
27 36 0.12230  1.2170
28 35 0.12370  1.1090
29 34 0.12500  1.0100
30 31 0.12620  0.9207
31 31 0.12730  0.8389
32 29 0.12830  0.7643
33 28 0.12910  0.6964
34 28 0.12990  0.6346
35 26 0.13060  0.5782
36 25 0.13120  0.5268
37 25 0.13170  0.4800
38 24 0.13220  0.4374
39 22 0.13270  0.3985
40 22 0.13310  0.3631
41 22 0.13340  0.3309
42 21 0.13370  0.3015
43 18 0.13400  0.2747
44 19 0.13420  0.2503
45 20 0.13450  0.2281
46 21 0.13490  0.2078
47 21 0.13520  0.1893
48 22 0.13540  0.1725
49 22 0.13570  0.1572
50 22 0.13590  0.1432
51 22 0.13610  0.1305
52 22 0.13630  0.1189
53 22 0.13640  0.1083
54 23 0.13660  0.0987
55 23 0.13670  0.0900
56 23 0.13680  0.0820
57 26 0.13690  0.0747
58 25 0.13700  0.0680
59 25 0.13700  0.0620
60 26 0.13710  0.0565
61 26 0.13720  0.0515
62 26 0.13720  0.0469
63 27 0.13730  0.0427
64 27 0.13730  0.0389
65 27 0.13730  0.0355
66 28 0.13730  0.0323
67 29 0.13740  0.0294
68 29 0.13740  0.0268
69 29 0.13740  0.0244
70 31 0.13740  0.0223
71 31 0.13740  0.0203
72 31 0.13740  0.0185
73 31 0.13740  0.0168
74 31 0.13740  0.0154
75 33 0.13740  0.0140
76 33 0.13740  0.0127
77 33 0.13750  0.0116
78 33 0.13750  0.0106
79 33 0.13750  0.0096
80 33 0.13750  0.0088
81 33 0.13750  0.0080
82 33 0.13750  0.0073
83 33 0.13750  0.0066
84 33 0.13750  0.0061
85 33 0.13750  0.0055
