IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_809,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_647,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,EXP_FASTK,EXP_BTK,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MARK3_X_EXP_PPP2CB,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,EXP_PTK6_X_EXP_PTPN1,Predicted IC50,Validation
4.704154,1240131,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,4.4537423432,4
-3.427178,1240138,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,-3.440009358,3
4.610428,1290814,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,4.849224988,8
1.109365,1290810,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,2.5189732414,5
1.469115,1240138,282,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,2.6397618179,1
2.521105,1290813,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,2.569024606,3
2.855961,1240139,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,3.3868810877,2
5.403029,1290808,193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,5.1166586183,6
2.533049,1290813,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,2.8043367256,10
-0.546812,908470,1024,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,-0.801458504,9
1.486742,1240138,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,1.9019698742,8
4.98061,908150,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,4.4367178743,9
4.115906,1290814,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,3.3922602645,3
-0.848405,908152,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,-0.150663132,1
2.737297,908470,1052,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.4089558873,1
5.550795,1240135,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.5367893668,10
0.262697,907173,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,-1.067922363,1
3.890009,1290814,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,4.2882195997,8
1.354959,1240138,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,1.7968230616,5
-0.068018,1240131,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,0.631250457,4
3.844172,1290814,152,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,3.5319871433,5
-0.489509,1290808,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,-1.202938706,4
5.050858,1290808,1039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.8807885529,10
4.750702,1290808,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.6403978822,5
5.03714,908470,293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,3.9646803477,6
0.966578,908152,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,0.7970252428,4
4.587823,1240135,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.2561960099,5
4.484769,1240136,282,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,4.5814911859,6
3.139148,908470,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.4125121619,1
5.777214,1240141,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,6.0124543816,6
3.851927,1240135,1143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.1816162324,4
-0.56913,1290813,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,0.2934613379,6
4.288471,908470,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.1317672353,6
2.826472,907173,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,0.996196173,9
4.518896,1240131,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,5.0662377193,3
5.432949,908152,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,5.639180835,3
3.970391,1240137,1158,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.8571977881,2.9707824706,8.223254754,64.471957893,70.002262988,18.40041845,26.631507976,23.608633945,27.877271273,3.4669314671,6
3.736149,907173,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,3.3643360241,2
3.095066,908150,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,3.6889653302,3
3.903613,1240135,291,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.7105467314,7
2.682806,907173,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,1.4809671661,1
6.263035,908470,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,5.8544984473,8
2.005987,908150,1049,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,1.8994457383,7
1.055542,1240136,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,0.7671841574,10
1.525583,1240139,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,2.0964137224,2
5.287537,1290810,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,4.6827347563,2
6.736052,1240141,176,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,6.2274927191,10
4.383527,1290810,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,4.0802074627,6
0.765282,1290808,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,1.8782955136,5
5.433953,908152,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,5.7909124621,1
0.640218,1240139,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,0.7913838828,5
1.803987,908150,1010,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,1.7565568394,6
-0.010899,907173,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,1.7261777698,6
6.801548,908470,176,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,6.2016234777,2
-1.597652,1290808,1024,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,-1.842054803,2
5.695697,1290814,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,5.5940691403,7
2.875896,1290810,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,3.2658165104,1
4.399895,1240135,253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.8367548275,9
2.050014,1290808,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,2.2712779355,4
0.990313,1240141,153,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,0.9369083721,4
4.5667,1290808,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.5181742098,6
3.114917,1240131,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,2.7671242482,2
1.68188,1240135,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,1.6365558379,4
5.480284,908150,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,5.1560669228,9
3.199871,908150,1019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,2.3965643941,1
5.365943,1240141,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,4.1788778312,1
2.699308,1290808,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,2.7825123991,9
5.308134,1290813,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,4.5558447372,5
4.316206,1290808,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.5394016359,3
0.589876,908150,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,1.2412592492,6
4.101387,1290808,291,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,3.9617626405,8
2.347005,1290810,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,2.3462276389,1
0.009208,1240131,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,0.2363447493,7
3.586459,1240131,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,3.9148257732,10
0.020335,907173,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,0.8134110857,7
2.610589596,1240131,1014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,2.3743790313,4
4.575381,1290810,1050,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,4.4366678574,3
1.887723,1240136,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,2.1087494713,4
2.8132274118,908152,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,2.743120496,8
4.110591,1290808,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,3.7614267691,2
1.138534,907173,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,1.8907612548,1
-0.586059,1240136,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,2.1715444378,9
5.468396,1240138,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,5.8175725964,5
5.564556,1290813,293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,3.7508542321,4
1.328056,1290813,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,1.8667302513,4
4.806856,908470,281,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.2316540442,1
2.744286,1240138,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,3.1994641153,3
-1.900369,1290813,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,-1.781269406,8
3.755641,1240138,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,4.1105686289,6
4.923266,1240136,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,4.7849951095,2
3.352685414,1290808,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,3.2764941978,2
3.249266,1290810,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,3.3410306263,4
