IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_118_ASA,PKA_137_N_EXP,PKA_219,PKA_219_ASA,PKA_44,PKA_44_ASA,PKA_44_CHA,PKA_44_ENG,PKA_44_EXP,DOM_FAT,MUT_PAK5,MUT_STK19,MUT_STK19_EXP,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_5692755_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_75035_EXP,GO_0007010,GO_0007030,GO_0007548,GO_0007568,GO_0043154,GO_0043154_EXP,GO_0051402,GO_2000379,EXP_FAM20A,EXP_BRDT,EXP_STK16,EXP_CAMK2D,PKA_109_I_CSV_X_Fingerprint_617,PKA_109_I_X_Fingerprint_617,PKA_190_ENG_X_Fingerprint_694,PKA_190_EXP_X_Fingerprint_644,PKA_190_E_EXP_X_Fingerprint_860,PKA_190_VOL_X_Fingerprint_860,PKA_192_ASA_X_Fingerprint_576,PKA_192_B62_X_Fingerprint_576,PKA_192_CSV_X_Fingerprint_576,PKA_192_VOL_X_Fingerprint_576,PKA_194_CSV_X_Fingerprint_709,PKA_249_ENG_X_Fingerprint_576,PKA_294_CSV_X_Fingerprint_576,PKA_59_ENG_X_Fingerprint_702,PKA_89_ASA_X_Fingerprint_702,EXP_COL4A3BP_X_EXP_COL4A3,EXP_CSNK1E_X_EXP_DIEXF,EXP_CSNK1E_X_EXP_HEATR1,EXP_CSNK1E_X_EXP_RPP40,EXP_CSNK2A1_X_EXP_HDAC1,EXP_CSNK2A1_X_EXP_HDAC4,EXP_CSNK2A1_X_EXP_SIN3A,EXP_CSNK2A1_X_EXP_SUPT5H,EXP_INSRR_X_EXP_GRB2,EXP_INSRR_X_EXP_SOS2,EXP_MAP2K1_X_EXP_DNM1,EXP_MAP2K1_X_EXP_PIK3CD,EXP_MAP2K1_X_EXP_RPS27A,EXP_PAK3_X_EXP_CTNNA1,EXP_TBK1_X_EXP_TRAF3,PWY_R_HSA_1280218_CSV_X_PWY_R_HSA_442742_CSV,PWY_R_HSA_187687_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_3247509_EXP_X_PWY_R_HSA_388841_EXP,GO_0001666_X_GO_0006469,GO_0001933_EXP_X_GO_0006914_EXP,GO_0007049_CSV_X_GO_0035019_CSV,GO_0007249_X_GO_0097190,GO_0010507_X_GO_0023014,Predicted IC50,Validation
4.41767,905956,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.4477200468,0,0,0,1,2,0,0,0,0,2,0,2.9160910977,2.9814266088,6.1494041617,4.1849677863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.712658412,53.764370033,45.856294058,49.899129675,66.61997769,28.457305546,40.698342909,49.483888398,26.281065246,12.860195191,27.700848394,28.681514716,27.819922552,30.604171741,59.61148822,0,21.707659923,0,0,0,0,0,0,4.3466791808,7
1.545116,905974,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,0,1,1,0,0,0,1,2.8982673111,3.1179858022,6.6223905422,6.3735193297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.179250323,69.231584365,57.96100094,71.586451382,68.193469921,24.939037809,46.568674468,54.459331281,21.917179356,11.513393429,39.765015224,32.334077235,33.840786163,32.896410711,52.824260528,0,0,0,0,0,0,0,0,2.6365110243,1
3.989799,905975,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024332674,0,0,0,0,1,0,0,0,0,0,0,2.9393612217,3.0331977678,6.3313205692,5.5179124686,0,0,0,0,0,0,0,0,0,0,0,0,0.859148,0,0,19.363764089,56.516941659,49.358272428,61.290597083,70.103079635,25.40773729,43.230728546,47.255255279,23.431986844,13.075051813,30.379608093,32.794005356,33.367077866,32.069399532,42.544413731,0,0,0,0,47.27718335,0,0,0,4.3976496953,7
4.977611,905976,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-44,-1,-1.325,4.1399567688,0,0,0,0,0,4.6667367632,0,0,0,2,0,0,0,0,0,0,0,2.9925244418,3.0291194103,5.979879232,6.3682132261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.933686886,41.054025898,43.524030252,50.796320375,67.278666473,25.727428928,39.743015404,52.270335772,24.965556946,14.053819973,32.585478248,27.370368242,28.943883197,42.772357525,49.802585909,0,0,0,0,0,0,0,0,4.0503484515,3
4.259367,905977,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8319819899,0,0,0,1,1,0,0,0,0,0,0,2.9410140667,3.3440903242,6.6760292477,4.1345933566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57002692,52.790402641,47.169652869,52.539689772,70.149017024,28.781518129,40.044534623,56.490669952,23.020494804,11.194557842,31.982199019,37.870891979,33.156379125,40.6414511,38.76150124,0,0,0,0,0,0,0,0,4.635130435,6
1.55516,906792,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,0,0,0,0,0,0,0,2.9336195086,3.0075638579,6.3078544341,4.6956922601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.450796514,55.16582526,49.711210439,50.040942802,64.748389274,27.03294084,37.429377516,47.572123155,22.989553698,14.328579655,49.52863398,32.277491751,30.410898692,29.449027322,46.588327793,0.5591187223,0,0,0,0,0,0,0,2.8022836723,7
2.068137,906793,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2512862115,0,0,0,0,0,0,0,0,0,0,0,6.0672261207,2.9733786195,6.3334086183,5.9662547883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.160074437,57.322635107,56.72533542,55.972354113,68.319046771,25.918689989,44.720432255,54.891895853,21.680699075,11.809427234,62.667193319,29.029980843,41.718146447,32.858736004,43.919282138,0,0,34.397934616,0,0,0,0,0,2.6428862801,2
2.638041,906813,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,3.4626093119,6.8184411853,4.6730891924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.858972409,51.128685946,45.608789827,44.208357325,67.017740607,25.582210476,41.376341962,50.16928224,22.027852825,12.811581346,44.2714688,30.439823495,27.779503103,33.487466856,34.322226021,0,0,0,0,16.819895748,0,0,0,2.7664537019,9
4.06853,906814,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,0,1,6.4800101127,2,0,2.8784694921,2.8626093565,6.6611617446,4.3178819809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.761039507,49.115434945,47.673832989,53.677081261,63.975053044,25.152619617,42.64962661,45.297872309,24.269669485,15.528146912,25.726736476,27.877032791,27.714306459,30.492563713,43.108514437,0.4480910048,0,0,1,66.866550537,0,0,0,3.9312842785,1
3.447352,906818,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,1,0,2.9159680908,2.9224205155,6.7564872014,5.125511477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.995734796,41.801304555,41.189054187,42.774746673,66.119816761,25.384511277,37.505188278,51.275786144,25.154629774,14.130338989,29.196191057,29.433469858,30.948729185,32.771596307,42.23883079,0,0,0,0,0,0,0,0,2.895805514,5
4.665057,906830,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.4080474507,0,0,3.2377493328,1,0,0,0,0,0,0,0,2.8686287901,2.999320268,7.5379994686,5.5800564821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.813988978,49.423674378,45.958761811,45.327549742,58.434506648,21.828095469,37.361476644,45.838675861,22.657094421,13.943291531,29.123666473,29.242788421,26.216113623,29.933926636,41.438621833,0,0,0,0,57.18418478,0,0,2,4.5924098284,9
4.560247,906841,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,0,0,0,0,0,2.8520176879,3.0622812835,6.0677179038,5.1389451953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.329764948,63.441527231,51.869310853,57.344605098,66.374963049,24.225845973,43.143529864,49.289366623,22.147031564,11.924282574,51.534173431,32.813609881,37.622692093,28.502588136,51.109172817,0,0,0,0,0,0,0,0,3.91589205,7
3.014392,906865,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,3.257221016,6.786587918,4.4241824512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.980916969,50.629737588,46.330647773,56.154376564,69.87761117,27.414596774,44.847347152,59.422142198,24.672505348,11.474225963,36.388682148,35.677410203,30.506768453,30.448657631,42.784583205,0,0,0,0,0,0,0,0,2.7643593334,8
3.829487,907058,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,0,0,0,0,0,0,0,2.9890279512,2.9047252579,6.3910535066,5.5516957541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.025505924,54.497902041,56.975391143,59.290826519,89.849381952,33.816147028,56.828197401,71.368140707,24.906554566,14.894716649,31.275942197,41.051699853,29.300688077,29.66619071,39.966447296,0,0,0,0,0,0,0,0,3.5242830889,1
5.165739,907067,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0815847826,0,0,0,0,0,0,0,0,0,2,0,4.6142121153,3.192433314,6.9041002491,5.3577050227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.189738397,52.700967029,53.498359604,54.349484288,65.094054393,26.159209404,43.502404293,48.868557552,21.232814808,14.000431851,29.435753007,25.8306865,27.393786534,35.156630619,47.074680558,0,0,0,0,0,0,0,0,4.6856102573,2
0.501294,907169,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0,1,0,1,0,0,0,0,0,3.0160462437,3.4084326001,6.2920197942,5.72149334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.430724358,46.273507383,45.794110121,54.785486418,67.942548799,27.759725439,41.287463688,52.221154829,21.98337641,14.03073575,27.415874498,42.278966808,31.641118275,31.259972091,40.659993281,0,0,0,0,0,0,0,0,3.0939156327,10
3.586308,907171,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,1,0,0,0,0,2.9636129991,3.2666693306,6.4168787772,5.6820410582,0,0,0,0,0,0,0,0,0,0,0,0,0.557707,0,0,17.962836025,50.919721088,46.188224937,50.306454478,62.68808106,26.835018282,37.835843239,46.48827232,20.770220771,12.542386662,27.956755852,36.856514579,32.253611668,28.616280091,48.50834926,0,0,0,0,0,0,0,0,3.812145092,3
3.750821,907172,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,3.2336626161,6.1317031908,6.1611277545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.565535587,46.429483971,46.856987143,47.707735967,78.02084041,27.17945583,49.064345201,57.797172794,22.568540943,14.129828489,56.309601857,33.520137685,32.549953768,32.85723478,34.647082044,0,0,0,0,0,0,1,0,2.8217107996,7
1.852409,908125,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.6371230116,0,1,3.0951624727,3.4304583082,6.6022065409,6.1020027303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.335719837,51.473698627,44.589900783,47.565064674,76.904685367,33.126546849,48.423444558,56.145724972,25.440444224,14.509201662,27.181738422,27.324388275,27.631936959,36.71962705,34.548082704,0,0,0,0,0,0,2,0,2.6597655362,9
5.451613,908128,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,0,0,0,0,0,2.8920391501,3.1962498587,6.6044383729,6.1480601306,0,0,0,0,0,0,0,0,0,0,0,0,0.845082,0,0,17.7014301,49.427087462,43.667089807,52.261573527,59.839796642,26.927618843,38.357073632,46.212276098,25.201156067,15.270878998,25.411586673,33.367078019,27.639884344,35.984510455,40.203665587,0.2691462305,0,0,1,54.479942515,0,0,2,5.6337231043,9
3.13926,909706,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,3.1420955104,6.3832991772,5.4226161461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.924084245,60.21427693,48.540718931,59.028502854,57.492783274,24.829615308,35.712323059,47.738645037,28.88353193,15.464934535,27.789304668,24.504558931,23.879324342,35.122561249,51.303662511,0,0,0,0,0,0,1,0,3.9575855746,3
3.629392,909713,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3.2692214484,0,0,0,0,0,0,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,3.1788993323,6.8625699925,5.2082461286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.514722686,50.31384623,45.413831863,43.175576363,68.369568115,27.214502323,40.178494617,49.408211623,21.40855731,13.45479164,31.292506408,29.249565153,30.968572283,32.058970505,46.966454269,0.495450235,0,0,0,0,0,0,0,4.3227573827,10
3.643293,909723,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,2.9019421786,6.3760563725,6.3314217803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.422173045,39.007295494,38.149826641,44.42984849,52.648359321,23.525012513,36.014315647,42.37686564,26.897801533,13.50491672,26.097781904,35.191656968,29.568772237,33.362035439,30.266370015,0,0,0,0,0,0,0,0,4.2963465436,4
3.351287,909724,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,0,0,0,0,2.910210766,3.0312444413,6.5304615048,4.8471171585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.008152121,60.624076088,43.426218691,55.744282047,78.768590726,30.595135627,46.725989537,54.935102722,25.86562384,12.966675268,28.811387975,29.525209595,29.118876629,33.933314802,45.112112795,0,0,0,0,13.997655292,0,0,0,3.823058619,6
2.351771,909725,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,0,0,0,1,0,2.9280808558,2.671767245,6.7064969551,6.530950752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.475765776,46.138884712,42.044339607,47.117046895,66.126987849,25.639454568,39.05644879,48.516619543,28.061534887,16.109070612,27.353598601,26.61224411,27.437288473,50.001630541,45.398736839,0,0,0,0,0,0,0,0,4.7496834487,7
3.88389,909726,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7570924094,0,0,0,0,0,0,0,0,0,0,0,2.9848356828,2.9442653885,6.8233148072,5.454875823,0,0,0,0,0,0,0,0,0,0,0,2.536,0,0,0,17.358770267,58.632185363,46.980658611,55.863799101,79.987561412,30.231762066,49.921181488,55.698341865,23.944527225,14.305833605,29.75250164,31.704062688,34.381094586,33.823471473,42.810067068,0,0,0,0,0,0,0,0,4.0633794765,1
4.482993,909784,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,3.1558922307,6.3979954472,6.9713754974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.374710723,47.874617171,46.722752521,50.891560568,55.118940551,22.982238565,37.766949466,44.822469279,19.926618226,14.24408227,48.850123156,30.670141996,27.274320126,30.05075125,48.268948224,0,0,0,0,0,0,0,0,3.1222805863,2
2.907281,910697,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,3.011024581,6.611937614,5.4941446307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.581995587,58.124879847,43.238032656,46.413892267,75.02939564,28.896413475,44.223414176,64.964359287,21.719675731,12.213056781,38.853309778,31.40853394,36.871514483,27.523684267,47.00823082,0,0,0,0,0,0,0,0,2.9290149674,9
2.933608,910853,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4.3998443434,0,0,4.796589481,2.9052869665,6.3378627389,3.7672742525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.511211755,54.418175194,56.197647966,59.397608749,73.032922534,27.440665257,41.881291625,43.790521702,23.106660101,12.901557144,32.516115301,27.30990401,30.147514797,33.230812207,35.97598207,0,0,31.533298023,0,0,0.6948806924,2,0,2.6513558733,6
2.298717,910903,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2098945568,0,0,0,0,0,0,0,0,0,0,0,2.9202327312,3.2708078861,6.7020292041,5.4415727631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.476619157,58.401208683,48.180631364,54.12071371,71.002083144,29.000874007,49.85167579,64.166684999,22.26175927,11.90349005,67.861315539,34.74433554,33.301695988,30.252686885,50.429279287,0,0,0,0,0,0,0,0,2.5695168738,7
2.913678,910921,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,3.1587881037,6.8081987162,5.5538107885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.884248672,50.64740796,47.146565894,52.829387329,64.46911784,23.401130131,37.023887101,50.402848801,22.202646735,12.562072004,31.349067635,28.305321541,30.509243081,43.054527586,44.227532787,0.58894723,0,0,0,0,0,0,0,3.9355565826,4
1.44176,910925,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,3.5753219846,6.1396297533,4.6281963363,0,0,0,0,0,0,7.6,2,0.77178,22,0,-9.986,0,0,0,17.958518549,55.182486062,46.714483414,54.429140601,79.771087153,25.879833131,49.229766184,48.815908344,22.269043039,11.066938546,39.865307509,39.131447748,35.435925083,29.836347767,49.297862207,0,0,0,0,0,0,1,0,1.2105369321,6
