
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 6.0770
2   1 0.004957 5.5370
3   2 0.009513 5.0450
4   2 0.015400 4.5970
5   2 0.020310 4.1880
6   2 0.024400 3.8160
7   5 0.028430 3.4770
8   5 0.032460 3.1680
9   5 0.035820 2.8870
10  7 0.038660 2.6300
11  7 0.041250 2.3970
12  7 0.043410 2.1840
13  8 0.045270 1.9900
14  8 0.046940 1.8130
15  8 0.048320 1.6520
16  9 0.049830 1.5050
17  9 0.051080 1.3710
18 10 0.052120 1.2500
19 12 0.053480 1.1390
20 13 0.054910 1.0370
21 14 0.056550 0.9453
22 14 0.058250 0.8613
23 17 0.060210 0.7848
24 17 0.062620 0.7151
25 17 0.064590 0.6516
26 18 0.066360 0.5937
27 18 0.067860 0.5409
28 19 0.069110 0.4929
29 19 0.070170 0.4491
30 21 0.071090 0.4092
31 22 0.071890 0.3728
32 22 0.072590 0.3397
33 24 0.073210 0.3095
34 24 0.073900 0.2820
35 23 0.074490 0.2570
36 23 0.075050 0.2342
37 23 0.075530 0.2134
38 24 0.075940 0.1944
39 24 0.076290 0.1771
40 25 0.076610 0.1614
41 29 0.076900 0.1471
42 28 0.077360 0.1340
43 28 0.077810 0.1221
44 29 0.078230 0.1112
45 29 0.078590 0.1014
46 29 0.078840 0.0924
47 28 0.079070 0.0842
48 28 0.079240 0.0767
49 29 0.079380 0.0699
50 30 0.079530 0.0637
51 30 0.079650 0.0580
52 31 0.079780 0.0528
53 32 0.079910 0.0482
54 35 0.080050 0.0439
55 35 0.080160 0.0400
56 35 0.080260 0.0364
57 37 0.080360 0.0332
58 39 0.080460 0.0302
59 38 0.080540 0.0276
60 38 0.080600 0.0251
61 38 0.080660 0.0229
62 38 0.080720 0.0208
63 38 0.080760 0.0190
64 39 0.080800 0.0173
65 42 0.080820 0.0158
66 42 0.080850 0.0144
67 47 0.080870 0.0131
68 47 0.080890 0.0119
69 48 0.080910 0.0109
70 48 0.080930 0.0099
71 49 0.080940 0.0090
72 50 0.080950 0.0082
73 52 0.080960 0.0075
74 52 0.080970 0.0068
75 52 0.080980 0.0062
76 52 0.080980 0.0057
77 52 0.080990 0.0052
78 53 0.080990 0.0047
79 54 0.081000 0.0043
80 56 0.081000 0.0039
81 56 0.081010 0.0036
82 56 0.081010 0.0032
83 56 0.081010 0.0030
84 56 0.081010 0.0027
85 59 0.081020 0.0025
86 60 0.081020 0.0022
87 60 0.081020 0.0020
88 60 0.081020 0.0019
89 60 0.081020 0.0017
90 61 0.081020 0.0015
91 61 0.081020 0.0014
