
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 18.6800
2     1 0.00031 17.0200
3     2 0.00126 15.5000
4     3 0.00389 14.1300
5     3 0.00711 12.8700
6     3 0.00987 11.7300
7     3 0.01223 10.6900
8     3 0.01425  9.7370
9     3 0.01596  8.8720
10    3 0.01743  8.0840
11    3 0.01867  7.3660
12    3 0.01972  6.7120
13    4 0.02068  6.1150
14    4 0.02158  5.5720
15    5 0.02244  5.0770
16    5 0.02343  4.6260
17    5 0.02426  4.2150
18    6 0.02501  3.8410
19    6 0.02603  3.4990
20    7 0.02696  3.1890
21    7 0.02783  2.9050
22    7 0.02857  2.6470
23    8 0.02931  2.4120
24    8 0.03000  2.1980
25    8 0.03058  2.0020
26    8 0.03106  1.8250
27    8 0.03148  1.6630
28    9 0.03204  1.5150
29   10 0.03325  1.3800
30   10 0.03508  1.2580
31   11 0.03769  1.1460
32   13 0.04069  1.0440
33   13 0.04450  0.9513
34   16 0.04905  0.8668
35   16 0.05399  0.7898
36   19 0.05923  0.7197
37   20 0.06567  0.6557
38   21 0.07200  0.5975
39   23 0.07852  0.5444
40   26 0.08534  0.4960
41   28 0.09250  0.4520
42   30 0.09976  0.4118
43   33 0.10740  0.3752
44   35 0.11540  0.3419
45   37 0.12340  0.3115
46   40 0.13150  0.2838
47   44 0.13990  0.2586
48   48 0.14840  0.2357
49   53 0.15740  0.2147
50   57 0.16650  0.1956
51   59 0.17580  0.1783
52   62 0.18500  0.1624
53   66 0.19420  0.1480
54   68 0.20340  0.1349
55   70 0.21250  0.1229
56   75 0.22150  0.1120
57   77 0.23040  0.1020
58   79 0.23920  0.0930
59   82 0.24780  0.0847
60   84 0.25640  0.0772
61   86 0.26510  0.0703
62   87 0.27350  0.0641
63   91 0.28170  0.0584
64   91 0.28960  0.0532
65   93 0.29730  0.0485
66   94 0.30490  0.0442
67   95 0.31220  0.0402
68   96 0.31920  0.0367
69   98 0.32600  0.0334
70  101 0.33260  0.0304
71  104 0.33900  0.0277
72  107 0.34510  0.0253
73  106 0.35100  0.0230
74  110 0.35670  0.0210
75  109 0.36210  0.0191
76  112 0.36720  0.0174
77  113 0.37210  0.0159
78  115 0.37680  0.0145
79  115 0.38130  0.0132
80  117 0.38570  0.0120
81  117 0.38990  0.0109
82  118 0.39380  0.0100
83  120 0.39760  0.0091
84  119 0.40110  0.0083
85  120 0.40440  0.0075
86  123 0.40760  0.0069
87  124 0.41050  0.0063
88  124 0.41330  0.0057
89  123 0.41590  0.0052
90  126 0.41830  0.0047
91  128 0.42060  0.0043
92  129 0.42270  0.0039
93  130 0.42480  0.0036
94  130 0.42670  0.0033
95  130 0.42840  0.0030
96  130 0.43000  0.0027
97  128 0.43150  0.0025
98  129 0.43280  0.0022
99  128 0.43410  0.0020
100 129 0.43520  0.0019
