
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 7.2380
2     1 0.00128 6.5950
3     1 0.00259 6.0090
4     4 0.00452 5.4760
5     7 0.00932 4.9890
6     7 0.01576 4.5460
7     7 0.02219 4.1420
8    11 0.02973 3.7740
9    18 0.04041 3.4390
10   26 0.05323 3.1330
11   30 0.06761 2.8550
12   35 0.08339 2.6010
13   37 0.09913 2.3700
14   39 0.11430 2.1600
15   44 0.12930 1.9680
16   48 0.14420 1.7930
17   53 0.15900 1.6340
18   58 0.17370 1.4890
19   61 0.18810 1.3560
20   67 0.20230 1.2360
21   78 0.21660 1.1260
22   81 0.23050 1.0260
23   81 0.24380 0.9349
24   83 0.25620 0.8518
25   84 0.26840 0.7761
26   86 0.28000 0.7072
27   91 0.29130 0.6444
28   93 0.30210 0.5871
29   93 0.31230 0.5350
30   99 0.32200 0.4874
31  102 0.33140 0.4441
32  102 0.34020 0.4047
33  103 0.34840 0.3687
34   99 0.35600 0.3360
35  100 0.36310 0.3061
36   96 0.36970 0.2789
37   97 0.37570 0.2542
38  100 0.38130 0.2316
39  103 0.38640 0.2110
40  107 0.39110 0.1923
41  108 0.39560 0.1752
42  111 0.39970 0.1596
43  111 0.40350 0.1454
44  111 0.40700 0.1325
45  113 0.41020 0.1207
46  115 0.41340 0.1100
47  118 0.41630 0.1002
48  118 0.41910 0.0913
49  119 0.42160 0.0832
50  119 0.42390 0.0758
51  118 0.42600 0.0691
52  118 0.42790 0.0630
53  117 0.42960 0.0574
54  118 0.43110 0.0523
55  120 0.43260 0.0476
56  122 0.43390 0.0434
57  124 0.43510 0.0395
58  125 0.43630 0.0360
59  125 0.43720 0.0328
60  126 0.43810 0.0299
61  125 0.43890 0.0272
62  126 0.43970 0.0248
63  125 0.44040 0.0226
64  126 0.44090 0.0206
65  127 0.44140 0.0188
66  129 0.44190 0.0171
67  128 0.44230 0.0156
68  131 0.44270 0.0142
69  132 0.44310 0.0130
70  136 0.44340 0.0118
71  135 0.44360 0.0107
72  137 0.44390 0.0098
73  136 0.44410 0.0089
74  138 0.44430 0.0081
75  138 0.44440 0.0074
76  138 0.44460 0.0068
77  138 0.44470 0.0062
78  138 0.44490 0.0056
79  137 0.44500 0.0051
80  137 0.44510 0.0047
81  138 0.44510 0.0042
82  138 0.44520 0.0039
83  139 0.44530 0.0035
84  139 0.44530 0.0032
85  140 0.44540 0.0029
86  140 0.44540 0.0027
87  140 0.44550 0.0024
88  140 0.44550 0.0022
89  140 0.44550 0.0020
90  140 0.44560 0.0018
91  140 0.44560 0.0017
92  140 0.44560 0.0015
93  140 0.44560 0.0014
94  140 0.44560 0.0013
95  141 0.44570 0.0012
96  141 0.44570 0.0010
97  141 0.44570 0.0010
98  141 0.44570 0.0009
99  141 0.44570 0.0008
100 141 0.44570 0.0007
