
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 9.0480
2     1 0.00107 8.2440
3     1 0.00218 7.5120
4     4 0.00381 6.8440
5     7 0.00793 6.2360
6     7 0.01350 5.6820
7     7 0.01913 5.1780
8    12 0.02578 4.7180
9    19 0.03539 4.2980
10   26 0.04702 3.9170
11   30 0.05995 3.5690
12   36 0.07437 3.2520
13   37 0.08898 2.9630
14   40 0.10340 2.7000
15   44 0.11770 2.4600
16   47 0.13190 2.2410
17   53 0.14630 2.0420
18   59 0.16070 1.8610
19   62 0.17490 1.6950
20   76 0.18880 1.5450
21   77 0.20270 1.4080
22   80 0.21630 1.2830
23   81 0.22960 1.1690
24   82 0.24210 1.0650
25   86 0.25430 0.9702
26   89 0.26600 0.8840
27   92 0.27730 0.8055
28   96 0.28840 0.7339
29   96 0.29900 0.6687
30  100 0.30900 0.6093
31  105 0.31860 0.5552
32  107 0.32790 0.5059
33  108 0.33660 0.4609
34  109 0.34480 0.4200
35  110 0.35240 0.3827
36  109 0.35960 0.3487
37  111 0.36630 0.3177
38  107 0.37240 0.2895
39  104 0.37810 0.2638
40  107 0.38340 0.2403
41  108 0.38820 0.2190
42  111 0.39290 0.1995
43  112 0.39730 0.1818
44  112 0.40120 0.1656
45  112 0.40470 0.1509
46  116 0.40800 0.1375
47  117 0.41120 0.1253
48  120 0.41430 0.1142
49  120 0.41720 0.1040
50  120 0.41980 0.0948
51  121 0.42220 0.0864
52  121 0.42440 0.0787
53  121 0.42650 0.0717
54  120 0.42830 0.0653
55  118 0.42990 0.0595
56  120 0.43140 0.0542
57  122 0.43290 0.0494
58  125 0.43410 0.0450
59  125 0.43540 0.0410
60  126 0.43650 0.0374
61  125 0.43740 0.0341
62  126 0.43830 0.0310
63  125 0.43910 0.0283
64  126 0.43980 0.0258
65  125 0.44040 0.0235
66  129 0.44090 0.0214
67  130 0.44150 0.0195
68  132 0.44190 0.0178
69  132 0.44240 0.0162
70  134 0.44280 0.0148
71  135 0.44310 0.0134
72  135 0.44340 0.0122
73  136 0.44370 0.0112
74  136 0.44390 0.0102
75  135 0.44410 0.0093
76  137 0.44430 0.0084
77  137 0.44450 0.0077
78  137 0.44460 0.0070
79  137 0.44480 0.0064
80  137 0.44490 0.0058
81  136 0.44500 0.0053
82  136 0.44510 0.0048
83  137 0.44520 0.0044
84  138 0.44520 0.0040
85  140 0.44530 0.0037
86  140 0.44530 0.0033
87  140 0.44540 0.0030
88  140 0.44540 0.0028
89  140 0.44550 0.0025
90  140 0.44550 0.0023
91  140 0.44550 0.0021
92  140 0.44560 0.0019
93  140 0.44560 0.0017
94  140 0.44560 0.0016
95  140 0.44560 0.0014
96  141 0.44570 0.0013
97  141 0.44570 0.0012
98  141 0.44570 0.0011
99  141 0.44570 0.0010
100 141 0.44570 0.0009
