
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 10.0400
2    1 0.001972  9.1440
3    1 0.004022  8.3320
4    1 0.006145  7.5920
5    1 0.008333  6.9170
6    2 0.010890  6.3030
7    5 0.015060  5.7430
8   10 0.021770  5.2330
9   12 0.029850  4.7680
10  16 0.038460  4.3440
11  22 0.048390  3.9580
12  32 0.060090  3.6070
13  38 0.073170  3.2860
14  47 0.087030  2.9940
15  58 0.101500  2.7280
16  74 0.116300  2.4860
17  78 0.131400  2.2650
18  83 0.145900  2.0640
19  85 0.159500  1.8810
20  91 0.172600  1.7130
21  93 0.185100  1.5610
22  93 0.196700  1.4230
23  94 0.207400  1.2960
24  94 0.217200  1.1810
25  97 0.226200  1.0760
26  96 0.234500  0.9805
27  96 0.242000  0.8934
28  96 0.248900  0.8140
29  96 0.255100  0.7417
30  98 0.260800  0.6758
31  95 0.265800  0.6158
32  93 0.270400  0.5611
33  94 0.274500  0.5112
34  94 0.278200  0.4658
35  92 0.281500  0.4244
36  91 0.284500  0.3867
37  89 0.287100  0.3524
38  88 0.289400  0.3211
39  88 0.291500  0.2926
40  88 0.293300  0.2666
41  88 0.294800  0.2429
42  87 0.296200  0.2213
43  87 0.297500  0.2016
44  87 0.298600  0.1837
45  87 0.299500  0.1674
46  88 0.300300  0.1525
47  88 0.301000  0.1390
48  87 0.301600  0.1266
49  86 0.302200  0.1154
50  85 0.302600  0.1051
51  84 0.303000  0.0958
52  83 0.303400  0.0873
53  83 0.303700  0.0795
54  82 0.303900  0.0725
55  83 0.304100  0.0660
56  84 0.304300  0.0602
57  84 0.304500  0.0548
58  84 0.304600  0.0500
59  82 0.304700  0.0455
60  82 0.304800  0.0415
61  84 0.304900  0.0378
62  86 0.305000  0.0344
63  87 0.305000  0.0314
64  87 0.305100  0.0286
65  88 0.305100  0.0260
66  88 0.305200  0.0237
67  90 0.305200  0.0216
68  90 0.305300  0.0197
69  91 0.305300  0.0180
70  93 0.305300  0.0164
71  93 0.305400  0.0149
72  94 0.305400  0.0136
73  94 0.305400  0.0124
74  94 0.305400  0.0113
75  94 0.305400  0.0103
76  96 0.305400  0.0094
77  97 0.305500  0.0085
78 100 0.305500  0.0078
79 100 0.305500  0.0071
80 101 0.305500  0.0065
81 100 0.305500  0.0059
82 100 0.305500  0.0054
83 100 0.305500  0.0049
84 100 0.305500  0.0044
85 101 0.305500  0.0041
