
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 71.710
2    1 0.002149 65.340
3    2 0.004596 59.530
4    2 0.006936 54.240
5    4 0.009381 49.420
6    4 0.012400 45.030
7    4 0.014960 41.030
8    5 0.017150 37.390
9    5 0.019030 34.070
10   6 0.020770 31.040
11   7 0.022270 28.280
12   9 0.023680 25.770
13  10 0.025040 23.480
14  10 0.026210 21.390
15  10 0.027210 19.490
16  11 0.028480 17.760
17  11 0.029790 16.180
18  10 0.030940 14.750
19  11 0.032060 13.440
20  12 0.033130 12.240
21  12 0.034110 11.160
22  13 0.034940 10.160
23  12 0.035670  9.261
24  13 0.036370  8.438
25  12 0.036980  7.689
26  12 0.037460  7.006
27  12 0.037880  6.383
28  14 0.038250  5.816
29  15 0.038860  5.300
30  16 0.040340  4.829
31  18 0.041890  4.400
32  22 0.043740  4.009
33  24 0.046170  3.653
34  24 0.049120  3.328
35  27 0.052380  3.033
36  27 0.055690  2.763
37  28 0.059240  2.518
38  31 0.062990  2.294
39  31 0.066890  2.090
40  32 0.070870  1.905
41  35 0.074910  1.735
42  36 0.079210  1.581
43  37 0.083490  1.441
44  38 0.087820  1.313
45  37 0.092120  1.196
46  38 0.096400  1.090
47  38 0.100700  0.993
48  38 0.104900  0.905
49  38 0.109100  0.824
50  39 0.113200  0.751
51  42 0.117300  0.684
52  42 0.121200  0.624
53  42 0.125100  0.568
54  43 0.128800  0.518
55  43 0.132500  0.472
56  40 0.135900  0.430
57  41 0.139200  0.392
58  41 0.142300  0.357
59  42 0.145200  0.325
60  45 0.148000  0.296
61  45 0.150600  0.270
62  47 0.153000  0.246
63  49 0.155200  0.224
64  49 0.157200  0.204
65  51 0.159000  0.186
66  51 0.160700  0.170
67  55 0.162200  0.154
68  56 0.163500  0.141
69  55 0.164700  0.128
70  55 0.165800  0.117
71  56 0.166700  0.106
72  56 0.167600  0.097
73  58 0.168300  0.088
74  59 0.168900  0.081
75  59 0.169500  0.073
76  59 0.170000  0.067
77  58 0.170400  0.061
78  59 0.170700  0.056
79  59 0.171100  0.051
80  60 0.171300  0.046
81  59 0.171500  0.042
82  59 0.171700  0.038
83  63 0.171900  0.035
84  64 0.172000  0.032
85  64 0.172200  0.029
86  64 0.172300  0.026
87  64 0.172400  0.024
88  64 0.172400  0.022
89  64 0.172500  0.020
90  65 0.172500  0.018
91  66 0.172600  0.017
92  68 0.172600  0.015
93  68 0.172600  0.014
94  67 0.172700  0.013
95  67 0.172700  0.011
96  67 0.172700  0.010
97  67 0.172700  0.009
98  67 0.172700  0.009
99  67 0.172700  0.008
100 67 0.172800  0.007
