
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

    Df    %Dev Lambda
1    0 0.00000 5.8120
2    1 0.00385 5.2950
3    1 0.00773 4.8250
4    2 0.01165 4.3960
5    2 0.01832 4.0060
6    2 0.02494 3.6500
7    2 0.03147 3.3260
8    8 0.04156 3.0300
9    9 0.05438 2.7610
10  13 0.06706 2.5160
11  24 0.08355 2.2920
12  29 0.10300 2.0890
13  34 0.12420 1.9030
14  40 0.14600 1.7340
15  44 0.16780 1.5800
16  55 0.18960 1.4400
17  64 0.21190 1.3120
18  69 0.23330 1.1950
19  74 0.25490 1.0890
20  75 0.27560 0.9923
21  78 0.29470 0.9041
22  80 0.31250 0.8238
23  81 0.32880 0.7506
24  84 0.34350 0.6839
25  85 0.35740 0.6232
26  84 0.37050 0.5678
27  84 0.38230 0.5174
28  87 0.39290 0.4714
29  87 0.40240 0.4295
30  86 0.41090 0.3914
31  89 0.41850 0.3566
32  91 0.42510 0.3249
33  93 0.43100 0.2961
34  92 0.43630 0.2698
35  91 0.44090 0.2458
36  91 0.44480 0.2240
37  91 0.44830 0.2041
38  92 0.45150 0.1859
39  92 0.45440 0.1694
40  95 0.45710 0.1544
41  95 0.45950 0.1407
42  95 0.46160 0.1282
43  96 0.46370 0.1168
44  95 0.46560 0.1064
45  95 0.46730 0.0970
46  95 0.46880 0.0883
47  94 0.47020 0.0805
48  93 0.47130 0.0733
49  94 0.47230 0.0668
50  95 0.47320 0.0609
51  94 0.47400 0.0555
52  94 0.47470 0.0506
53  93 0.47530 0.0461
54  93 0.47580 0.0420
55  94 0.47630 0.0382
56  94 0.47660 0.0348
57  96 0.47700 0.0318
58  96 0.47730 0.0289
59  95 0.47750 0.0264
60  95 0.47770 0.0240
61  97 0.47790 0.0219
62  97 0.47810 0.0199
63  97 0.47820 0.0182
64 100 0.47830 0.0166
65 101 0.47840 0.0151
66 101 0.47850 0.0137
67 102 0.47860 0.0125
68 101 0.47870 0.0114
69 102 0.47870 0.0104
70 102 0.47880 0.0095
71 102 0.47880 0.0086
72 103 0.47880 0.0079
73 103 0.47890 0.0072
74 103 0.47890 0.0065
75 103 0.47890 0.0059
76 103 0.47890 0.0054
77 104 0.47890 0.0049
78 106 0.47890 0.0045
79 106 0.47900 0.0041
80 106 0.47900 0.0037
81 106 0.47900 0.0034
82 107 0.47900 0.0031
83 106 0.47900 0.0028
