
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.64580
2    1 0.01152 0.58840
3    1 0.02116 0.53610
4    2 0.03058 0.48850
5    2 0.04495 0.44510
6    2 0.05696 0.40560
7    2 0.06698 0.36950
8    5 0.08202 0.33670
9    6 0.09693 0.30680
10  11 0.11620 0.27950
11  15 0.13890 0.25470
12  20 0.16630 0.23210
13  22 0.19140 0.21150
14  30 0.21710 0.19270
15  31 0.24230 0.17560
16  36 0.26970 0.16000
17  38 0.29300 0.14570
18  42 0.31260 0.13280
19  45 0.32980 0.12100
20  47 0.34590 0.11030
21  55 0.36140 0.10050
22  60 0.37690 0.09153
23  61 0.39190 0.08340
24  62 0.40440 0.07599
25  64 0.41500 0.06924
26  62 0.42380 0.06309
27  61 0.43110 0.05749
28  62 0.43720 0.05238
29  62 0.44230 0.04773
30  64 0.44650 0.04349
31  64 0.45000 0.03962
32  64 0.45300 0.03610
33  71 0.45550 0.03290
34  73 0.45770 0.02997
35  73 0.45990 0.02731
36  75 0.46190 0.02488
37  76 0.46380 0.02267
38  78 0.46570 0.02066
39  78 0.46770 0.01882
40  83 0.46940 0.01715
41  84 0.47090 0.01563
42  84 0.47210 0.01424
43  86 0.47310 0.01297
44  85 0.47400 0.01182
45  88 0.47470 0.01077
46  87 0.47540 0.00982
47  87 0.47590 0.00894
48  88 0.47640 0.00815
49  89 0.47680 0.00742
50  88 0.47710 0.00676
51  88 0.47730 0.00616
52  88 0.47760 0.00562
53  88 0.47770 0.00512
54  89 0.47790 0.00466
55  89 0.47800 0.00425
56  91 0.47820 0.00387
57  91 0.47830 0.00353
58  91 0.47840 0.00321
59  93 0.47850 0.00293
60  93 0.47850 0.00267
61  93 0.47860 0.00243
62  94 0.47870 0.00222
63  95 0.47870 0.00202
64  95 0.47880 0.00184
65  95 0.47880 0.00168
66  95 0.47880 0.00153
67  95 0.47890 0.00139
68  97 0.47890 0.00127
69  97 0.47890 0.00116
70  97 0.47890 0.00105
71  99 0.47890 0.00096
72  99 0.47890 0.00087
73  99 0.47890 0.00080
74  99 0.47900 0.00073
75 100 0.47900 0.00066
76 100 0.47900 0.00060
77 103 0.47900 0.00055
78 104 0.47900 0.00050
