
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 18.7300
2    2 0.00374 17.0700
3    2 0.00720 15.5500
4    4 0.01062 14.1700
5    4 0.01420 12.9100
6    5 0.01736 11.7600
7    5 0.02034 10.7200
8    5 0.02283  9.7660
9    6 0.02502  8.8990
10   6 0.02691  8.1080
11   6 0.02850  7.3880
12   6 0.02982  6.7310
13   7 0.03123  6.1330
14   7 0.03248  5.5890
15   8 0.03354  5.0920
16   8 0.03451  4.6400
17  11 0.03552  4.2280
18  12 0.03723  3.8520
19  13 0.03879  3.5100
20  12 0.04008  3.1980
21  13 0.04110  2.9140
22  12 0.04203  2.6550
23  12 0.04275  2.4190
24  16 0.04355  2.2040
25  16 0.04448  2.0080
26  17 0.04531  1.8300
27  18 0.04889  1.6670
28  19 0.05285  1.5190
29  19 0.05691  1.3840
30  19 0.06095  1.2610
31  23 0.06576  1.1490
32  23 0.07187  1.0470
33  23 0.07791  0.9542
34  25 0.08430  0.8694
35  26 0.09253  0.7922
36  27 0.10140  0.7218
37  28 0.11150  0.6577
38  30 0.12140  0.5992
39  31 0.13120  0.5460
40  33 0.14240  0.4975
41  33 0.15330  0.4533
42  36 0.16440  0.4130
43  39 0.17540  0.3763
44  41 0.18700  0.3429
45  44 0.19880  0.3124
46  46 0.21080  0.2847
47  47 0.22250  0.2594
48  51 0.23380  0.2364
49  53 0.24480  0.2154
50  56 0.25540  0.1962
51  59 0.26560  0.1788
52  59 0.27540  0.1629
53  63 0.28480  0.1484
54  67 0.29380  0.1352
55  68 0.30270  0.1232
56  71 0.31150  0.1123
57  74 0.32040  0.1023
58  75 0.32900  0.0932
59  77 0.33760  0.0849
60  77 0.34600  0.0774
61  75 0.35400  0.0705
62  75 0.36170  0.0642
63  78 0.36900  0.0586
64  80 0.37610  0.0534
65  80 0.38300  0.0486
66  81 0.38960  0.0443
67  81 0.39600  0.0403
68  82 0.40200  0.0368
69  81 0.40780  0.0335
70  83 0.41320  0.0305
71  83 0.41850  0.0278
72  83 0.42330  0.0253
73  86 0.42790  0.0231
74  87 0.43220  0.0210
75  87 0.43620  0.0192
76  88 0.44000  0.0175
77  89 0.44360  0.0159
78  91 0.44700  0.0145
79  92 0.45030  0.0132
80  93 0.45330  0.0120
81  93 0.45610  0.0110
82  93 0.45860  0.0100
83  96 0.46090  0.0091
84  98 0.46290  0.0083
85  98 0.46480  0.0076
86  97 0.46650  0.0069
87  95 0.46800  0.0063
88  95 0.46940  0.0057
89  96 0.47060  0.0052
90  96 0.47170  0.0047
91  96 0.47260  0.0043
92  97 0.47350  0.0039
93  97 0.47420  0.0036
94  97 0.47490  0.0033
95  97 0.47540  0.0030
96  97 0.47590  0.0027
97  98 0.47630  0.0025
98  98 0.47670  0.0023
99  98 0.47700  0.0021
100 98 0.47730  0.0019
