
Call:  glmnet(x = x, y = y, alpha = 0.25, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 1.13500
2     2 0.00317 1.03400
3     4 0.00647 0.94250
4     8 0.01136 0.85880
5     9 0.01608 0.78250
6    12 0.02075 0.71300
7    15 0.02509 0.64960
8    17 0.02917 0.59190
9    20 0.03301 0.53930
10   21 0.03678 0.49140
11   24 0.04012 0.44780
12   25 0.04315 0.40800
13   27 0.04585 0.37170
14   29 0.04822 0.33870
15   28 0.05031 0.30860
16   30 0.05222 0.28120
17   30 0.05412 0.25620
18   33 0.05581 0.23350
19   35 0.05741 0.21270
20   40 0.05929 0.19380
21   41 0.06118 0.17660
22   45 0.06297 0.16090
23   46 0.06484 0.14660
24   46 0.06653 0.13360
25   47 0.06825 0.12170
26   49 0.07011 0.11090
27   51 0.07172 0.10110
28   56 0.07329 0.09208
29   63 0.07479 0.08390
30   65 0.07633 0.07645
31   71 0.07780 0.06966
32   72 0.07920 0.06347
33   71 0.08048 0.05783
34   79 0.08171 0.05269
35   77 0.08274 0.04801
36   81 0.08363 0.04375
37   83 0.08447 0.03986
38   89 0.08525 0.03632
39   89 0.08599 0.03309
40   93 0.08666 0.03015
41   96 0.08720 0.02747
42   98 0.08777 0.02503
43   97 0.08826 0.02281
44  101 0.08878 0.02078
45  103 0.08924 0.01894
46  108 0.08968 0.01725
47  107 0.09011 0.01572
48  111 0.09044 0.01433
49  111 0.09075 0.01305
50  113 0.09100 0.01189
51  118 0.09122 0.01084
52  121 0.09144 0.00987
53  120 0.09161 0.00900
54  123 0.09176 0.00820
55  124 0.09189 0.00747
56  128 0.09200 0.00681
57  132 0.09210 0.00620
58  136 0.09219 0.00565
59  138 0.09226 0.00515
60  138 0.09233 0.00469
61  145 0.09237 0.00427
62  148 0.09243 0.00389
63  152 0.09246 0.00355
64  153 0.09251 0.00323
65  156 0.09254 0.00295
66  160 0.09257 0.00268
67  167 0.09260 0.00245
68  168 0.09262 0.00223
69  171 0.09264 0.00203
70  176 0.09267 0.00185
71  177 0.09268 0.00169
72  178 0.09269 0.00154
73  181 0.09270 0.00140
74  186 0.09271 0.00128
75  189 0.09272 0.00116
76  193 0.09273 0.00106
77  197 0.09274 0.00096
78  202 0.09275 0.00088
79  202 0.09276 0.00080
80  207 0.09277 0.00073
81  209 0.09277 0.00066
82  214 0.09278 0.00061
83  217 0.09278 0.00055
84  219 0.09279 0.00050
85  222 0.09279 0.00046
86  226 0.09280 0.00042
87  229 0.09280 0.00038
88  233 0.09280 0.00035
89  233 0.09280 0.00032
90  233 0.09281 0.00029
91  235 0.09281 0.00026
92  235 0.09281 0.00024
93  238 0.09281 0.00022
94  242 0.09282 0.00020
95  244 0.09282 0.00018
96  246 0.09282 0.00016
97  249 0.09282 0.00015
98  251 0.09282 0.00014
99  253 0.09282 0.00012
100 253 0.09282 0.00011
