
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 1.89200
2     2 0.002722 1.72400
3     5 0.005862 1.57100
4     8 0.010640 1.43100
5    11 0.015280 1.30400
6    14 0.019970 1.18800
7    16 0.024320 1.08300
8    17 0.028360 0.98650
9    21 0.032210 0.89890
10   23 0.035920 0.81900
11   26 0.039230 0.74630
12   28 0.042280 0.68000
13   31 0.044970 0.61960
14   34 0.047390 0.56450
15   35 0.049510 0.51440
16   38 0.051420 0.46870
17   39 0.053400 0.42710
18   42 0.055250 0.38910
19   39 0.056940 0.35450
20   43 0.058650 0.32300
21   42 0.060500 0.29430
22   47 0.062280 0.26820
23   49 0.064140 0.24440
24   49 0.065830 0.22270
25   53 0.067450 0.20290
26   55 0.069280 0.18490
27   58 0.070930 0.16840
28   62 0.072630 0.15350
29   65 0.074090 0.13980
30   72 0.075580 0.12740
31   77 0.077070 0.11610
32   77 0.078530 0.10580
33   82 0.079790 0.09639
34   87 0.081040 0.08782
35   90 0.082140 0.08002
36   92 0.083140 0.07291
37   91 0.084050 0.06644
38   93 0.084830 0.06053
39   97 0.085610 0.05516
40  100 0.086310 0.05026
41   98 0.086870 0.04579
42  103 0.087530 0.04172
43  106 0.087970 0.03802
44  107 0.088500 0.03464
45  111 0.088970 0.03156
46  114 0.089370 0.02876
47  115 0.089830 0.02620
48  117 0.090160 0.02388
49  119 0.090490 0.02175
50  121 0.090780 0.01982
51  124 0.091030 0.01806
52  126 0.091240 0.01646
53  127 0.091450 0.01499
54  127 0.091620 0.01366
55  130 0.091770 0.01245
56  133 0.091910 0.01134
57  138 0.092000 0.01034
58  141 0.092100 0.00942
59  145 0.092170 0.00858
60  147 0.092260 0.00782
61  149 0.092320 0.00712
62  145 0.092390 0.00649
63  155 0.092430 0.00591
64  161 0.092470 0.00539
65  162 0.092510 0.00491
66  167 0.092550 0.00447
67  169 0.092580 0.00408
68  171 0.092590 0.00371
69  178 0.092620 0.00338
70  180 0.092640 0.00308
71  183 0.092660 0.00281
72  185 0.092670 0.00256
73  188 0.092700 0.00233
74  191 0.092710 0.00213
75  197 0.092720 0.00194
76  197 0.092730 0.00176
77  202 0.092730 0.00161
78  206 0.092740 0.00146
79  206 0.092750 0.00134
80  215 0.092760 0.00122
81  220 0.092770 0.00111
82  221 0.092770 0.00101
83  224 0.092780 0.00092
84  226 0.092780 0.00084
85  230 0.092790 0.00076
86  232 0.092790 0.00070
87  232 0.092800 0.00063
88  234 0.092800 0.00058
89  236 0.092800 0.00053
90  239 0.092800 0.00048
91  243 0.092810 0.00044
92  245 0.092810 0.00040
93  248 0.092810 0.00036
94  250 0.092810 0.00033
95  252 0.092820 0.00030
96  254 0.092820 0.00027
97  258 0.092820 0.00025
98  256 0.092820 0.00023
99  257 0.092820 0.00021
100 258 0.092820 0.00019
