
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 14.1900
2     2 0.000824 12.9300
3     9 0.002600 11.7800
4    15 0.005587 10.7300
5    25 0.009409  9.7810
6    31 0.013310  8.9120
7    36 0.017100  8.1200
8    48 0.021010  7.3990
9    55 0.024830  6.7420
10   64 0.028460  6.1430
11   69 0.031880  5.5970
12   74 0.035020  5.1000
13   76 0.037900  4.6470
14   77 0.040500  4.2340
15   76 0.042910  3.8580
16   79 0.045210  3.5150
17   80 0.047340  3.2030
18   80 0.049280  2.9180
19   82 0.051120  2.6590
20   87 0.052840  2.4230
21   90 0.054450  2.2080
22   93 0.056000  2.0120
23   97 0.057660  1.8330
24  100 0.059410  1.6700
25  104 0.061200  1.5220
26  105 0.062910  1.3860
27  107 0.064500  1.2630
28  110 0.066000  1.1510
29  110 0.067510  1.0490
30  116 0.068960  0.9556
31  120 0.070350  0.8707
32  121 0.071770  0.7934
33  123 0.073200  0.7229
34  127 0.074610  0.6587
35  128 0.075930  0.6002
36  130 0.077170  0.5468
37  133 0.078350  0.4983
38  135 0.079470  0.4540
39  138 0.080500  0.4137
40  141 0.081480  0.3769
41  142 0.082390  0.3434
42  145 0.083230  0.3129
43  146 0.084060  0.2851
44  150 0.084800  0.2598
45  154 0.085540  0.2367
46  158 0.086190  0.2157
47  159 0.086810  0.1965
48  163 0.087370  0.1791
49  164 0.087890  0.1632
50  167 0.088360  0.1487
51  170 0.088810  0.1355
52  170 0.089200  0.1234
53  171 0.089560  0.1125
54  176 0.089920  0.1025
55  181 0.090220  0.0934
56  183 0.090500  0.0851
57  184 0.090730  0.0775
58  187 0.090970  0.0706
59  192 0.091180  0.0644
60  195 0.091360  0.0586
61  197 0.091520  0.0534
62  199 0.091680  0.0487
63  202 0.091800  0.0444
64  208 0.091920  0.0404
65  211 0.092030  0.0368
66  213 0.092110  0.0336
67  215 0.092190  0.0306
68  219 0.092250  0.0279
69  219 0.092330  0.0254
70  222 0.092390  0.0231
71  224 0.092440  0.0211
72  227 0.092480  0.0192
73  226 0.092510  0.0175
74  230 0.092550  0.0159
75  232 0.092580  0.0145
76  236 0.092610  0.0132
77  237 0.092620  0.0121
78  237 0.092650  0.0110
79  238 0.092660  0.0100
80  241 0.092680  0.0091
81  243 0.092690  0.0083
82  244 0.092710  0.0076
83  248 0.092720  0.0069
84  252 0.092730  0.0063
85  254 0.092740  0.0057
86  256 0.092750  0.0052
87  258 0.092760  0.0048
88  260 0.092770  0.0043
89  262 0.092770  0.0039
90  265 0.092780  0.0036
91  269 0.092780  0.0033
92  269 0.092790  0.0030
93  268 0.092790  0.0027
94  268 0.092800  0.0025
95  269 0.092800  0.0023
96  270 0.092800  0.0021
97  271 0.092810  0.0019
98  273 0.092810  0.0017
99  274 0.092810  0.0016
100 276 0.092810  0.0014
