
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = TRUE) 

     Df     %Dev Lambda
1     0 0.000000 9.4600
2     2 0.001126 8.6200
3     9 0.003266 7.8540
4    12 0.006752 7.1570
5    21 0.010870 6.5210
6    24 0.015070 5.9410
7    30 0.018990 5.4140
8    39 0.022930 4.9330
9    43 0.026850 4.4950
10   47 0.030490 4.0950
11   55 0.033950 3.7310
12   58 0.037110 3.4000
13   61 0.039940 3.0980
14   61 0.042490 2.8230
15   63 0.044790 2.5720
16   68 0.047060 2.3430
17   71 0.049140 2.1350
18   72 0.051060 1.9460
19   75 0.052830 1.7730
20   77 0.054550 1.6150
21   79 0.056120 1.4720
22   80 0.057720 1.3410
23   86 0.059480 1.2220
24   90 0.061250 1.1130
25   92 0.063040 1.0140
26   93 0.064750 0.9243
27   97 0.066350 0.8422
28   98 0.067900 0.7674
29  101 0.069440 0.6992
30  100 0.070870 0.6371
31  106 0.072310 0.5805
32  108 0.073740 0.5289
33  114 0.075160 0.4819
34  120 0.076530 0.4391
35  123 0.077830 0.4001
36  122 0.079060 0.3646
37  121 0.080190 0.3322
38  126 0.081240 0.3027
39  127 0.082200 0.2758
40  129 0.083090 0.2513
41  136 0.083920 0.2290
42  135 0.084710 0.2086
43  138 0.085450 0.1901
44  142 0.086120 0.1732
45  145 0.086730 0.1578
46  145 0.087310 0.1438
47  149 0.087840 0.1310
48  152 0.088330 0.1194
49  152 0.088790 0.1088
50  155 0.089200 0.0991
51  160 0.089550 0.0903
52  162 0.089880 0.0823
53  166 0.090190 0.0750
54  170 0.090470 0.0683
55  174 0.090750 0.0622
56  175 0.090980 0.0567
57  177 0.091190 0.0517
58  177 0.091380 0.0471
59  182 0.091540 0.0429
60  188 0.091680 0.0391
61  192 0.091820 0.0356
62  192 0.091950 0.0324
63  195 0.092050 0.0296
64  197 0.092130 0.0269
65  200 0.092220 0.0246
66  201 0.092290 0.0224
67  205 0.092330 0.0204
68  209 0.092390 0.0186
69  210 0.092440 0.0169
70  213 0.092490 0.0154
71  214 0.092520 0.0140
72  214 0.092560 0.0128
73  216 0.092580 0.0117
74  220 0.092620 0.0106
75  224 0.092630 0.0097
76  224 0.092660 0.0088
77  230 0.092670 0.0080
78  232 0.092680 0.0073
79  233 0.092700 0.0067
80  242 0.092710 0.0061
81  243 0.092720 0.0055
82  249 0.092730 0.0050
83  250 0.092740 0.0046
84  253 0.092750 0.0042
85  256 0.092760 0.0038
86  259 0.092770 0.0035
87  261 0.092770 0.0032
88  261 0.092780 0.0029
89  263 0.092790 0.0026
90  264 0.092790 0.0024
91  263 0.092790 0.0022
92  263 0.092800 0.0020
93  263 0.092800 0.0018
94  265 0.092800 0.0017
95  265 0.092810 0.0015
96  268 0.092810 0.0014
97  270 0.092810 0.0013
98  271 0.092810 0.0011
99  270 0.092820 0.0010
100 273 0.092820 0.0009
