
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

    Df    %Dev Lambda
1    0 0.00000 9.3420
2    1 0.00161 8.5120
3    1 0.00328 7.7560
4    2 0.00546 7.0670
5    3 0.00864 6.4390
6    3 0.01265 5.8670
7    5 0.01786 5.3460
8    7 0.02454 4.8710
9    8 0.03226 4.4380
10  11 0.04116 4.0440
11  15 0.05121 3.6850
12  18 0.06292 3.3570
13  22 0.07596 3.0590
14  25 0.08985 2.7870
15  26 0.10430 2.5400
16  31 0.11870 2.3140
17  36 0.13340 2.1090
18  46 0.14850 1.9210
19  53 0.16430 1.7510
20  59 0.17990 1.5950
21  59 0.19490 1.4530
22  60 0.20890 1.3240
23  75 0.22260 1.2070
24  78 0.23590 1.0990
25  80 0.24850 1.0020
26  83 0.26060 0.9127
27  88 0.27240 0.8317
28  90 0.28340 0.7578
29  90 0.29390 0.6905
30  91 0.30360 0.6291
31  96 0.31280 0.5732
32  96 0.32200 0.5223
33  97 0.33070 0.4759
34  97 0.33890 0.4336
35  98 0.34650 0.3951
36 100 0.35360 0.3600
37 105 0.36050 0.3280
38 106 0.36680 0.2989
39 107 0.37260 0.2723
40 107 0.37810 0.2481
41 107 0.38300 0.2261
42 108 0.38750 0.2060
43 108 0.39150 0.1877
44 108 0.39530 0.1710
45 110 0.39870 0.1558
46 110 0.40170 0.1420
47 110 0.40440 0.1294
48 111 0.40690 0.1179
49 112 0.40910 0.1074
50 113 0.41120 0.0979
51 114 0.41300 0.0892
52 109 0.41470 0.0812
53 105 0.41620 0.0740
54 104 0.41760 0.0675
55 103 0.41880 0.0615
56 102 0.41990 0.0560
57 102 0.42080 0.0510
58 100 0.42180 0.0465
59 100 0.42270 0.0424
60 101 0.42340 0.0386
61 102 0.42410 0.0352
62 101 0.42470 0.0320
63 102 0.42530 0.0292
64 102 0.42580 0.0266
65 101 0.42620 0.0242
66 103 0.42650 0.0221
67 103 0.42690 0.0201
68 105 0.42720 0.0183
69 105 0.42740 0.0167
70 107 0.42760 0.0152
71 116 0.42790 0.0139
72 119 0.42810 0.0126
73 121 0.42820 0.0115
74 121 0.42840 0.0105
75 122 0.42850 0.0096
76 123 0.42860 0.0087
77 123 0.42870 0.0079
78 122 0.42880 0.0072
79 124 0.42890 0.0066
80 123 0.42890 0.0060
81 123 0.42900 0.0055
82 123 0.42900 0.0050
83 123 0.42910 0.0045
84 123 0.42910 0.0041
85 123 0.42910 0.0038
86 125 0.42920 0.0034
87 123 0.42920 0.0031
88 124 0.42920 0.0029
89 124 0.42920 0.0026
90 125 0.42920 0.0024
91 125 0.42930 0.0022
92 126 0.42930 0.0020
93 126 0.42930 0.0018
94 126 0.42930 0.0016
95 125 0.42930 0.0015
96 126 0.42930 0.0014
97 126 0.42930 0.0012
98 126 0.42930 0.0011
99 126 0.42930 0.0010
