
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 203.600
2     2 0.00237 185.600
3     3 0.00554 169.100
4     3 0.00913 154.100
5     3 0.01267 140.400
6     5 0.01674 127.900
7     6 0.02127 116.500
8     6 0.02594 106.200
9     6 0.03039  96.750
10    7 0.03478  88.150
11    7 0.03909  80.320
12    8 0.04333  73.190
13    8 0.04731  66.680
14    9 0.05101  60.760
15   10 0.05471  55.360
16   10 0.05813  50.440
17   10 0.06125  45.960
18   11 0.06414  41.880
19   11 0.06680  38.160
20   12 0.06921  34.770
21   14 0.07154  31.680
22   14 0.07373  28.870
23   14 0.07569  26.300
24   14 0.07745  23.970
25   15 0.07904  21.840
26   15 0.08047  19.900
27   17 0.08190  18.130
28   17 0.08330  16.520
29   17 0.08459  15.050
30   18 0.08587  13.710
31   19 0.08714  12.500
32   22 0.08854  11.390
33   23 0.09006  10.370
34   24 0.09170   9.452
35   27 0.09347   8.613
36   29 0.09541   7.848
37   29 0.09743   7.150
38   30 0.09952   6.515
39   33 0.10180   5.936
40   34 0.10420   5.409
41   37 0.10670   4.928
42   39 0.10940   4.491
43   41 0.11230   4.092
44   45 0.11540   3.728
45   48 0.11870   3.397
46   54 0.12230   3.095
47   57 0.12610   2.820
48   63 0.13010   2.570
49   66 0.13430   2.341
50   66 0.13870   2.133
51   73 0.14330   1.944
52   75 0.14820   1.771
53   76 0.15320   1.614
54   77 0.15830   1.470
55   84 0.16360   1.340
56   86 0.16910   1.221
57   87 0.17480   1.112
58   87 0.18050   1.014
59   89 0.18640   0.924
60   89 0.19240   0.842
61   91 0.19850   0.767
62   91 0.20460   0.699
63   95 0.21080   0.636
64   98 0.21710   0.580
65   99 0.22340   0.528
66  100 0.22970   0.482
67  102 0.23600   0.439
68  105 0.24230   0.400
69  107 0.24870   0.364
70  109 0.25500   0.332
71  108 0.26140   0.302
72  108 0.26770   0.276
73  110 0.27390   0.251
74  112 0.28010   0.229
75  113 0.28630   0.208
76  113 0.29240   0.190
77  115 0.29840   0.173
78  115 0.30440   0.158
79  115 0.31030   0.144
80  115 0.31620   0.131
81  118 0.32200   0.119
82  120 0.32770   0.109
83  120 0.33340   0.099
84  119 0.33900   0.090
85  120 0.34460   0.082
86  119 0.35010   0.075
87  119 0.35550   0.068
88  120 0.36090   0.062
89  120 0.36620   0.057
90  121 0.37140   0.052
91  122 0.37660   0.047
92  122 0.38170   0.043
93  121 0.38680   0.039
94  121 0.39180   0.036
95  120 0.39660   0.032
96  122 0.40130   0.030
97  122 0.40600   0.027
98  122 0.41070   0.025
99  121 0.41520   0.022
100 120 0.41960   0.020
