
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = TRUE) 

   Df     %Dev Lambda
1   0 0.000000 32.530
2   1 0.000302 29.640
3   2 0.000721 27.000
4   4 0.001476 24.610
5   6 0.002793 22.420
6   9 0.004773 20.430
7  13 0.007213 18.610
8  19 0.010330 16.960
9  23 0.014060 15.450
10 24 0.018070 14.080
11 31 0.022670 12.830
12 35 0.027860 11.690
13 38 0.033460 10.650
14 39 0.039370  9.705
15 41 0.045590  8.843
16 44 0.052070  8.057
17 46 0.058800  7.341
18 51 0.065820  6.689
19 51 0.073060  6.095
20 53 0.080390  5.554
21 54 0.087880  5.060
22 55 0.095470  4.611
23 56 0.103200  4.201
24 58 0.110900  3.828
25 59 0.118800  3.488
26 60 0.126700  3.178
27 60 0.134700  2.896
28 60 0.142500  2.638
29 60 0.150400  2.404
30 61 0.158100  2.190
31 61 0.165800  1.996
32 61 0.173400  1.819
33 61 0.180800  1.657
34 61 0.188000  1.510
35 61 0.195000  1.376
36 62 0.201800  1.253
37 62 0.208500  1.142
38 62 0.214900  1.041
39 62 0.221000  0.948
40 62 0.226800  0.864
41 62 0.232400  0.787
42 62 0.237700  0.717
43 62 0.242600  0.654
44 62 0.247300  0.596
45 62 0.251700  0.543
46 62 0.255700  0.494
47 62 0.259500  0.450
48 62 0.263000  0.410
49 62 0.266200  0.374
50 62 0.269100  0.341
51 62 0.271800  0.310
52 62 0.274200  0.283
53 62 0.276400  0.258
54 62 0.278400  0.235
55 62 0.280200  0.214
56 62 0.281800  0.195
57 61 0.283200  0.178
58 61 0.284400  0.162
59 61 0.285500  0.148
60 61 0.286500  0.134
61 62 0.287400  0.122
62 62 0.288100  0.112
63 62 0.288800  0.102
64 62 0.289400  0.093
65 61 0.289800  0.084
66 61 0.290300  0.077
67 61 0.290600  0.070
68 61 0.290900  0.064
69 60 0.291200  0.058
70 61 0.291400  0.053
71 61 0.291600  0.048
72 61 0.291800  0.044
73 61 0.291900  0.040
74 62 0.292100  0.037
75 62 0.292200  0.033
76 62 0.292300  0.030
77 62 0.292300  0.028
78 62 0.292400  0.025
79 62 0.292500  0.023
80 62 0.292500  0.021
81 62 0.292500  0.019
82 62 0.292600  0.017
83 62 0.292600  0.016
84 62 0.292600  0.014
85 62 0.292600  0.013
86 62 0.292700  0.012
87 62 0.292700  0.011
88 62 0.292700  0.010
89 62 0.292700  0.009
90 62 0.292700  0.008
91 62 0.292700  0.008
92 62 0.292700  0.007
93 62 0.292700  0.006
94 62 0.292700  0.006
95 62 0.292700  0.005
96 62 0.292700  0.005
97 62 0.292700  0.004
98 62 0.292700  0.004
