
Call:  glmnet(x = x, y = y, alpha = 0.3, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 7.6740
2    1 0.01128 6.9920
3    1 0.02100 6.3710
4    1 0.02936 5.8050
5    1 0.03653 5.2890
6    1 0.04266 4.8200
7    1 0.04789 4.3910
8    1 0.05234 4.0010
9    1 0.05612 3.6460
10   1 0.05933 3.3220
11   1 0.06205 3.0270
12   1 0.06434 2.7580
13   1 0.06628 2.5130
14   1 0.06791 2.2900
15   1 0.06928 2.0860
16   1 0.07044 1.9010
17   1 0.07141 1.7320
18   1 0.07222 1.5780
19   1 0.07290 1.4380
20   1 0.07347 1.3100
21   1 0.07395 1.1940
22   1 0.07435 1.0880
23   2 0.07528 0.9911
24   2 0.07615 0.9031
25   2 0.07689 0.8229
26   2 0.07753 0.7498
27   2 0.07806 0.6832
28   3 0.07918 0.6225
29   4 0.08481 0.5672
30   4 0.09134 0.5168
31   6 0.09821 0.4709
32   6 0.10620 0.4290
33   7 0.11410 0.3909
34   8 0.12210 0.3562
35   8 0.13040 0.3246
36  10 0.13940 0.2957
37  11 0.14960 0.2694
38  12 0.15940 0.2455
39  17 0.16940 0.2237
40  17 0.18030 0.2038
41  18 0.19040 0.1857
42  19 0.19980 0.1692
43  20 0.20900 0.1542
44  21 0.21750 0.1405
45  24 0.22670 0.1280
46  27 0.23560 0.1166
47  28 0.24410 0.1063
48  31 0.25190 0.0968
49  34 0.26030 0.0882
50  37 0.26910 0.0804
51  39 0.27820 0.0732
52  41 0.28680 0.0667
53  41 0.29510 0.0608
54  45 0.30300 0.0554
55  47 0.31160 0.0505
56  49 0.31970 0.0460
57  50 0.32750 0.0419
58  52 0.33490 0.0382
59  53 0.34170 0.0348
60  54 0.34800 0.0317
61  55 0.35390 0.0289
62  56 0.35920 0.0263
63  57 0.36390 0.0240
64  57 0.36840 0.0219
65  59 0.37270 0.0199
66  59 0.37650 0.0182
67  59 0.37990 0.0165
68  59 0.38290 0.0151
69  59 0.38560 0.0137
70  60 0.38790 0.0125
71  60 0.39000 0.0114
72  60 0.39180 0.0104
73  61 0.39340 0.0095
74  61 0.39480 0.0086
75  61 0.39600 0.0079
76  62 0.39710 0.0072
77  62 0.39800 0.0065
78  62 0.39880 0.0059
79  62 0.39950 0.0054
80  62 0.40010 0.0049
81  62 0.40070 0.0045
82  62 0.40110 0.0041
83  62 0.40150 0.0037
84  62 0.40180 0.0034
85  62 0.40210 0.0031
86  62 0.40230 0.0028
87  62 0.40250 0.0026
88  62 0.40270 0.0023
89  62 0.40290 0.0021
90  62 0.40300 0.0019
91  62 0.40310 0.0018
92  62 0.40320 0.0016
93  62 0.40330 0.0015
94  62 0.40330 0.0013
95  62 0.40340 0.0012
96  62 0.40340 0.0011
97  62 0.40350 0.0010
98  62 0.40350 0.0009
99  62 0.40350 0.0008
100 62 0.40350 0.0008
